employee_id,previous_title,new_title,promotion_date,salary_increase_pct
EMP00177,Theatre manager,Warehouse manager,2024-06-30,7.9
EMP05815,"Civil engineer, consulting",TEFL teacher,2023-04-28,7.0
EMP00726,Oncologist,Diagnostic radiographer,2024-08-24,9.9
EMP05461,Risk analyst,Dealer,2023-10-01,6.7
EMP01637,Television camera operator,Sales promotion account executive,2024-01-12,6.4
EMP06162,"Psychologist, counselling",Clothing/textile technologist,2022-06-05,18.9
EMP08788,Clinical psychologist,Building services engineer,2021-08-28,18.0
EMP02332,Artist,Chartered public finance accountant,2026-08-02,23.3
EMP04323,Counselling psychologist,Environmental education officer,2024-01-04,10.9
EMP08720,Research scientist (medical),Television production assistant,2022-12-06,24.6
EMP09782,Control and instrumentation engineer,"Surveyor, planning and development",2025-06-08,18.5
EMP06489,Minerals surveyor,Industrial buyer,2026-01-31,20.6
EMP05386,"Scientist, research (medical)",Statistician,2023-02-08,18.4
EMP08598,"Sales professional, IT","Journalist, broadcasting",2025-05-13,14.5
EMP09992,"Accountant, chartered public finance","Designer, fashion/clothing",2024-03-23,22.4
EMP01266,Community education officer,Occupational therapist,2023-07-29,9.9
EMP06251,Financial risk analyst,"Scientist, clinical (histocompatibility and immunogenetics)",2022-08-27,18.2
EMP09450,Proofreader,"Embryologist, clinical",2024-01-26,22.2
EMP01574,Public relations officer,"Engineer, civil (consulting)",2024-10-29,5.2
EMP02239,Recycling officer,"Psychologist, occupational",2025-10-23,22.6
EMP07296,Actor,Video editor,2022-06-15,19.2
EMP09934,Civil Service fast streamer,Associate Professor,2023-06-04,8.7
EMP04616,Contractor,Museum/gallery curator,2024-04-06,7.3
EMP06284,Geophysical data processor,Information systems manager,2024-07-16,14.6
EMP06902,Automotive engineer,Animal nutritionist,2026-07-09,17.9
EMP04591,Geophysical data processor,Agricultural engineer,2023-07-01,13.1
EMP07149,Television floor manager,Lexicographer,2023-03-04,20.0
EMP01247,Translator,"Embryologist, clinical",2024-02-28,22.2
EMP02662,Event organiser,Museum/gallery exhibitions officer,2022-07-20,8.9
EMP02102,Archivist,Biomedical scientist,2024-09-11,5.2
EMP02657,Air broker,Chief Technology Officer,2022-04-30,22.8
EMP09002,Technical brewer,Volunteer coordinator,2021-12-20,10.5
EMP03565,"Surveyor, planning and development",Music tutor,2025-05-29,6.6
EMP01716,Chartered loss adjuster,Personal assistant,2022-05-27,9.2
EMP07479,Chiropractor,Geographical information systems officer,2026-03-29,16.0
EMP03500,Animal technologist,Research scientist (maths),2025-07-15,12.5
EMP02800,Industrial/product designer,Cytogeneticist,2026-01-06,15.8
EMP06099,Pharmacologist,Patent attorney,2021-08-18,13.9
EMP00605,Banker,Materials engineer,2025-12-18,14.3
EMP02820,Energy engineer,Outdoor activities/education manager,2025-09-20,10.2
EMP09630,Housing manager/officer,Soil scientist,2023-04-13,24.9
EMP05729,Travel agency manager,Chartered loss adjuster,2023-05-12,22.1
EMP07983,Retail buyer,Human resources officer,2021-12-16,20.9
EMP00692,"Engineer, structural",Museum/gallery conservator,2026-02-06,17.8
EMP08614,Water engineer,Building services engineer,2023-01-03,9.9
EMP06701,IT trainer,"Psychologist, sport and exercise",2022-07-31,6.1
EMP01011,Meteorologist,Company secretary,2024-03-10,13.5
EMP04392,Water quality scientist,Telecommunications researcher,2026-03-11,17.7
EMP06742,Advertising copywriter,Horticultural consultant,2023-09-19,12.4
EMP06129,Legal secretary,Accounting technician,2021-10-02,13.1
EMP05390,"Engineer, petroleum",Tour manager,2025-05-23,20.2
EMP01094,Risk manager,Applications developer,2025-02-08,17.7
EMP04388,"Buyer, industrial",Regulatory affairs officer,2022-07-11,8.1
EMP02494,Lawyer,"Designer, furniture",2025-05-24,21.8
EMP07312,"Production designer, theatre/television/film","Surveyor, building",2022-08-01,19.3
EMP01609,Transport planner,Air cabin crew,2024-08-25,20.4
EMP06749,Orthoptist,Forest/woodland manager,2022-06-17,17.5
EMP03618,"Surveyor, mining",Futures trader,2022-08-08,6.8
EMP04957,Telecommunications researcher,Product manager,2022-03-19,8.1
EMP02365,Meteorologist,"Civil engineer, consulting",2022-06-13,17.6
EMP03905,Writer,Personnel officer,2021-09-24,12.3
EMP09946,Biomedical engineer,"Scientist, research (medical)",2023-04-16,11.3
EMP05735,Medical secretary,Patent attorney,2022-07-24,11.2
EMP02686,Chemical engineer,"Engineer, manufacturing",2025-04-02,6.5
EMP08134,Psychiatric nurse,"Designer, ceramics/pottery",2022-11-18,16.5
EMP05606,Research scientist (physical sciences),Chief Financial Officer,2023-10-12,7.2
EMP09405,Engineering geologist,Astronomer,2022-02-14,10.6
EMP09895,Education administrator,Television floor manager,2025-08-13,6.4
EMP09892,Chief Strategy Officer,"Surveyor, commercial/residential",2025-09-26,12.3
EMP04181,"Administrator, arts","Engineer, civil (consulting)",2023-05-22,18.3
EMP00789,"Nurse, mental health",Tour manager,2022-10-05,14.5
EMP02894,Soil scientist,Air broker,2024-01-10,17.5
EMP06539,Hotel manager,Translator,2024-12-13,13.3
EMP06270,"Psychotherapist, dance movement",Health and safety inspector,2026-01-11,19.2
EMP06344,Technical brewer,Systems developer,2025-12-12,14.2
EMP03406,Arts development officer,Lawyer,2024-10-06,13.9
EMP01310,Camera operator,"Librarian, academic",2024-07-09,12.1
EMP08735,General practice doctor,Estate agent,2022-01-16,14.0
EMP05932,Psychiatric nurse,Environmental consultant,2024-04-27,16.9
EMP03724,Visual merchandiser,Forest/woodland manager,2024-01-16,7.7
EMP08028,Chief of Staff,English as a foreign language teacher,2022-10-24,13.9
EMP00465,Writer,Operational investment banker,2025-10-23,13.1
EMP02611,Chief Executive Officer,Research scientist (life sciences),2023-12-31,7.5
EMP00106,"Teacher, secondary school",Learning mentor,2022-05-30,20.0
EMP07330,"Engineer, mining",Health and safety inspector,2024-10-10,9.8
EMP09119,Chartered public finance accountant,Barrister's clerk,2026-03-31,13.1
EMP00029,Air cabin crew,"Pharmacist, hospital",2024-09-07,5.0
EMP02347,Airline pilot,Barrister's clerk,2021-10-07,7.0
EMP08245,Medical secretary,Mental health nurse,2023-07-25,17.5
EMP03438,Public librarian,Therapeutic radiographer,2024-07-07,7.8
EMP07480,"Therapist, art",Data scientist,2022-04-05,10.9
EMP00726,Agricultural consultant,Television camera operator,2024-11-24,12.2
EMP04941,Risk manager,Minerals surveyor,2023-06-01,16.1
EMP03448,Insurance claims handler,Outdoor activities/education manager,2023-04-27,23.7
EMP07534,Chiropodist,Building control surveyor,2023-08-01,9.7
EMP07677,"Teacher, early years/pre",Fisheries officer,2024-03-06,13.7
EMP02996,Occupational therapist,Games developer,2026-02-08,12.3
EMP03848,Audiological scientist,Sub,2022-04-13,14.6
EMP01569,Sports therapist,"Designer, multimedia",2025-11-17,9.1
EMP08147,"Radiographer, therapeutic","Physicist, medical",2024-01-23,24.7
EMP01003,Health visitor,Field seismologist,2023-07-25,20.4
EMP03036,Trade mark attorney,"Sales professional, IT",2025-12-30,5.2
EMP05038,"Scientist, research (medical)",Ranger/warden,2025-01-28,21.6
EMP00481,Copy,Social worker,2023-11-24,11.2
EMP07369,"Teacher, primary school",Health and safety inspector,2022-09-10,19.7
EMP07799,Health promotion specialist,Retail buyer,2025-06-26,19.3
EMP04215,Accounting technician,Cytogeneticist,2021-12-11,15.8
EMP04285,Microbiologist,Learning disability nurse,2024-09-21,21.0
EMP08247,"Conservator, furniture",Charity fundraiser,2023-04-29,14.2
EMP05066,Video editor,"Editor, commissioning",2023-02-19,22.5
EMP01259,Environmental manager,Artist,2022-10-23,19.4
EMP09683,"Teacher, English as a foreign language",Communications engineer,2026-02-07,16.6
EMP02052,Trade union research officer,Biomedical engineer,2024-02-28,18.9
EMP07007,Geochemist,Music therapist,2025-05-25,9.9
EMP04432,Actuary,Chartered accountant,2022-01-21,19.1
EMP09900,"Scientist, marine",Social researcher,2023-04-01,13.6
EMP07925,Pensions consultant,"Editor, magazine features",2025-10-11,6.4
EMP09709,"Therapist, nutritional","Surveyor, planning and development",2025-04-14,10.1
EMP05062,"Development worker, international aid",Information systems manager,2021-08-09,17.6
EMP07594,"Pharmacist, community",Geoscientist,2022-09-13,24.1
EMP05506,"Librarian, public",Technical brewer,2025-03-13,5.3
EMP09937,Chiropractor,Manufacturing systems engineer,2023-10-26,5.8
EMP05046,Consulting civil engineer,Systems developer,2026-07-03,14.5
EMP03955,Microbiologist,Video editor,2026-05-22,14.5
EMP07589,Oceanographer,"Copywriter, advertising",2024-02-01,8.0
EMP04788,"Investment banker, operational",Forest/woodland manager,2026-07-10,23.0
EMP04281,Chartered legal executive (England and Wales),Sports administrator,2021-12-29,23.6
EMP07143,"Production assistant, radio",Chief Marketing Officer,2025-06-18,16.2
EMP09547,Public relations account executive,Financial planner,2022-04-26,18.1
EMP08124,Building surveyor,Housing manager/officer,2024-09-14,16.7
EMP06825,Materials engineer,Mudlogger,2021-09-14,22.9
EMP00753,Volunteer coordinator,Police officer,2025-08-29,5.3
EMP07267,Manufacturing engineer,Lobbyist,2024-09-25,18.6
EMP08968,Agricultural engineer,Equities trader,2024-05-23,22.6
EMP02762,Health and safety inspector,"Engineer, civil (consulting)",2022-11-18,18.6
EMP01789,Chemical engineer,"Investment banker, corporate",2026-06-20,10.9
EMP08869,Corporate treasurer,Mechanical engineer,2024-11-25,15.2
EMP03444,Jewellery designer,Holiday representative,2025-09-19,9.6
EMP05884,"Surveyor, rural practice",Advertising account executive,2026-04-23,24.7
EMP05288,Public relations account executive,Youth worker,2025-02-07,5.5
EMP05659,Management consultant,"Lecturer, higher education",2022-04-10,10.4
EMP04526,"Nurse, adult",Brewing technologist,2021-09-02,22.1
EMP01226,"Engineer, drilling",Field trials officer,2025-09-11,24.9
EMP03492,Museum/gallery conservator,"Nurse, learning disability",2022-02-26,15.7
EMP05985,Estate agent,"Engineer, building services",2024-09-25,21.9
EMP03286,"Engineer, automotive",Materials engineer,2022-05-08,18.3
EMP09939,Dance movement psychotherapist,Occupational psychologist,2022-09-14,13.9
EMP08111,Quantity surveyor,Advertising copywriter,2023-07-30,21.4
EMP07461,Plant breeder/geneticist,Market researcher,2026-07-04,22.4
EMP02158,Social worker,Actor,2025-01-12,21.6
EMP00103,Diagnostic radiographer,Broadcast presenter,2023-05-04,9.9
EMP01029,"Programmer, systems",Commercial horticulturist,2024-10-10,14.7
EMP01879,Radio producer,Industrial/product designer,2023-11-21,14.6
EMP09260,Outdoor activities/education manager,"Engineer, structural",2026-01-15,8.7
EMP04690,"Civil engineer, contracting","Administrator, local government",2024-12-17,20.1
EMP05336,Therapeutic radiographer,"Scientist, research (physical sciences)",2025-09-02,15.0
EMP01159,"Engineer, aeronautical",Furniture conservator/restorer,2023-09-14,18.8
EMP01969,Musician,Publishing copy,2021-12-13,12.9
EMP08376,Press photographer,"Optician, dispensing",2023-08-29,7.6
EMP05920,"Administrator, local government",Drilling engineer,2024-07-30,5.0
EMP04810,Merchant navy officer,"Social research officer, government",2022-10-08,21.8
EMP03343,"Lecturer, further education",Interpreter,2025-09-14,23.5
EMP02519,Systems developer,Orthoptist,2022-05-03,5.5
EMP01333,Media buyer,Clinical research associate,2025-11-12,24.0
EMP07046,"Nurse, mental health",Actuary,2021-12-17,14.4
EMP04625,Pensions consultant,Catering manager,2024-04-13,6.0
EMP04320,Tour manager,Art gallery manager,2022-06-25,12.8
EMP06057,Industrial buyer,Dealer,2023-09-02,14.3
EMP04247,"Engineer, electrical","Designer, ceramics/pottery",2023-08-25,19.5
EMP07935,"Investment banker, corporate","Engineer, electrical",2023-10-17,13.5
EMP07314,Banker,Furniture conservator/restorer,2022-01-13,8.4
EMP00975,"Pharmacist, community",Local government officer,2024-01-21,8.7
EMP01424,"Programmer, systems","Horticulturist, commercial",2023-01-02,11.9
EMP08472,Rural practice surveyor,"Librarian, public",2022-02-09,19.1
EMP03652,Armed forces training and education officer,Adult nurse,2025-04-26,17.8
EMP06160,Magazine journalist,Information officer,2023-11-04,8.8
EMP01255,Warden/ranger,Air broker,2026-03-06,21.6
EMP01161,"Presenter, broadcasting",Data scientist,2024-03-21,7.8
EMP02180,"Surveyor, quantity","Engineer, electrical",2022-01-09,7.1
EMP09200,"Geologist, engineering","Designer, furniture",2023-02-11,19.1
EMP03984,Chartered management accountant,"Journalist, newspaper",2024-09-30,17.0
EMP06249,"Engineer, automotive",Retail merchandiser,2026-03-20,6.1
EMP00181,"Teacher, music",Airline pilot,2024-04-06,11.1
EMP02971,"Investment banker, corporate","Engineer, drilling",2021-09-14,14.9
EMP08053,"Teacher, special educational needs",Legal secretary,2021-09-12,15.2
EMP09623,Energy manager,Dancer,2024-12-15,18.6
EMP05655,Commissioning editor,"Production assistant, radio",2024-07-28,19.7
EMP02991,Soil scientist,IT technical support officer,2022-11-13,17.0
EMP02749,Advertising copywriter,Trade union research officer,2025-09-02,22.2
EMP00873,Counsellor,Dealer,2023-12-11,9.0
EMP08065,"Research officer, political party",Lawyer,2022-08-19,15.1
EMP01689,Health service manager,"Designer, fashion/clothing",2022-09-26,24.8
EMP03461,Chief Strategy Officer,Diagnostic radiographer,2023-01-08,22.3
EMP07872,"Surveyor, minerals","Production assistant, radio",2024-06-11,12.9
EMP07014,"Editor, film/video",Air traffic controller,2025-12-29,7.9
EMP07607,Sports therapist,Logistics and distribution manager,2023-12-24,23.1
EMP06721,Marine scientist,"Conservation officer, historic buildings",2023-07-22,12.0
EMP00966,"Engineer, civil (contracting)",Occupational psychologist,2025-08-24,23.4
EMP02806,Stage manager,Intelligence analyst,2022-05-26,21.7
EMP01431,"Designer, jewellery",Research scientist (physical sciences),2023-02-06,12.6
EMP09426,Comptroller,Garment/textile technologist,2023-06-22,10.1
EMP01375,"Lighting technician, broadcasting/film/video",Commercial art gallery manager,2024-10-06,9.2
EMP09493,"Engineer, communications","Administrator, charities/voluntary organisations",2022-03-23,7.6
EMP06625,Clinical biochemist,Building surveyor,2024-06-12,24.1
EMP05487,Software engineer,Art gallery manager,2022-03-22,25.0
EMP07664,Private music teacher,"Engineer, building services",2025-12-02,21.7
EMP06768,Water engineer,Health service manager,2021-09-02,19.3
EMP06127,Cabin crew,Network engineer,2022-05-29,11.5
EMP07064,Museum/gallery exhibitions officer,"Teacher, primary school",2022-08-27,16.1
EMP08441,International aid/development worker,Corporate treasurer,2022-03-01,5.4
EMP02124,Health physicist,"Editor, commissioning",2023-08-05,14.5
EMP00561,"Therapist, music",Customer service manager,2024-08-09,22.9
EMP05090,Information officer,"Engineer, structural",2026-06-24,20.8
EMP07841,Fine artist,"Engineer, aeronautical",2025-12-31,9.1
EMP06685,"Surveyor, planning and development","Administrator, education",2023-10-14,23.2
EMP05446,Volunteer coordinator,Diagnostic radiographer,2024-10-13,6.7
EMP06328,Medical physicist,Diagnostic radiographer,2022-05-20,19.8
EMP09219,Audiological scientist,Sales executive,2022-07-14,8.3
EMP04885,Osteopath,Emergency planning/management officer,2025-02-04,20.9
EMP09472,"Engineer, energy",Dentist,2021-08-25,8.5
EMP08990,Biomedical scientist,Musician,2022-06-08,10.7
EMP03493,"Engineer, energy","Accountant, chartered",2025-04-30,11.8
EMP02194,Solicitor,Editorial assistant,2026-04-06,23.9
EMP08414,Management consultant,Forensic psychologist,2021-11-28,8.1
EMP00879,"Scientist, biomedical",Secondary school teacher,2022-03-21,17.3
EMP09246,Make,TEFL teacher,2026-07-31,24.4
EMP05350,Forensic psychologist,Barrister,2021-11-10,18.6
EMP09089,"Chemist, analytical",Architectural technologist,2022-03-20,21.5
EMP09538,"Conservator, furniture",Adult guidance worker,2026-06-05,13.4
EMP07645,Merchant navy officer,Building control surveyor,2026-06-29,9.8
EMP03626,Professor Emeritus,Public affairs consultant,2025-06-14,11.1
EMP00908,"Surveyor, mining","Programmer, systems",2022-07-27,21.3
EMP07758,Equities trader,Ambulance person,2022-10-06,10.2
EMP02161,Veterinary surgeon,"Physicist, medical",2022-03-29,13.7
EMP01671,Licensed conveyancer,Police officer,2024-07-10,21.4
EMP03222,Production engineer,"Surveyor, minerals",2021-11-26,13.2
EMP04060,Database administrator,Music tutor,2024-01-29,17.9
EMP04253,"Exhibitions officer, museum/gallery",IT technical support officer,2023-10-30,17.1
EMP04497,"Administrator, local government",Historic buildings inspector/conservation officer,2026-02-02,22.2
EMP06138,"Therapist, occupational",Logistics and distribution manager,2022-03-03,22.2
EMP04504,General practice doctor,"Editor, commissioning",2023-01-20,16.9
EMP00423,"Runner, broadcasting/film/video",Quarry manager,2021-08-26,24.0
EMP01582,"Scientist, forensic",Chief Operating Officer,2024-12-03,16.7
EMP05275,Production manager,Midwife,2025-05-14,9.8
EMP09597,Photographer,Cytogeneticist,2024-06-25,15.8
EMP09359,Landscape architect,"Therapist, occupational",2023-04-09,21.5
EMP08807,Advertising account executive,Occupational therapist,2025-07-20,24.7
EMP09868,"Librarian, public",Amenity horticulturist,2022-04-22,24.5
EMP09753,Hospital pharmacist,Personnel officer,2024-10-06,21.0
EMP09751,"Engineer, building services","Engineer, materials",2022-06-01,6.5
EMP05850,Social researcher,"Administrator, local government",2025-09-29,19.0
EMP06916,"Designer, interior/spatial",Research scientist (physical sciences),2023-11-22,22.4
EMP02410,Banker,Associate Professor,2023-09-24,11.9
EMP06923,Art therapist,"Research officer, political party",2024-01-26,10.1
EMP00472,"Conservation officer, nature",Clinical cytogeneticist,2021-12-02,14.2
EMP05993,Occupational therapist,"Loss adjuster, chartered",2022-03-23,19.0
EMP04276,Financial controller,Photographer,2026-07-02,9.5
EMP00145,Actuary,"Civil engineer, consulting",2024-01-17,6.9
EMP08449,Management consultant,Aeronautical engineer,2024-03-24,8.4
EMP06601,Corporate investment banker,Social worker,2022-07-03,22.2
EMP05622,"Psychologist, educational",Location manager,2024-07-25,15.3
EMP07733,Investment analyst,"Scientist, water quality",2022-08-10,22.7
EMP09741,Therapeutic radiographer,Fisheries officer,2023-03-08,12.5
EMP01785,Retail buyer,Set designer,2022-08-08,10.9
EMP03530,Translator,Therapeutic radiographer,2025-11-15,10.3
EMP04992,Wellsite geologist,Restaurant manager,2024-01-31,20.1
EMP06619,Food technologist,Health promotion specialist,2023-07-12,12.5
EMP04110,Insurance account manager,"Lecturer, higher education",2022-10-24,14.3
EMP03830,Health promotion specialist,"Administrator, charities/voluntary organisations",2022-06-09,12.3
EMP03957,Nutritional therapist,"Scientist, product/process development",2023-07-27,18.2
EMP06335,Financial risk analyst,Magazine features editor,2023-05-07,12.7
EMP05079,Licensed conveyancer,Associate Professor,2022-04-29,24.0
EMP03167,Claims inspector/assessor,English as a foreign language teacher,2024-11-24,24.3
EMP02681,"Nurse, children's",Architect,2024-05-08,12.4
EMP07973,Actor,Geographical information systems officer,2023-10-02,6.1
EMP04080,"Engineer, site","Teacher, primary school",2024-07-18,16.7
EMP03509,"Engineer, structural",Psychiatrist,2024-03-01,8.2
EMP01840,"Scientist, research (medical)",Futures trader,2025-10-19,17.4
EMP00200,Glass blower/designer,Comptroller,2024-09-16,16.6
EMP02045,"Investment banker, corporate","Nurse, adult",2023-11-14,6.7
EMP09568,IT trainer,Counsellor,2025-10-17,24.7
EMP07670,Environmental manager,"Engineer, land",2024-01-17,12.1
EMP00410,"Scientist, water quality","Producer, radio",2023-07-12,16.8
EMP09382,Aid worker,Museum/gallery curator,2022-04-15,15.2
EMP03309,Public affairs consultant,"Surveyor, quantity",2022-09-28,22.3
EMP03608,"Engineer, water",Furniture conservator/restorer,2024-05-05,20.1
EMP00160,Printmaker,Proofreader,2021-12-17,11.2
EMP04950,Cabin crew,"Doctor, hospital",2026-02-22,19.6
EMP07334,Patent attorney,Further education lecturer,2022-02-11,8.9
EMP06404,Data processing manager,Theatre manager,2022-07-14,9.3
EMP00936,Food technologist,Building services engineer,2026-02-07,17.8
EMP03334,Manufacturing engineer,"Surveyor, building control",2023-02-02,18.6
EMP03802,Analytical chemist,Government social research officer,2022-02-09,13.4
EMP03775,Automotive engineer,Public librarian,2024-06-13,22.5
EMP04530,Community education officer,"Exhibitions officer, museum/gallery",2026-03-12,12.9
EMP04382,Editorial assistant,Occupational psychologist,2025-07-04,10.9
EMP02948,Translator,"Engineer, electrical",2025-12-08,8.8
EMP03553,Teaching laboratory technician,Fine artist,2024-05-20,5.5
EMP08034,Operational researcher,"Scientist, product/process development",2021-10-13,14.9
EMP01023,Physiotherapist,"Surveyor, building control",2021-11-25,10.2
EMP09110,Print production planner,Musician,2025-01-03,10.3
EMP05103,"Conservation officer, historic buildings",Garment/textile technologist,2024-06-06,24.7
EMP01717,Clinical molecular geneticist,Firefighter,2023-05-18,5.8
EMP04229,Dentist,Arboriculturist,2022-11-30,15.7
EMP07942,Building surveyor,Electrical engineer,2022-03-01,15.3
EMP03140,Technical sales engineer,"Teacher, adult education",2023-04-17,5.2
EMP04360,Printmaker,Primary school teacher,2025-07-24,18.3
EMP07033,Medical sales representative,Communications engineer,2025-01-17,10.3
EMP00155,"Accountant, chartered","Editor, commissioning",2024-03-16,9.5
EMP08550,Occupational therapist,"Designer, graphic",2025-11-13,15.2
EMP08773,Firefighter,Holiday representative,2026-03-26,18.4
EMP03174,Marketing executive,TEFL teacher,2023-07-18,10.6
EMP03654,Health and safety inspector,Purchasing manager,2024-01-18,8.1
EMP08264,Medical physicist,"Editor, commissioning",2024-02-05,19.7
EMP07911,Airline pilot,Land,2025-07-02,24.7
EMP01789,"Producer, television/film/video",Artist,2023-03-17,18.5
EMP09064,"Surveyor, quantity","Engineer, technical sales",2022-10-20,20.0
EMP03635,Occupational psychologist,Television production assistant,2026-02-10,14.7
EMP07993,Artist,Musician,2026-02-26,17.9
EMP04922,"Production assistant, television","Engineer, site",2025-12-22,8.9
EMP02960,"Development worker, community","Psychologist, forensic",2022-08-20,19.6
EMP08837,Administrator,"Designer, ceramics/pottery",2022-12-08,17.2
EMP08144,Hydrogeologist,Set designer,2025-01-06,24.0
EMP06742,"Accountant, chartered",Writer,2021-08-13,16.8
EMP02465,Archaeologist,Academic librarian,2025-03-05,17.1
EMP01410,Magazine journalist,Systems developer,2022-02-04,11.4
EMP05745,Maintenance engineer,Academic librarian,2024-05-21,23.6
EMP08794,Warden/ranger,Barrister,2022-10-28,22.2
EMP02127,Financial planner,Hospital pharmacist,2022-12-14,24.3
EMP07156,Call centre manager,Chief Strategy Officer,2025-10-20,24.2
EMP02997,Volunteer coordinator,"Therapist, nutritional",2024-02-01,22.5
EMP08706,Armed forces training and education officer,English as a foreign language teacher,2025-10-24,10.4
EMP09832,Make,Glass blower/designer,2024-09-17,9.9
EMP02226,Orthoptist,"Horticulturist, commercial",2025-01-29,8.1
EMP01537,Mudlogger,Colour technologist,2023-09-17,11.1
EMP01416,Furniture conservator/restorer,General practice doctor,2023-07-30,23.9
EMP07810,Museum/gallery exhibitions officer,Herpetologist,2025-02-20,11.8
EMP07039,"Engineer, maintenance",Ophthalmologist,2022-03-16,20.9
EMP08457,Operational researcher,"Buyer, industrial",2021-08-05,17.3
EMP03204,Emergency planning/management officer,"Education officer, community",2024-03-28,15.5
EMP00701,Academic librarian,Television/film/video producer,2024-12-03,14.3
EMP06550,"Engineer, chemical","Psychologist, counselling",2025-05-06,9.3
EMP05947,Research scientist (life sciences),"Development worker, international aid",2026-03-29,25.0
EMP09004,IT technical support officer,Clinical cytogeneticist,2024-02-29,8.2
EMP05713,Illustrator,"Production assistant, radio",2025-06-27,14.2
EMP03077,Tax adviser,Land,2026-05-16,23.0
EMP09302,"Surveyor, building",Event organiser,2022-06-28,9.6
EMP06966,Associate Professor,Database administrator,2025-05-09,21.7
EMP01228,Toxicologist,Maintenance engineer,2022-12-21,21.4
EMP09841,Horticultural consultant,Pensions consultant,2022-11-04,22.0
EMP02809,"Restaurant manager, fast food",Curator,2024-11-24,10.4
EMP03704,"Administrator, education",Computer games developer,2025-03-12,11.6
EMP02458,"Engineer, manufacturing",Art gallery manager,2023-11-28,21.5
EMP03347,"Designer, industrial/product",Arts administrator,2025-07-24,21.6
EMP05898,"Designer, fashion/clothing",Warden/ranger,2023-07-02,7.5
EMP09124,Retail buyer,Research scientist (medical),2025-01-09,20.3
EMP03999,"Education officer, museum",Lobbyist,2024-08-25,19.0
EMP05682,Art therapist,Operational investment banker,2021-11-30,12.3
EMP06222,Medical physicist,Astronomer,2021-10-17,6.4
EMP04815,Pathologist,Technical author,2024-01-04,24.7
EMP06099,Chief Financial Officer,"Engineer, communications",2024-04-21,14.8
EMP00403,Recycling officer,Media buyer,2023-02-27,23.6
EMP09100,Site engineer,"Engineer, technical sales",2026-02-12,15.1
EMP06315,Financial trader,Exercise physiologist,2021-08-26,16.8
EMP06575,Archivist,"Education officer, community",2026-03-21,16.8
EMP00630,"Engineer, water",Haematologist,2024-07-28,12.1
EMP05956,Contractor,Cartographer,2026-04-20,12.6
EMP09845,Immunologist,Mental health nurse,2022-07-19,17.0
EMP09123,Probation officer,Oceanographer,2022-08-18,18.5
EMP05374,Brewing technologist,"Scientist, research (medical)",2025-06-26,8.8
EMP05402,Orthoptist,"Programmer, multimedia",2024-03-07,22.1
EMP04329,Geoscientist,Pharmacologist,2026-05-28,12.3
EMP02581,"Sound technician, broadcasting/film/video",Immunologist,2026-04-10,22.8
EMP05667,"Psychologist, prison and probation services",Secondary school teacher,2022-02-06,17.8
EMP03999,Radiation protection practitioner,"Conservation officer, historic buildings",2022-04-06,7.8
EMP06514,Tour manager,Television floor manager,2026-05-11,14.6
EMP09380,"Administrator, arts","Engineer, electrical",2024-03-08,20.6
EMP00442,"Horticulturist, amenity",Community arts worker,2023-11-25,12.4
EMP09938,Risk manager,Television/film/video producer,2025-11-02,16.9
EMP06396,"Engineer, communications",Chief Technology Officer,2022-11-29,17.5
EMP00006,Energy manager,Hydrographic surveyor,2023-05-19,13.6
EMP00373,Catering manager,IT technical support officer,2023-01-31,16.0
EMP02308,Veterinary surgeon,"Civil engineer, contracting",2023-09-01,5.8
EMP06121,Hydrologist,Geochemist,2022-07-13,24.6
EMP05673,General practice doctor,"Investment banker, operational",2024-03-24,19.1
EMP00295,Gaffer,"Engineer, land",2024-10-08,15.3
EMP07913,Data processing manager,Pension scheme manager,2024-02-12,17.5
EMP07154,Air cabin crew,"Surveyor, building",2023-08-10,25.0
EMP09159,Chartered certified accountant,Magazine journalist,2023-01-18,13.6
EMP07176,"Therapist, occupational",Logistics and distribution manager,2025-03-22,14.1
EMP02980,Heritage manager,"Solicitor, Scotland",2023-05-12,9.4
EMP09651,"Social research officer, government","Teacher, primary school",2025-11-21,19.1
EMP03589,Phytotherapist,Chief Executive Officer,2025-01-08,7.5
EMP03835,"Education officer, environmental",Occupational hygienist,2023-07-24,24.3
EMP06280,"Editor, commissioning",Dance movement psychotherapist,2023-03-03,6.4
EMP07943,"Pharmacist, community",Learning disability nurse,2025-01-15,7.5
EMP06352,"Buyer, retail","Engineer, aeronautical",2025-05-04,17.6
EMP00953,Rural practice surveyor,Trading standards officer,2023-04-19,14.8
EMP02617,Computer games developer,Soil scientist,2021-12-02,9.2
EMP08029,"Accountant, chartered certified","Engineer, communications",2022-08-06,6.2
EMP05818,"Research officer, political party",Clinical research associate,2024-12-21,8.3
EMP08341,"Scientist, physiological","Education officer, environmental",2024-01-19,16.6
EMP03695,Chief Technology Officer,"Scientist, biomedical",2025-02-14,19.6
EMP00833,Structural engineer,Town planner,2025-01-31,9.9
EMP05316,"Chemist, analytical",Advertising art director,2023-12-31,13.5
EMP04168,Broadcast presenter,Sport and exercise psychologist,2025-02-14,6.4
EMP05304,Chartered accountant,"Psychologist, clinical",2023-06-25,23.3
EMP03682,Archivist,Exhibition designer,2022-02-07,5.1
EMP08782,Tourist information centre manager,Art gallery manager,2023-04-23,23.3
EMP03264,"Therapist, horticultural","Administrator, sports",2024-08-23,15.7
EMP01495,Lawyer,Materials engineer,2023-11-20,10.0
