project_id,skill_id,required_proficiency
PRJ0269,SK0243,2
PRJ0123,SK0152,3
PRJ3420,SK0256,2
PRJ0345,SK0231,2
PRJ2596,SK0128,3
PRJ1351,SK0286,2
PRJ4270,SK0112,2
PRJ3293,SK0232,3
PRJ4786,SK0291,3
PRJ3675,SK0144,4
PRJ0881,SK0271,4
PRJ0266,SK0057,4
PRJ1482,SK0288,2
PRJ2467,SK0212,4
PRJ4508,SK0218,4
PRJ1307,SK0178,4
PRJ0799,SK0138,2
PRJ3493,SK0108,4
PRJ2055,SK0268,2
PRJ3130,SK0079,4
PRJ0899,SK0091,2
PRJ2326,SK0173,2
PRJ0810,SK0236,2
PRJ3650,SK0163,3
PRJ4120,SK0157,3
PRJ0835,SK0050,4
PRJ4644,SK0044,4
PRJ2007,SK0048,3
PRJ2553,SK0190,4
PRJ1464,SK0277,3
PRJ0082,SK0216,2
PRJ3058,SK0015,4
PRJ2933,SK0006,4
PRJ3055,SK0091,4
PRJ4729,SK0049,3
PRJ2196,SK0052,4
PRJ4570,SK0182,4
PRJ4170,SK0265,3
PRJ1993,SK0268,3
PRJ2587,SK0104,2
PRJ4003,SK0054,3
PRJ0400,SK0220,3
PRJ0915,SK0267,4
PRJ1800,SK0240,2
PRJ4056,SK0206,3
PRJ0921,SK0053,2
PRJ0035,SK0049,2
PRJ0509,SK0169,2
PRJ0668,SK0184,3
PRJ2805,SK0106,2
PRJ3422,SK0268,3
PRJ1355,SK0167,2
PRJ4477,SK0035,3
PRJ1129,SK0007,2
PRJ2209,SK0264,3
PRJ3313,SK0049,2
PRJ1315,SK0209,4
PRJ0388,SK0116,2
PRJ2698,SK0008,4
PRJ3974,SK0082,4
PRJ0250,SK0247,3
PRJ1216,SK0113,2
PRJ3953,SK0189,4
PRJ2156,SK0183,3
PRJ3569,SK0264,3
PRJ1483,SK0097,2
PRJ2896,SK0050,4
PRJ0531,SK0018,3
PRJ2656,SK0202,3
PRJ4818,SK0221,2
PRJ2649,SK0213,3
PRJ1357,SK0212,2
PRJ4106,SK0139,3
PRJ1845,SK0085,3
PRJ1729,SK0157,4
PRJ3051,SK0209,2
PRJ0382,SK0117,2
PRJ0474,SK0248,4
PRJ1200,SK0027,3
PRJ2208,SK0014,3
PRJ2482,SK0253,2
PRJ2926,SK0047,3
PRJ2406,SK0168,4
PRJ0165,SK0074,4
PRJ1481,SK0179,4
PRJ1263,SK0191,2
PRJ4409,SK0013,2
PRJ0634,SK0217,4
PRJ2578,SK0147,4
PRJ2435,SK0250,4
PRJ3424,SK0138,2
PRJ3969,SK0233,3
PRJ4401,SK0205,4
PRJ4661,SK0146,4
PRJ2294,SK0198,3
PRJ0057,SK0244,2
PRJ0268,SK0299,2
PRJ0984,SK0130,3
PRJ2401,SK0187,4
PRJ0825,SK0244,2
PRJ3345,SK0236,4
PRJ1664,SK0103,2
PRJ3043,SK0142,3
PRJ4200,SK0010,3
PRJ0440,SK0033,4
PRJ0997,SK0010,2
PRJ4458,SK0003,3
PRJ2967,SK0086,2
PRJ3431,SK0279,2
PRJ0218,SK0196,2
PRJ1081,SK0251,4
PRJ1635,SK0260,2
PRJ2964,SK0007,3
PRJ0946,SK0206,2
PRJ4805,SK0075,3
PRJ4607,SK0003,2
PRJ1493,SK0291,2
PRJ1282,SK0041,3
PRJ0767,SK0206,2
PRJ0876,SK0285,2
PRJ2554,SK0291,2
PRJ3989,SK0268,3
PRJ3526,SK0291,3
PRJ3680,SK0258,4
PRJ0802,SK0009,2
PRJ4687,SK0234,4
PRJ0964,SK0237,3
PRJ1769,SK0257,3
PRJ4786,SK0252,3
PRJ1301,SK0020,4
PRJ3622,SK0207,4
PRJ4191,SK0115,4
PRJ2942,SK0111,2
PRJ2888,SK0082,3
PRJ1366,SK0188,4
PRJ3720,SK0175,2
PRJ0584,SK0013,4
PRJ3862,SK0143,4
PRJ0406,SK0186,3
PRJ0452,SK0122,4
PRJ1223,SK0208,4
PRJ4303,SK0148,3
PRJ3544,SK0007,2
PRJ2255,SK0176,4
PRJ3145,SK0220,4
PRJ2171,SK0292,3
PRJ2767,SK0145,3
PRJ4798,SK0009,3
PRJ0333,SK0277,4
PRJ0098,SK0089,3
PRJ0678,SK0122,2
PRJ4896,SK0262,4
PRJ0050,SK0226,4
PRJ3139,SK0089,4
PRJ3467,SK0061,4
PRJ1260,SK0128,4
PRJ0179,SK0120,3
PRJ1021,SK0142,4
PRJ2424,SK0284,3
PRJ1149,SK0186,4
PRJ3165,SK0228,3
PRJ3530,SK0300,4
PRJ2720,SK0210,4
PRJ4917,SK0033,3
PRJ4643,SK0061,3
PRJ1604,SK0237,4
PRJ4121,SK0196,4
PRJ0657,SK0056,2
PRJ1905,SK0088,4
PRJ3530,SK0091,3
PRJ4705,SK0184,4
PRJ0856,SK0023,4
PRJ0523,SK0080,2
PRJ2775,SK0285,2
PRJ1270,SK0093,2
PRJ1165,SK0081,2
PRJ4612,SK0292,2
PRJ2698,SK0188,4
PRJ2065,SK0241,2
PRJ3001,SK0273,2
PRJ4967,SK0264,3
PRJ3119,SK0118,4
PRJ4132,SK0220,2
PRJ3516,SK0182,2
PRJ1716,SK0261,4
PRJ0838,SK0058,2
PRJ3321,SK0078,4
PRJ3393,SK0038,2
PRJ0739,SK0032,3
PRJ4966,SK0174,4
PRJ4514,SK0172,3
PRJ3619,SK0022,2
PRJ4063,SK0242,2
PRJ0104,SK0082,4
PRJ0003,SK0256,2
PRJ4503,SK0196,2
PRJ0657,SK0151,3
PRJ3101,SK0253,2
PRJ4309,SK0266,4
PRJ0500,SK0184,3
PRJ0614,SK0058,4
PRJ1361,SK0136,4
PRJ3316,SK0215,2
PRJ0984,SK0205,4
PRJ1577,SK0104,3
PRJ4044,SK0080,3
PRJ2474,SK0279,2
PRJ0840,SK0056,3
PRJ2171,SK0173,3
PRJ1254,SK0169,4
PRJ0201,SK0233,4
PRJ3878,SK0122,3
PRJ1879,SK0128,4
PRJ3886,SK0079,4
PRJ2921,SK0045,3
PRJ4971,SK0243,3
PRJ4739,SK0010,2
PRJ4546,SK0008,2
PRJ3779,SK0110,3
PRJ0637,SK0104,3
PRJ4892,SK0259,3
PRJ1345,SK0135,4
PRJ1821,SK0180,2
PRJ1403,SK0028,3
PRJ3805,SK0111,2
PRJ0879,SK0290,4
PRJ3744,SK0078,2
PRJ1165,SK0193,4
PRJ3783,SK0109,3
PRJ4167,SK0125,4
PRJ1586,SK0286,4
PRJ0792,SK0066,3
PRJ4945,SK0125,4
PRJ1927,SK0230,4
PRJ0954,SK0204,2
PRJ2420,SK0061,3
PRJ0837,SK0035,3
PRJ1611,SK0064,4
PRJ2955,SK0085,4
PRJ0850,SK0221,3
PRJ0291,SK0239,2
PRJ4889,SK0111,4
PRJ1818,SK0081,4
PRJ2578,SK0016,2
PRJ0094,SK0038,3
PRJ1373,SK0194,2
PRJ2396,SK0062,3
PRJ0494,SK0166,4
PRJ2017,SK0103,3
PRJ4425,SK0093,4
PRJ2681,SK0257,2
PRJ0390,SK0188,3
PRJ2927,SK0048,3
PRJ4029,SK0258,2
PRJ1738,SK0077,3
PRJ1868,SK0165,2
PRJ0752,SK0261,4
PRJ4504,SK0241,4
PRJ3293,SK0293,4
PRJ3627,SK0167,3
PRJ4243,SK0037,2
PRJ3486,SK0047,4
PRJ1251,SK0033,2
PRJ0732,SK0082,4
PRJ0971,SK0219,4
PRJ4081,SK0089,4
PRJ4561,SK0085,4
PRJ2052,SK0092,3
PRJ4137,SK0229,3
PRJ4256,SK0071,3
PRJ1586,SK0102,4
PRJ3945,SK0279,3
PRJ2412,SK0156,3
PRJ3999,SK0248,2
PRJ0688,SK0036,3
PRJ2618,SK0182,2
PRJ2842,SK0208,2
PRJ4732,SK0262,3
PRJ4167,SK0010,4
PRJ3082,SK0059,2
PRJ0942,SK0087,2
PRJ4809,SK0299,2
PRJ0702,SK0260,4
PRJ3492,SK0138,4
PRJ2190,SK0273,3
PRJ0623,SK0242,4
PRJ4453,SK0206,2
PRJ1428,SK0187,2
PRJ2311,SK0287,4
PRJ0532,SK0149,2
PRJ0111,SK0167,2
PRJ1450,SK0210,2
PRJ3896,SK0055,3
PRJ0758,SK0290,3
PRJ2690,SK0213,3
PRJ4126,SK0034,4
PRJ1461,SK0203,4
PRJ2806,SK0037,4
PRJ2635,SK0198,2
PRJ4277,SK0075,3
PRJ3826,SK0244,3
PRJ1635,SK0137,4
PRJ1341,SK0193,3
PRJ3338,SK0269,4
PRJ2958,SK0200,3
PRJ3893,SK0242,2
PRJ3653,SK0243,2
PRJ2037,SK0220,4
PRJ2059,SK0157,2
PRJ0076,SK0127,3
PRJ1183,SK0163,4
PRJ3165,SK0054,4
PRJ4596,SK0240,2
PRJ0633,SK0045,3
PRJ0671,SK0139,4
PRJ4195,SK0259,3
PRJ4291,SK0033,2
PRJ0050,SK0059,4
PRJ2682,SK0214,2
PRJ4591,SK0097,3
PRJ1571,SK0012,3
PRJ4868,SK0072,3
PRJ3443,SK0112,4
PRJ1999,SK0126,4
PRJ0920,SK0220,2
PRJ0334,SK0224,4
PRJ3297,SK0019,3
PRJ0404,SK0173,3
PRJ0511,SK0171,4
PRJ1361,SK0216,4
PRJ0111,SK0157,4
PRJ2430,SK0135,3
PRJ1260,SK0118,4
PRJ3358,SK0169,2
PRJ2998,SK0073,2
PRJ0729,SK0135,2
PRJ4815,SK0015,3
PRJ2984,SK0041,4
PRJ0950,SK0250,3
PRJ3410,SK0264,3
PRJ2216,SK0203,3
PRJ3980,SK0121,4
PRJ1532,SK0249,3
PRJ0186,SK0269,2
PRJ3603,SK0035,4
PRJ1936,SK0151,3
PRJ3432,SK0233,2
PRJ2920,SK0143,4
PRJ3226,SK0237,3
PRJ1557,SK0186,3
PRJ3834,SK0222,2
PRJ1643,SK0275,2
PRJ1952,SK0026,2
PRJ3042,SK0106,4
PRJ2608,SK0060,2
PRJ4518,SK0030,3
PRJ3673,SK0037,2
PRJ2636,SK0298,3
PRJ4208,SK0060,2
PRJ1691,SK0142,4
PRJ3601,SK0080,3
PRJ4511,SK0200,4
PRJ0879,SK0088,3
PRJ0394,SK0124,4
PRJ0650,SK0238,4
PRJ3041,SK0240,2
PRJ3018,SK0221,4
PRJ0071,SK0039,4
PRJ4614,SK0046,4
PRJ2457,SK0272,3
PRJ4558,SK0172,3
PRJ3133,SK0202,3
PRJ4224,SK0220,2
PRJ4361,SK0047,4
PRJ2381,SK0183,2
PRJ0011,SK0100,3
PRJ1475,SK0185,2
PRJ2672,SK0094,2
PRJ3600,SK0073,4
PRJ1032,SK0030,3
PRJ1113,SK0116,2
PRJ1870,SK0109,2
PRJ4830,SK0103,4
PRJ4897,SK0285,4
PRJ1831,SK0231,2
PRJ3193,SK0030,2
PRJ4439,SK0274,4
PRJ3897,SK0005,2
PRJ2511,SK0264,4
PRJ3187,SK0146,4
PRJ2546,SK0296,4
PRJ3675,SK0116,2
PRJ3473,SK0226,2
PRJ4238,SK0283,3
PRJ3490,SK0163,4
PRJ4596,SK0041,3
PRJ1255,SK0046,2
PRJ1493,SK0181,2
PRJ3304,SK0152,2
PRJ4968,SK0045,2
PRJ3571,SK0202,3
PRJ4338,SK0204,4
PRJ1578,SK0167,3
PRJ2376,SK0273,3
PRJ2755,SK0151,2
PRJ1196,SK0253,2
PRJ1606,SK0118,2
PRJ4481,SK0254,4
PRJ1380,SK0256,2
PRJ0061,SK0124,3
PRJ2354,SK0277,3
PRJ4579,SK0132,4
PRJ1138,SK0106,3
PRJ1092,SK0021,4
PRJ1853,SK0267,2
PRJ3452,SK0025,4
PRJ3531,SK0032,3
PRJ0476,SK0030,3
PRJ0008,SK0162,3
PRJ4159,SK0291,3
PRJ1029,SK0022,3
PRJ0120,SK0025,2
PRJ2790,SK0077,2
PRJ1064,SK0127,2
PRJ0836,SK0173,4
PRJ4901,SK0255,3
PRJ2766,SK0154,4
PRJ3703,SK0138,2
PRJ4025,SK0103,2
PRJ4818,SK0122,2
PRJ3893,SK0112,3
PRJ4362,SK0288,2
PRJ2521,SK0297,3
PRJ0162,SK0134,3
PRJ1269,SK0198,2
PRJ3302,SK0183,3
PRJ4781,SK0189,2
PRJ4039,SK0030,3
PRJ4083,SK0183,3
PRJ0459,SK0197,3
PRJ4257,SK0152,2
PRJ4363,SK0011,2
PRJ1939,SK0078,4
PRJ1914,SK0132,3
PRJ4969,SK0047,4
PRJ0314,SK0055,2
PRJ1285,SK0223,4
PRJ0024,SK0197,4
PRJ3850,SK0136,4
PRJ1748,SK0244,3
PRJ4923,SK0077,2
PRJ4180,SK0014,4
PRJ1471,SK0023,2
PRJ2744,SK0262,3
PRJ4987,SK0029,2
PRJ2675,SK0079,2
PRJ1860,SK0147,4
PRJ4504,SK0260,2
PRJ3620,SK0185,2
PRJ2958,SK0138,4
PRJ4137,SK0091,3
PRJ2243,SK0164,2
PRJ1408,SK0118,3
PRJ3279,SK0254,3
PRJ0253,SK0160,4
PRJ1272,SK0071,3
PRJ1036,SK0233,2
PRJ1720,SK0040,2
PRJ3045,SK0031,4
PRJ0055,SK0089,3
PRJ0764,SK0097,3
PRJ1940,SK0092,4
PRJ3963,SK0201,2
PRJ1284,SK0001,4
PRJ3538,SK0038,3
PRJ0873,SK0073,4
PRJ0325,SK0110,4
PRJ4203,SK0090,2
PRJ0119,SK0144,3
PRJ0299,SK0083,2
PRJ3446,SK0079,4
PRJ3178,SK0129,3
PRJ0907,SK0236,3
PRJ2648,SK0014,2
PRJ0388,SK0136,3
PRJ2745,SK0095,4
PRJ0117,SK0272,3
PRJ0148,SK0018,4
PRJ4323,SK0007,2
PRJ3891,SK0157,2
PRJ1993,SK0039,3
PRJ1147,SK0134,3
PRJ0137,SK0001,4
PRJ3885,SK0279,3
PRJ2490,SK0053,2
PRJ1097,SK0111,3
PRJ1956,SK0060,4
PRJ1283,SK0122,2
PRJ1779,SK0096,3
PRJ3435,SK0024,4
PRJ1053,SK0205,3
PRJ0194,SK0281,3
PRJ2659,SK0119,3
PRJ0779,SK0151,4
PRJ2912,SK0216,3
PRJ1443,SK0168,3
PRJ0741,SK0034,3
PRJ4418,SK0252,3
PRJ3863,SK0006,4
PRJ1343,SK0215,3
PRJ3097,SK0297,3
PRJ3221,SK0268,3
PRJ4610,SK0003,3
PRJ3276,SK0155,2
PRJ2131,SK0299,4
PRJ3354,SK0047,4
PRJ1489,SK0148,4
PRJ2690,SK0002,2
PRJ3800,SK0232,2
PRJ2613,SK0178,2
PRJ0975,SK0006,3
PRJ3503,SK0151,3
PRJ0951,SK0232,4
PRJ1595,SK0127,4
PRJ0540,SK0033,3
PRJ1801,SK0210,3
PRJ3898,SK0260,2
PRJ0792,SK0115,4
PRJ0651,SK0271,2
PRJ2228,SK0109,3
PRJ3988,SK0248,3
PRJ3303,SK0228,2
PRJ1474,SK0097,2
PRJ1221,SK0122,3
PRJ2560,SK0103,3
PRJ4910,SK0176,2
PRJ4770,SK0221,2
PRJ3928,SK0145,3
PRJ0459,SK0216,4
PRJ0128,SK0027,3
PRJ2928,SK0283,4
PRJ3655,SK0195,3
PRJ4763,SK0283,3
PRJ0609,SK0112,4
PRJ0109,SK0287,2
PRJ0294,SK0032,4
PRJ0414,SK0156,4
PRJ2849,SK0141,4
PRJ2916,SK0094,4
PRJ1365,SK0261,4
PRJ2539,SK0230,3
PRJ0658,SK0060,2
PRJ2405,SK0142,2
PRJ1894,SK0213,2
PRJ0624,SK0141,3
PRJ3223,SK0034,4
PRJ0927,SK0089,4
PRJ4549,SK0236,4
PRJ4475,SK0116,3
PRJ4675,SK0068,2
PRJ4396,SK0192,3
PRJ0633,SK0140,4
PRJ4898,SK0121,4
PRJ0639,SK0047,2
PRJ3557,SK0057,4
PRJ3439,SK0110,3
PRJ1848,SK0096,2
PRJ0430,SK0105,3
PRJ4006,SK0068,4
PRJ2395,SK0061,4
PRJ0998,SK0061,2
PRJ2627,SK0254,2
PRJ3493,SK0215,2
PRJ2208,SK0214,3
PRJ3315,SK0082,3
PRJ3144,SK0086,3
PRJ2684,SK0204,3
PRJ3691,SK0080,4
PRJ1307,SK0191,3
PRJ1217,SK0247,3
PRJ2067,SK0013,4
PRJ4125,SK0034,2
PRJ1379,SK0098,4
PRJ3644,SK0249,2
PRJ2986,SK0107,4
PRJ0369,SK0002,2
PRJ3403,SK0233,3
PRJ2126,SK0191,2
PRJ3422,SK0059,2
PRJ0324,SK0216,3
PRJ3295,SK0141,4
PRJ1906,SK0186,3
PRJ0981,SK0060,4
PRJ1698,SK0199,2
PRJ0491,SK0113,2
PRJ2061,SK0085,4
PRJ3479,SK0091,4
PRJ3886,SK0138,4
PRJ0886,SK0210,4
PRJ4159,SK0091,3
PRJ4533,SK0049,2
PRJ2306,SK0269,4
PRJ1220,SK0004,2
PRJ0705,SK0263,3
PRJ4760,SK0062,4
PRJ4951,SK0269,3
PRJ0390,SK0118,3
PRJ4390,SK0195,4
PRJ2584,SK0221,2
PRJ2456,SK0182,2
PRJ0991,SK0027,4
PRJ3595,SK0038,4
PRJ0438,SK0230,2
PRJ2376,SK0053,4
PRJ0394,SK0085,3
PRJ1169,SK0169,2
PRJ3896,SK0143,3
PRJ3395,SK0043,3
PRJ3187,SK0276,4
PRJ4830,SK0049,4
PRJ2009,SK0035,3
PRJ1095,SK0094,2
PRJ0909,SK0200,2
PRJ1414,SK0285,4
PRJ3447,SK0085,4
PRJ0385,SK0226,3
PRJ2316,SK0141,3
PRJ0553,SK0131,2
PRJ3014,SK0224,2
PRJ4925,SK0150,3
PRJ0545,SK0210,4
PRJ2905,SK0168,3
PRJ1441,SK0189,3
PRJ1919,SK0087,2
PRJ3350,SK0288,3
PRJ1141,SK0237,2
PRJ0050,SK0179,3
PRJ3003,SK0117,3
PRJ0031,SK0244,4
PRJ4488,SK0291,3
PRJ3190,SK0171,2
PRJ2445,SK0043,2
PRJ3409,SK0015,4
PRJ3067,SK0298,3
PRJ0282,SK0243,4
PRJ4558,SK0141,3
PRJ3915,SK0227,3
PRJ4983,SK0271,3
PRJ2292,SK0039,3
PRJ1356,SK0155,3
PRJ4616,SK0282,4
PRJ3820,SK0011,3
PRJ1271,SK0005,4
PRJ2030,SK0109,4
PRJ1614,SK0270,3
PRJ1154,SK0235,4
PRJ1083,SK0171,2
PRJ1744,SK0137,2
PRJ1092,SK0218,3
PRJ2404,SK0016,3
PRJ3201,SK0065,4
PRJ2342,SK0138,2
PRJ0419,SK0230,3
PRJ0544,SK0002,2
PRJ0866,SK0229,2
PRJ0318,SK0235,4
PRJ0210,SK0100,3
PRJ1586,SK0148,2
PRJ4951,SK0192,3
PRJ4640,SK0213,3
PRJ4147,SK0164,3
PRJ0605,SK0293,4
PRJ0979,SK0096,3
PRJ1339,SK0203,3
PRJ2561,SK0225,2
PRJ3467,SK0101,2
PRJ2460,SK0247,2
PRJ2781,SK0208,2
PRJ3106,SK0235,3
PRJ4342,SK0116,4
PRJ2439,SK0050,4
PRJ4953,SK0105,3
PRJ3889,SK0213,3
PRJ1932,SK0222,4
PRJ3278,SK0096,2
PRJ0181,SK0017,4
PRJ2117,SK0277,2
PRJ1887,SK0196,4
PRJ4327,SK0276,3
PRJ3073,SK0225,4
PRJ1873,SK0274,4
PRJ0246,SK0037,3
PRJ3955,SK0110,3
PRJ3150,SK0128,2
PRJ2828,SK0066,4
PRJ3265,SK0136,3
PRJ3451,SK0247,3
PRJ0617,SK0216,2
PRJ2952,SK0096,2
PRJ4159,SK0162,3
PRJ2822,SK0166,2
PRJ1944,SK0264,4
PRJ0771,SK0011,3
PRJ3125,SK0184,3
PRJ4724,SK0176,4
PRJ3688,SK0117,2
PRJ2918,SK0291,4
PRJ3743,SK0218,4
PRJ4952,SK0265,2
PRJ2861,SK0063,2
PRJ3201,SK0092,2
PRJ3887,SK0243,2
PRJ1760,SK0122,4
PRJ3617,SK0261,3
PRJ1142,SK0081,2
PRJ4602,SK0250,4
PRJ1382,SK0255,3
PRJ4155,SK0287,3
PRJ1820,SK0171,4
PRJ2284,SK0019,4
PRJ3136,SK0157,4
PRJ4466,SK0219,4
PRJ2119,SK0157,2
PRJ1559,SK0136,4
PRJ3932,SK0026,4
PRJ4462,SK0186,4
PRJ0026,SK0042,3
PRJ4166,SK0260,3
PRJ4554,SK0068,3
PRJ1156,SK0036,2
PRJ1599,SK0097,4
PRJ4020,SK0249,2
PRJ4164,SK0018,3
PRJ3080,SK0041,2
PRJ4400,SK0062,3
PRJ2623,SK0207,2
PRJ2550,SK0102,2
PRJ0786,SK0083,3
PRJ1196,SK0275,4
PRJ0064,SK0187,3
PRJ2419,SK0024,4
PRJ4900,SK0091,2
PRJ4804,SK0096,3
PRJ0765,SK0247,4
PRJ0383,SK0171,2
PRJ1415,SK0244,2
PRJ4763,SK0133,4
PRJ0477,SK0016,4
PRJ0497,SK0248,3
PRJ1111,SK0118,2
PRJ0695,SK0121,4
PRJ4422,SK0016,2
PRJ3493,SK0108,4
PRJ4915,SK0132,3
PRJ0516,SK0141,2
PRJ0323,SK0094,3
PRJ0242,SK0135,4
PRJ0709,SK0014,2
PRJ4908,SK0255,4
PRJ2021,SK0266,2
PRJ0692,SK0203,4
PRJ0735,SK0174,3
PRJ1776,SK0206,2
PRJ0722,SK0276,4
PRJ3095,SK0273,3
PRJ1435,SK0231,2
PRJ4755,SK0297,4
PRJ4412,SK0062,3
PRJ3610,SK0114,3
PRJ3830,SK0146,4
PRJ1136,SK0187,2
PRJ4586,SK0111,2
PRJ2068,SK0264,3
PRJ3726,SK0170,3
PRJ2528,SK0192,3
PRJ3921,SK0039,3
PRJ4187,SK0234,3
PRJ2414,SK0092,4
PRJ3149,SK0282,4
PRJ2946,SK0287,2
PRJ3659,SK0041,4
PRJ1821,SK0246,2
PRJ1534,SK0010,4
PRJ1369,SK0265,3
PRJ1944,SK0190,2
PRJ4753,SK0064,3
PRJ1153,SK0259,2
PRJ3591,SK0189,3
PRJ2639,SK0041,2
PRJ2784,SK0096,2
PRJ4139,SK0206,4
PRJ0014,SK0074,4
PRJ1156,SK0282,2
PRJ2993,SK0096,3
PRJ3380,SK0058,2
PRJ3478,SK0207,4
PRJ3130,SK0214,3
PRJ1651,SK0163,4
PRJ3857,SK0109,3
PRJ1565,SK0220,2
PRJ3563,SK0062,4
PRJ4935,SK0100,3
PRJ3052,SK0240,3
PRJ1273,SK0024,4
PRJ0413,SK0208,3
PRJ4984,SK0133,4
PRJ4139,SK0033,4
PRJ2251,SK0177,3
PRJ3408,SK0011,4
PRJ4664,SK0116,2
PRJ1638,SK0229,4
PRJ1801,SK0088,3
PRJ3291,SK0226,4
PRJ1612,SK0029,2
PRJ0709,SK0208,3
PRJ1470,SK0165,3
PRJ4094,SK0228,2
PRJ2082,SK0119,3
PRJ2608,SK0201,2
PRJ1225,SK0211,2
PRJ1954,SK0065,4
PRJ4135,SK0247,4
PRJ1451,SK0272,4
PRJ1099,SK0224,2
PRJ1997,SK0011,4
PRJ0150,SK0070,2
PRJ3113,SK0280,3
PRJ4632,SK0196,4
PRJ4182,SK0271,4
PRJ3870,SK0079,2
PRJ0691,SK0050,2
PRJ0387,SK0114,3
PRJ2532,SK0227,2
PRJ3891,SK0040,2
PRJ0230,SK0020,3
PRJ4990,SK0231,2
PRJ1246,SK0040,2
PRJ1062,SK0164,3
PRJ3998,SK0137,4
PRJ0310,SK0086,3
PRJ2158,SK0084,2
PRJ3610,SK0248,3
PRJ0906,SK0021,2
PRJ2522,SK0212,3
PRJ1142,SK0242,4
PRJ0307,SK0267,2
PRJ2037,SK0128,2
PRJ4529,SK0107,2
PRJ4804,SK0260,2
PRJ1442,SK0260,3
PRJ3929,SK0051,3
PRJ4378,SK0159,2
PRJ2991,SK0120,2
PRJ4340,SK0250,3
PRJ3552,SK0030,3
PRJ3492,SK0019,2
PRJ4372,SK0161,2
PRJ3698,SK0243,2
PRJ1675,SK0234,2
PRJ4720,SK0140,4
PRJ3272,SK0220,3
PRJ4479,SK0035,3
PRJ3544,SK0265,3
PRJ2624,SK0185,3
PRJ1819,SK0231,4
PRJ0533,SK0041,2
PRJ4838,SK0258,2
PRJ1012,SK0129,4
PRJ0384,SK0202,4
PRJ0773,SK0262,2
PRJ4449,SK0272,4
PRJ0274,SK0085,3
PRJ3021,SK0284,4
PRJ3657,SK0229,2
PRJ0670,SK0130,4
PRJ4869,SK0012,4
PRJ4433,SK0051,2
PRJ3716,SK0087,4
PRJ0884,SK0241,4
PRJ2882,SK0143,3
PRJ0102,SK0034,3
PRJ4250,SK0120,3
PRJ2393,SK0231,2
PRJ3349,SK0275,3
PRJ2339,SK0283,3
PRJ0193,SK0183,3
PRJ4938,SK0076,4
PRJ1584,SK0257,3
PRJ0683,SK0283,4
PRJ3989,SK0122,4
PRJ1911,SK0119,4
PRJ0107,SK0283,2
PRJ2033,SK0109,3
PRJ4355,SK0067,2
PRJ0950,SK0224,4
PRJ3482,SK0206,4
PRJ2850,SK0192,3
PRJ1308,SK0033,2
PRJ0620,SK0136,2
PRJ2605,SK0094,2
PRJ4410,SK0235,4
PRJ0229,SK0145,4
PRJ4742,SK0262,2
PRJ3574,SK0233,4
PRJ3004,SK0112,3
PRJ4250,SK0126,2
PRJ2018,SK0168,4
PRJ0878,SK0217,2
PRJ3514,SK0064,3
PRJ3609,SK0248,4
PRJ3381,SK0221,4
PRJ2544,SK0293,3
PRJ3980,SK0285,3
PRJ4643,SK0277,2
PRJ1492,SK0156,3
PRJ2444,SK0062,2
PRJ2580,SK0272,2
PRJ3502,SK0272,3
PRJ0627,SK0124,3
PRJ4281,SK0056,2
PRJ1753,SK0165,2
PRJ2697,SK0164,2
PRJ3776,SK0084,2
PRJ3767,SK0096,2
PRJ0700,SK0188,2
PRJ2733,SK0247,4
PRJ1359,SK0150,4
PRJ4863,SK0092,4
PRJ3655,SK0158,2
PRJ2246,SK0085,2
PRJ3363,SK0103,2
PRJ0065,SK0200,2
PRJ4747,SK0094,3
PRJ0066,SK0235,3
PRJ3280,SK0112,3
PRJ1049,SK0290,2
PRJ3011,SK0157,4
PRJ2680,SK0038,2
PRJ2861,SK0201,4
PRJ0895,SK0080,2
PRJ2738,SK0157,2
PRJ0766,SK0156,3
PRJ2789,SK0115,2
PRJ2505,SK0041,3
PRJ4915,SK0003,4
PRJ1599,SK0115,2
PRJ4647,SK0050,3
PRJ4550,SK0006,4
PRJ4716,SK0286,2
PRJ0896,SK0005,3
PRJ3548,SK0025,4
PRJ2376,SK0018,2
PRJ1181,SK0214,4
PRJ4515,SK0078,3
PRJ1334,SK0238,3
PRJ0111,SK0180,4
PRJ0667,SK0161,2
PRJ2669,SK0203,2
PRJ1480,SK0272,3
PRJ0444,SK0125,4
PRJ4903,SK0135,4
PRJ3373,SK0064,2
PRJ1138,SK0021,3
PRJ4070,SK0271,4
PRJ3342,SK0088,2
PRJ2742,SK0081,2
PRJ2057,SK0171,2
PRJ3806,SK0204,4
PRJ3697,SK0063,4
PRJ2417,SK0023,4
PRJ3752,SK0024,3
PRJ2226,SK0078,2
PRJ1296,SK0289,4
PRJ3655,SK0168,3
PRJ1970,SK0074,4
PRJ4085,SK0016,4
PRJ0625,SK0036,2
PRJ1554,SK0294,4
PRJ1154,SK0257,3
PRJ2892,SK0300,4
PRJ0330,SK0129,3
PRJ3597,SK0205,2
PRJ4490,SK0280,2
PRJ1584,SK0282,3
PRJ0566,SK0039,3
PRJ3653,SK0156,2
PRJ0271,SK0063,4
PRJ4173,SK0257,4
PRJ1415,SK0184,3
PRJ2987,SK0123,2
PRJ4924,SK0125,4
PRJ2392,SK0228,2
PRJ2015,SK0172,2
PRJ4732,SK0054,4
PRJ1156,SK0006,3
PRJ2129,SK0296,3
PRJ4301,SK0255,2
PRJ2584,SK0061,3
