job_title,date,open_positions,average_market_salary
Agricultural engineer,2025-07-21,860,169824.64
Research scientist (physical sciences),2025-04-24,4012,169012.75
"Nurse, children's",2024-12-10,2993,73755.74
Chief Marketing Officer,2024-08-08,1406,169357.23
Diagnostic radiographer,2025-02-26,3543,101824.06
Phytotherapist,2025-10-13,2192,53489.92
"Production assistant, radio",2024-10-06,2431,158727.95
"Radiographer, therapeutic",2025-11-07,1232,74713.79
"Engineer, production",2025-08-11,190,90501.13
"Designer, exhibition/display",2026-01-09,2851,168388.19
Patent attorney,2025-06-12,379,153074.25
Best boy,2024-11-14,794,65433.99
Intelligence analyst,2025-01-01,3912,178963.34
Industrial/product designer,2025-03-08,1625,122312.04
Database administrator,2024-10-31,4311,199833.06
Insurance claims handler,2025-01-24,859,121413.66
Equities trader,2024-09-21,1185,76487.32
Freight forwarder,2025-04-27,1461,172068.61
Merchant navy officer,2026-06-25,1882,63517.23
Retail manager,2025-04-24,4556,100886.89
"Scientist, research (physical sciences)",2024-12-25,1581,192686.89
"Geneticist, molecular",2026-06-19,2730,155000.63
Trade mark attorney,2024-09-09,1284,122836.83
Illustrator,2024-09-05,2009,160044.46
Dramatherapist,2026-06-28,2425,140578.18
Catering manager,2024-11-26,1683,60452.03
"Accountant, chartered certified",2026-06-20,869,166137.97
Physiotherapist,2025-05-04,1426,187866.76
"Surveyor, building control",2024-09-30,616,53293.64
"Engineer, structural",2025-03-02,4915,91396.32
Passenger transport manager,2024-08-19,948,111618.38
Publishing rights manager,2025-11-04,170,169074.26
"Scientist, physiological",2025-03-16,729,57665.54
Pension scheme manager,2025-03-29,1317,170675.85
Special educational needs teacher,2025-08-15,4092,70937.38
Estate agent,2025-12-28,1957,102465.6
Theatre director,2024-12-04,4869,195149.55
"Education officer, environmental",2026-04-18,3326,102219.82
"Investment banker, corporate",2025-12-01,3481,156307.29
"Horticulturist, amenity",2025-04-03,4733,117840.53
"Development worker, community",2025-11-16,3202,87252.52
Insurance underwriter,2025-05-26,822,61914.2
Research scientist (life sciences),2025-08-30,1618,130982.42
"Production assistant, television",2025-10-17,1582,170783.94
Biomedical engineer,2026-03-16,3969,152043.68
Waste management officer,2026-01-12,2068,87622.85
Transport planner,2026-04-18,3959,130863.17
"Scientist, research (life sciences)",2026-02-12,3995,71461.86
"Designer, ceramics/pottery",2026-06-20,2196,139527.77
Field trials officer,2026-01-04,3886,192309.58
Advertising account planner,2025-10-02,2681,74390.08
Environmental manager,2025-10-29,1415,113948.83
Outdoor activities/education manager,2024-12-18,471,152345.93
Automotive engineer,2025-03-01,517,181224.2
Tour manager,2026-06-16,3215,176872.78
Television/film/video producer,2026-01-08,4203,64377.93
Health physicist,2026-04-15,2945,59105.9
Technical sales engineer,2026-03-30,820,158916.8
Occupational hygienist,2026-01-11,4746,190898.85
Acupuncturist,2026-07-05,4888,170377.88
Fashion designer,2024-12-25,4897,187969.66
Learning mentor,2025-07-02,4501,129539.88
Insurance account manager,2025-03-22,50,165152.32
"Teacher, secondary school",2025-09-26,2935,88790.49
Dance movement psychotherapist,2025-07-04,4912,163496.48
"Engineer, chemical",2024-09-08,2039,195491.33
Automotive engineer,2025-11-04,3305,153690.69
Secondary school teacher,2026-02-07,4144,137826.75
Insurance underwriter,2025-07-19,3538,147862.34
"Engineer, petroleum",2026-07-01,1785,138386.77
"Accountant, chartered management",2025-05-15,1507,53962.86
Technical author,2025-12-25,422,65484.26
Toxicologist,2025-01-01,4494,135578.93
Higher education careers adviser,2025-11-24,467,78401.78
Estate agent,2025-01-11,1864,116726.2
"Research officer, trade union",2025-06-20,825,189985.9
Telecommunications researcher,2025-03-02,977,70689.81
Multimedia specialist,2026-04-16,4102,95915.01
Radio producer,2025-11-20,2086,128279.77
"Surveyor, commercial/residential",2025-11-01,2859,128275.98
Paramedic,2025-07-12,1901,195680.24
Hydrologist,2025-11-02,2226,133871.58
"Engineer, automotive",2026-03-26,370,126295.12
"Administrator, charities/voluntary organisations",2025-12-29,3448,191098.87
Podiatrist,2025-10-01,552,187447.6
"Pharmacist, hospital",2025-05-29,545,117185.13
Medical laboratory scientific officer,2026-04-05,1015,98566.07
Teaching laboratory technician,2026-04-19,1828,60880.73
Retail banker,2024-12-19,4818,82308.61
"Teacher, music",2024-09-07,3646,191204.56
Acupuncturist,2024-09-04,633,189962.06
Audiological scientist,2026-01-21,2363,115440.03
Accommodation manager,2026-03-23,857,118506.02
Primary school teacher,2025-12-27,4820,163516.15
Glass blower/designer,2025-09-04,2251,189838.69
Petroleum engineer,2024-11-06,1271,85662.08
Clinical research associate,2025-07-29,1925,71473.56
Claims inspector/assessor,2025-03-07,3957,199604.21
Lawyer,2025-11-02,3674,107074.58
"Engineer, communications",2025-06-16,3429,171289.84
"Production assistant, radio",2025-05-28,2646,165544.25
"Investment banker, corporate",2025-04-10,4892,135957.79
Contractor,2025-01-01,2190,114739.81
Biomedical engineer,2025-07-09,46,68847.81
Applications developer,2025-03-05,872,177949.69
Building surveyor,2026-05-18,769,174706.74
Fashion designer,2025-06-11,2208,114841.95
Analytical chemist,2026-02-17,169,65078.56
Accounting technician,2024-10-02,595,197676.21
Barrister,2025-02-20,1825,169374.09
Production manager,2025-12-27,1641,68977.75
Photographer,2025-03-06,4284,119881.59
Quality manager,2024-11-14,599,107561.54
"Engineer, structural",2025-12-23,1431,106226.83
"Teacher, primary school",2026-01-15,2443,195733.94
"Programme researcher, broadcasting/film/video",2025-01-11,3702,64728.86
"Loss adjuster, chartered",2025-03-28,1902,101966.76
Oncologist,2026-07-14,4388,94194.22
General practice doctor,2024-10-10,3790,197357.01
Legal executive,2025-03-29,311,138924.62
"Designer, interior/spatial",2024-12-01,772,138875.03
"Presenter, broadcasting",2024-11-06,1176,195528.03
Airline pilot,2025-10-13,1494,114608.1
Careers adviser,2025-09-25,2976,88625.71
"Psychotherapist, child",2026-04-11,2193,64362.85
"Civil engineer, contracting",2026-02-24,3504,136658.84
"Engineer, control and instrumentation",2025-11-02,359,172406.84
Financial planner,2025-08-16,4567,74731.73
Horticultural consultant,2025-04-27,4957,60912.1
Patent attorney,2025-06-16,1740,190173.43
Oncologist,2024-09-01,15,93684.4
Trade union research officer,2026-06-20,4839,170694.59
Research scientist (medical),2025-03-12,3522,154189.08
Insurance risk surveyor,2026-04-12,3034,184086.14
"Surveyor, insurance",2025-08-18,2753,172395.26
Politician's assistant,2025-11-17,865,174083.28
"Surveyor, building",2024-08-31,3757,173874.34
Financial manager,2024-08-21,470,129387.1
"Nurse, adult",2025-05-04,1780,69487.73
"Surveyor, quantity",2025-10-25,4647,170887.17
"Buyer, industrial",2025-07-23,1128,152575.68
Technical brewer,2025-05-31,1436,187595.27
"Therapist, speech and language",2026-06-20,3583,177753.42
Financial trader,2025-05-07,1704,86670.89
IT consultant,2026-06-24,2401,145731.5
"Horticulturist, amenity",2025-08-10,3157,59541.59
Arts development officer,2026-01-31,350,87660.92
Newspaper journalist,2025-01-31,3498,86566.73
Careers information officer,2026-08-04,115,179894.9
Energy manager,2025-05-16,1074,157966.84
Community education officer,2025-06-09,1220,98372.68
Horticultural consultant,2024-12-03,4543,162677.76
Brewing technologist,2026-06-23,786,153105.16
"Pharmacist, hospital",2024-12-13,4589,117171.71
"Psychologist, educational",2024-08-12,3164,70629.88
Photographer,2026-02-15,4961,70667.62
Research scientist (life sciences),2024-12-22,2849,107145.58
Orthoptist,2025-12-13,1143,87731.7
Teaching laboratory technician,2024-12-15,4165,159834.3
Emergency planning/management officer,2025-10-26,2579,176838.4
Merchant navy officer,2026-02-21,3526,58669.07
Child psychotherapist,2025-08-11,563,111165.21
Advice worker,2026-05-04,3552,110151.77
Sports administrator,2026-05-25,2444,198264.8
"Geologist, engineering",2025-11-08,4188,76559.96
"Therapist, occupational",2024-10-02,2086,192795.09
Paramedic,2025-12-16,3822,198849.52
Fish farm manager,2025-02-06,4440,74271.98
"Sound technician, broadcasting/film/video",2026-08-04,284,199095.67
Retail manager,2025-03-25,609,60404.45
Tax adviser,2024-10-15,4382,67078.38
Clinical embryologist,2026-07-11,1932,138592.74
Intelligence analyst,2025-10-10,497,122813.3
Secondary school teacher,2025-04-22,1177,121076.36
"Presenter, broadcasting",2026-02-23,4938,127394.65
Adult nurse,2026-06-25,120,74296.83
Chief Financial Officer,2025-02-12,2987,172390.21
"Engineer, electronics",2025-01-17,2190,165260.09
Chartered legal executive (England and Wales),2025-05-27,112,91289.96
"Designer, furniture",2025-08-24,980,155620.52
Computer games developer,2025-01-13,1601,175924.56
Careers adviser,2025-11-08,764,89230.47
"Surveyor, building",2025-08-25,2276,93834.9
Adult nurse,2024-11-02,1912,113944.25
Fine artist,2026-06-10,2123,96412.78
Web designer,2025-08-30,793,72938.33
"Civil engineer, consulting",2025-01-12,3919,170835.91
"Pilot, airline",2025-03-26,3822,173970.62
"Journalist, magazine",2024-12-05,3966,76916.96
"Surveyor, land/geomatics",2024-12-26,1220,142623.93
Banker,2025-05-08,1986,189289.07
"Editor, commissioning",2025-09-07,4309,62287.65
Brewing technologist,2024-11-23,3031,151183.74
Drilling engineer,2026-03-08,4892,160034.5
Geographical information systems officer,2026-05-18,1979,97329.07
Medical illustrator,2024-11-30,1484,95856.8
Medical laboratory scientific officer,2026-03-24,4613,126975.62
"Administrator, sports",2026-06-05,1237,67787.5
Marketing executive,2024-09-18,2488,54201.42
Television camera operator,2025-10-26,4827,177827.04
Counselling psychologist,2025-12-10,337,71994.11
Make,2025-07-18,2405,71033.17
"Designer, furniture",2025-07-11,4830,184880.36
Medical illustrator,2026-06-10,3535,71791.03
Interpreter,2025-03-01,2461,142954.64
"Psychotherapist, dance movement",2024-11-24,4120,67093.57
Toxicologist,2026-05-05,4305,139396.09
Community pharmacist,2026-07-25,4003,96858.14
"Lecturer, higher education",2025-03-30,2982,143264.12
Geophysicist/field seismologist,2025-03-26,2155,172508.04
"Surveyor, insurance",2025-11-06,3382,182083.08
Ecologist,2024-10-31,1918,185566.78
Office manager,2025-12-06,2251,102872.08
"Education officer, museum",2025-09-16,775,59100.67
Geoscientist,2025-07-26,2830,101970.4
Operational investment banker,2026-05-31,3786,161441.3
Control and instrumentation engineer,2025-01-23,2059,54763.14
"Buyer, industrial",2024-12-05,117,107675.12
Product/process development scientist,2026-06-01,130,185069.66
Fine artist,2025-05-16,4784,98325.73
Scientific laboratory technician,2025-06-17,1768,185955.77
"Designer, television/film set",2024-09-24,1290,163556.34
"Designer, jewellery",2024-10-08,4089,131166.89
Print production planner,2026-07-05,4411,145172.82
Research scientist (life sciences),2026-06-24,4069,161838.57
"Nurse, mental health",2024-08-09,4012,172369.94
"Geneticist, molecular",2025-08-22,3026,178917.05
Ecologist,2025-07-13,189,145881.82
Chief Operating Officer,2025-03-06,3904,86553.31
Transport planner,2024-09-12,1889,118763.38
"Investment banker, corporate",2025-12-14,3628,66953.28
"Nurse, children's",2026-04-26,3467,87070.71
Race relations officer,2025-09-20,1611,164371.85
Prison officer,2026-04-12,1846,161875.99
Commercial horticulturist,2026-06-09,1111,184727.66
Media planner,2026-04-29,2640,51885.7
Public relations account executive,2025-04-28,3376,167738.94
Set designer,2025-01-07,1023,90811.43
"Secretary, company",2025-02-22,3266,177335.64
Engineering geologist,2025-01-05,443,72522.17
"Surveyor, planning and development",2024-10-04,3881,161943.52
Acupuncturist,2026-05-08,4156,191484.54
Bonds trader,2026-04-18,2999,185501.6
Licensed conveyancer,2025-07-23,4329,90019.57
Manufacturing systems engineer,2025-02-16,1108,96405.12
"Designer, graphic",2025-05-07,1958,190215.81
Fish farm manager,2025-08-09,2157,80751.88
"Engineer, building services",2024-10-29,2807,57266.39
Science writer,2025-12-19,667,167351.36
Tourism officer,2024-11-14,1944,130250.36
Hospital doctor,2025-06-10,4913,193369.08
Medical technical officer,2025-04-19,1918,175800.98
"Scientist, research (physical sciences)",2024-12-07,2980,81389.22
Charity fundraiser,2026-05-11,3183,111077.48
Occupational hygienist,2025-12-06,2119,195724.64
"Designer, jewellery",2026-07-18,403,180337.56
Water engineer,2024-11-15,2948,110124.86
Psychiatrist,2025-07-14,1140,194801.09
Field trials officer,2026-04-03,2158,56186.07
Research scientist (life sciences),2026-06-14,3749,197454.93
"Social research officer, government",2026-07-09,4094,130205.58
Games developer,2025-04-27,3992,87894.87
Commercial/residential surveyor,2026-01-26,1291,64305.26
"Engineer, broadcasting (operations)",2026-03-22,808,70069.63
Cabin crew,2024-10-03,4407,169626.79
Dramatherapist,2025-02-28,1881,189714.55
Outdoor activities/education manager,2025-09-15,3723,171190.91
Location manager,2025-11-03,3633,140928.87
"Engineer, technical sales",2025-10-17,627,108035.15
"Designer, jewellery",2025-02-16,4224,189911.4
Computer games developer,2026-06-12,4129,114857.14
Chiropractor,2026-02-04,4460,156010.01
Osteopath,2026-01-18,3850,181749.8
Homeopath,2024-08-30,3525,122650.99
Purchasing manager,2024-11-11,1341,160250.26
Travel agency manager,2024-10-30,117,126661.67
"Radiographer, diagnostic",2026-02-08,631,63201.45
Exercise physiologist,2024-10-24,1078,156777.24
Animal technologist,2025-11-19,1439,116075.23
Clinical research associate,2025-04-07,762,153621.44
Corporate investment banker,2026-04-07,1458,101450.12
"Lecturer, higher education",2025-10-30,3613,176387.67
"Psychologist, forensic",2025-06-16,2517,97886.98
Trading standards officer,2025-07-17,3545,106736.16
Pensions consultant,2024-12-13,2809,89753.26
IT consultant,2026-03-03,3479,117383.36
Insurance broker,2025-02-04,3956,93515.76
"Therapist, sports",2026-05-11,1372,62339.43
Agricultural engineer,2025-02-12,4403,73715.99
Merchant navy officer,2024-10-02,3698,66527.25
Petroleum engineer,2025-09-06,311,179701.89
Chief Operating Officer,2025-05-12,509,117662.53
"Runner, broadcasting/film/video",2024-10-18,2014,142280.58
Product manager,2026-03-03,3348,115934.47
Geoscientist,2024-08-30,4661,113156.33
Probation officer,2026-01-12,3703,102860.16
Dealer,2026-02-19,4364,63498.68
Warehouse manager,2026-07-03,3308,179355.22
Illustrator,2025-07-09,1694,99001.59
Pension scheme manager,2024-12-15,1527,195454.7
Technical author,2026-01-13,4688,142663.71
Tree surgeon,2026-01-06,809,96613.1
Child psychotherapist,2025-12-06,2078,160520.67
"Embryologist, clinical",2025-04-03,727,187014.09
Gaffer,2025-07-30,3018,127986.1
IT sales professional,2025-05-28,701,64851.82
Catering manager,2026-01-28,3083,111225.53
Hospital doctor,2025-12-13,4179,51227.95
Herbalist,2025-05-18,1845,164033.54
Location manager,2026-05-22,102,190486.23
"Designer, industrial/product",2025-02-10,2424,177508.28
Immunologist,2026-03-14,3425,74115.71
"Scientist, research (medical)",2025-09-13,3611,124838.9
"Nurse, children's",2026-02-19,86,160062.26
Fitness centre manager,2024-11-28,2730,96677.56
Data scientist,2025-01-28,1276,67550.28
Dramatherapist,2026-05-16,2195,59131.18
"Engineer, drilling",2025-02-19,4594,98529.63
Consulting civil engineer,2026-02-14,4942,180699.61
Retail banker,2025-07-20,2657,156320.09
Politician's assistant,2025-03-31,1711,105870.68
Geographical information systems officer,2026-01-26,1878,67459.48
"Engineer, aeronautical",2025-06-28,3699,56867.25
Air broker,2026-01-14,2333,141039.68
Mechanical engineer,2025-12-15,377,166897.49
Patent examiner,2026-01-25,4709,134974.0
Jewellery designer,2025-03-21,4626,178869.34
Insurance risk surveyor,2025-10-08,3885,63494.72
"Clinical scientist, histocompatibility and immunogenetics",2024-08-17,1714,187070.38
"Presenter, broadcasting",2024-08-19,156,145399.62
Ranger/warden,2025-07-17,3753,197126.75
"Designer, jewellery",2025-01-15,762,112705.76
Multimedia specialist,2026-06-08,3426,92032.87
"Surveyor, land/geomatics",2024-08-16,3093,117408.16
"Education officer, museum",2025-10-20,1054,183532.83
"Psychologist, forensic",2026-01-03,4538,83637.36
Financial manager,2025-03-16,1345,51508.41
Secretary/administrator,2025-06-21,1067,52809.5
"Engineer, materials",2025-01-24,4463,74124.76
"Engineer, automotive",2024-12-03,1914,153698.42
"Administrator, sports",2025-04-09,1729,102534.24
Advertising copywriter,2025-12-29,1466,70986.0
Publishing rights manager,2025-08-05,4154,145644.4
Barrister's clerk,2024-12-27,3335,130227.56
Social worker,2025-02-19,2857,156049.23
"Surveyor, rural practice",2025-03-27,2006,103316.46
Estate manager/land agent,2024-11-08,4579,104115.38
Advice worker,2025-11-18,763,117687.41
Trading standards officer,2026-05-15,426,178368.8
"Engineer, building services",2025-02-06,2429,150404.68
Retail merchandiser,2026-07-30,3609,115925.48
Financial controller,2025-02-05,4159,97194.42
Furniture conservator/restorer,2025-06-11,2713,132628.07
"Engineer, materials",2026-05-23,4093,63800.42
Barrister's clerk,2025-03-25,4286,92154.4
Human resources officer,2025-01-29,2326,92090.94
Physiological scientist,2024-12-16,2398,189402.56
Insurance broker,2025-01-11,2620,155300.37
Dietitian,2026-01-28,4379,165772.59
Armed forces technical officer,2025-11-19,4578,135784.89
Insurance underwriter,2024-10-22,988,56680.49
Agricultural consultant,2025-12-27,2998,186869.89
Music tutor,2026-06-17,2068,87441.58
Health visitor,2025-10-06,4987,145932.98
Soil scientist,2026-03-24,1740,148995.76
Higher education lecturer,2025-07-31,2069,97766.74
Special educational needs teacher,2025-01-31,2264,169716.25
Print production planner,2025-06-08,512,52685.93
"Social research officer, government",2025-03-07,2323,109325.86
English as a foreign language teacher,2024-11-01,3533,124791.14
Social worker,2025-05-26,3610,151538.61
Theatre director,2025-04-25,4825,152553.3
Financial trader,2025-10-17,3329,52209.12
Ambulance person,2026-05-11,1212,110597.12
Senior tax professional/tax inspector,2025-04-01,3387,62492.91
Solicitor,2024-08-06,2315,98025.55
Senior tax professional/tax inspector,2025-07-24,3585,198803.12
Fitness centre manager,2025-11-03,487,78257.85
"Engineer, maintenance (IT)",2026-07-09,1842,117562.87
Building control surveyor,2026-02-10,727,140047.72
Health and safety inspector,2025-06-07,1618,53266.43
Horticultural therapist,2025-12-21,1384,171681.44
Media planner,2026-02-07,2435,125512.28
Manufacturing engineer,2025-05-31,46,151979.02
Armed forces operational officer,2025-11-27,2251,128728.58
Mechanical engineer,2025-02-06,4306,75479.57
"Teacher, English as a foreign language",2026-01-26,4334,139169.89
Operational investment banker,2025-12-31,3557,158883.93
"Producer, television/film/video",2025-06-16,968,57642.84
Site engineer,2025-07-29,4751,83362.23
Medical secretary,2025-03-12,4598,114182.24
Lexicographer,2024-11-13,912,144840.77
"Conservator, museum/gallery",2025-01-25,1083,140944.49
Heritage manager,2024-08-22,4994,121082.17
Chief Executive Officer,2025-07-14,2072,157010.83
"Copywriter, advertising",2025-04-07,587,177314.6
"Engineer, broadcasting (operations)",2025-09-25,2797,164055.88
"Designer, television/film set",2024-09-10,1325,161616.35
Industrial buyer,2024-12-14,2555,130923.66
Ranger/warden,2024-12-12,2790,147644.68
"Editor, film/video",2026-07-25,2069,50994.55
Horticultural therapist,2026-05-11,3672,142133.69
Translator,2025-02-04,2372,102283.75
Chiropodist,2025-04-06,2467,119245.02
Colour technologist,2026-05-27,1149,51144.47
"Scientist, biomedical",2026-06-22,4530,91572.95
"Optician, dispensing",2025-07-07,3410,101456.23
"Conservator, furniture",2024-11-01,1045,116845.19
Geophysicist/field seismologist,2025-09-27,4944,57270.33
Careers adviser,2026-03-28,1835,134320.38
"Surveyor, mining",2024-10-18,1890,136066.35
Planning and development surveyor,2026-07-12,1760,161733.24
Counselling psychologist,2026-01-21,4274,156244.99
"Pharmacist, community",2026-01-15,3315,134548.97
General practice doctor,2025-02-14,2273,73554.76
Barrister,2025-06-28,1335,137237.25
Fitness centre manager,2025-06-12,3117,133218.9
Mechanical engineer,2026-02-20,4788,138456.86
"Librarian, public",2026-07-22,726,191449.53
Field trials officer,2025-08-01,3494,122657.9
"Surveyor, land/geomatics",2025-06-21,1128,167464.73
Tax adviser,2026-02-19,1628,120731.88
Chief Financial Officer,2026-06-21,37,136952.22
"Administrator, education",2025-08-04,3811,67508.79
Proofreader,2025-09-07,1464,123561.61
Fitness centre manager,2025-01-22,4499,163851.33
Forest/woodland manager,2026-05-03,4202,122196.91
"Scientist, research (physical sciences)",2025-10-05,2150,111048.29
Actuary,2024-09-23,420,144582.66
Advertising art director,2025-07-23,1519,132868.04
Geoscientist,2026-05-22,4169,154881.38
Trade union research officer,2025-09-28,4070,199910.98
"Scientist, research (maths)",2025-06-16,3748,60423.54
Contracting civil engineer,2025-09-25,1375,148132.7
Music therapist,2025-10-05,3362,180492.29
"Engineer, water",2024-08-23,1792,104379.03
Broadcast presenter,2026-07-27,673,101111.44
Financial manager,2025-09-12,3946,182168.15
Legal executive,2026-01-13,4614,108056.39
"Surveyor, building",2026-07-19,1338,157627.92
Administrator,2025-01-08,4784,156263.48
Garment/textile technologist,2024-08-09,4843,176403.37
Sales promotion account executive,2026-04-14,924,193607.24
"Investment banker, corporate",2025-02-01,3336,95940.3
Textile designer,2024-08-13,1673,189116.29
Applications developer,2024-09-05,4123,81743.87
English as a second language teacher,2025-12-30,4032,81715.67
Software engineer,2026-01-07,283,121609.75
Hydrographic surveyor,2025-10-21,2357,104580.62
Neurosurgeon,2025-06-06,1088,55500.4
Therapeutic radiographer,2024-12-29,2072,151611.57
"Psychologist, educational",2026-04-22,4940,122156.06
"Psychologist, clinical",2025-06-03,775,184762.3
Theatre director,2024-09-01,2954,81965.95
"Exhibitions officer, museum/gallery",2025-09-17,2482,94311.5
"Presenter, broadcasting",2025-04-25,4929,143280.19
Prison officer,2025-07-19,1052,133908.71
Community pharmacist,2025-10-21,413,86853.24
"Engineer, civil (contracting)",2026-04-04,4757,181262.69
Lexicographer,2026-03-19,232,132001.11
"Engineer, control and instrumentation",2026-04-07,1973,198889.57
"Education officer, community",2026-06-22,2893,89599.77
Radio broadcast assistant,2025-08-31,4703,172322.88
Copy,2025-01-24,2427,129833.65
"Teacher, early years/pre",2024-12-27,3935,84088.32
"Programme researcher, broadcasting/film/video",2025-03-02,2033,53629.26
Intelligence analyst,2025-07-13,2771,69536.0
Press photographer,2026-05-05,450,67538.52
Community pharmacist,2025-07-30,620,92479.83
"Civil engineer, consulting",2026-07-09,3567,174716.69
"Accountant, chartered management",2025-08-04,1127,153828.31
Energy engineer,2026-06-24,1036,86811.61
Community pharmacist,2025-03-18,427,158513.81
"Programmer, multimedia",2025-06-12,2006,93921.52
Meteorologist,2025-04-08,1575,187624.88
Patent examiner,2024-08-18,4954,145127.69
Passenger transport manager,2026-06-26,1446,192928.81
Senior tax professional/tax inspector,2024-10-24,4937,157260.65
Dancer,2025-06-23,4730,105250.36
Mudlogger,2026-01-22,1087,105259.41
Biomedical scientist,2025-04-28,1513,163905.27
Biomedical engineer,2026-04-13,2168,115283.66
Chartered public finance accountant,2026-07-03,3906,65512.35
Set designer,2025-08-20,764,130276.4
Clinical molecular geneticist,2025-07-21,2704,88491.24
Production manager,2026-03-15,1075,168350.5
"Scientist, biomedical",2025-11-02,1146,195484.55
Barista,2024-08-28,1577,180351.58
English as a second language teacher,2025-01-17,877,60560.77
"Scientist, research (maths)",2025-03-30,392,197511.39
Police officer,2024-12-31,3427,161599.47
Trade union research officer,2026-02-10,4942,55806.53
"Research officer, trade union",2026-02-03,492,178486.5
"Biochemist, clinical",2024-12-28,4655,158935.94
"Programmer, applications",2025-04-28,357,137853.58
Careers adviser,2024-10-06,4983,82809.2
Geophysicist/field seismologist,2026-05-08,31,195655.71
Financial controller,2024-12-24,2570,74407.23
Medical sales representative,2025-10-25,4529,172315.99
Environmental education officer,2025-06-07,4483,166701.26
Television production assistant,2026-02-20,4213,198379.46
Geoscientist,2024-08-18,493,115558.72
"Editor, magazine features",2026-03-09,4057,56053.26
Technical author,2025-06-01,4225,137529.8
Lawyer,2024-09-18,790,50339.48
Research scientist (maths),2025-02-13,3915,83093.38
"Engineer, petroleum",2025-07-13,4084,137978.57
Civil Service administrator,2025-03-15,3084,104641.94
Tour manager,2024-12-20,642,171845.69
Outdoor activities/education manager,2025-06-18,2821,97769.48
Pathologist,2024-08-22,4352,82104.72
Media buyer,2026-06-06,4330,161955.42
"Production designer, theatre/television/film",2025-10-03,3323,98923.64
Television production assistant,2025-02-17,3539,154559.43
Aid worker,2025-02-09,1501,125417.22
Occupational therapist,2026-07-23,1963,50111.36
"Sales professional, IT",2025-06-23,3351,153983.66
"Teacher, special educational needs",2026-05-04,1063,137147.92
Television production assistant,2025-10-11,3466,98387.18
Chief of Staff,2026-05-28,2563,98893.65
Waste management officer,2026-05-19,2211,198534.08
Professor Emeritus,2024-12-18,2273,141381.26
Barista,2025-03-13,4385,68064.44
Medical illustrator,2025-02-08,2749,94762.11
"Copywriter, advertising",2024-11-11,3207,125333.94
Intelligence analyst,2025-02-18,1826,89883.51
Telecommunications researcher,2026-07-21,4336,67077.23
Maintenance engineer,2026-05-22,3819,126391.39
Market researcher,2025-08-06,2677,184674.28
Freight forwarder,2025-04-29,3763,81553.89
Risk analyst,2025-11-09,691,74784.19
Public librarian,2025-04-24,2561,89471.53
Health physicist,2025-05-23,491,104784.42
Ambulance person,2025-09-23,2274,55880.38
"Engineer, mining",2025-05-15,2418,59752.28
"Designer, graphic",2025-02-19,1417,100296.38
"Clinical scientist, histocompatibility and immunogenetics",2024-12-01,3615,56218.09
Operations geologist,2026-06-03,140,95272.54
"Therapist, nutritional",2026-04-06,955,63303.66
"Development worker, community",2024-11-13,2161,85799.26
Theme park manager,2024-10-27,3077,174545.6
Corporate treasurer,2025-11-03,4325,120556.36
Volunteer coordinator,2025-07-14,3111,129263.39
Volunteer coordinator,2026-04-14,129,63810.7
"Scientist, biomedical",2024-09-09,4986,131534.69
Chief Marketing Officer,2025-03-07,4153,82690.4
Seismic interpreter,2025-10-21,2464,168449.62
Toxicologist,2024-12-03,3078,121104.19
Catering manager,2025-05-09,3406,59372.59
Primary school teacher,2025-09-23,184,93079.6
Charity officer,2026-02-02,1193,158499.95
Occupational therapist,2025-06-26,2409,188018.3
Actor,2025-09-24,1147,160676.6
"Administrator, arts",2024-12-04,4291,75450.36
"Surveyor, mining",2025-01-15,998,186622.39
Risk analyst,2024-10-27,1302,183699.84
Personal assistant,2024-09-08,2901,57483.95
"Designer, jewellery",2025-06-17,765,90190.52
Radio broadcast assistant,2025-08-12,116,56781.66
Community pharmacist,2024-10-03,4173,73568.21
Hospital doctor,2025-01-03,3622,125672.1
"Designer, exhibition/display",2024-08-12,4168,93195.49
Museum/gallery curator,2026-03-31,720,167103.84
"Engineer, broadcasting (operations)",2024-12-28,2888,95566.29
Chemical engineer,2026-01-06,2364,159129.76
"Runner, broadcasting/film/video",2025-11-14,3650,66515.24
Geophysical data processor,2026-03-01,4238,110089.11
Dance movement psychotherapist,2025-04-04,939,70691.93
Intelligence analyst,2025-09-28,2809,94786.53
Product/process development scientist,2024-10-03,2822,152594.14
Ship broker,2026-02-07,516,73425.57
"Teacher, secondary school",2025-11-11,3588,90383.68
Academic librarian,2025-11-23,1013,101083.36
Health promotion specialist,2026-02-10,3433,55152.88
"Programmer, multimedia",2026-03-23,881,51003.44
"Psychologist, prison and probation services",2025-06-15,2707,104285.58
Magazine journalist,2025-10-26,4664,71589.17
"Accountant, chartered",2026-07-10,152,108426.71
Ophthalmologist,2026-06-09,2754,53068.36
"Engineer, aeronautical",2026-01-24,1492,61395.05
Telecommunications researcher,2025-03-03,575,119753.19
Town planner,2026-05-03,4660,97232.34
Audiological scientist,2024-10-29,2727,130411.12
"Geologist, engineering",2026-06-08,383,136709.65
"Designer, ceramics/pottery",2025-12-14,2440,52176.83
"Surveyor, land/geomatics",2026-01-14,1441,168658.27
Bonds trader,2025-02-08,3035,190051.98
"Scientist, marine",2025-10-27,3047,187928.23
"Psychologist, counselling",2026-04-07,4256,67082.45
Counsellor,2025-05-20,3333,60939.45
Geochemist,2026-01-25,2418,58624.83
