requisition_id,job_title,department_id,status,time_to_fill_days
REQ18227,"Conservator, furniture",D006,Closed,97
REQ18228,Web designer,D006,Open,56
REQ18229,"Librarian, public",D020,Closed,43
REQ18230,Agricultural consultant,D016,Open,84
REQ18231,English as a foreign language teacher,D007,Closed,27
REQ18232,"Engineer, control and instrumentation",D006,Closed,105
REQ18233,Orthoptist,D015,Closed,38
REQ18234,Youth worker,D012,Closed,78
REQ18235,Multimedia specialist,D002,Closed,57
REQ18236,Corporate investment banker,D006,On Hold,29
REQ18237,"Administrator, Civil Service",D012,Closed,106
REQ18238,Chief of Staff,D013,Open,110
REQ18239,Garment/textile technologist,D018,Open,101
REQ18240,Multimedia programmer,D003,Closed,83
REQ18241,Advertising account planner,D012,Closed,118
REQ18242,"Psychologist, clinical",D019,Closed,46
REQ18243,"Administrator, charities/voluntary organisations",D006,Closed,69
REQ18244,Operations geologist,D020,Closed,77
REQ18245,Geochemist,D007,Closed,66
REQ18246,Barrister's clerk,D010,Closed,94
REQ18247,Armed forces technical officer,D001,Closed,83
REQ18248,Risk analyst,D013,Closed,47
REQ18249,Technical brewer,D016,Closed,32
REQ18250,Illustrator,D002,Closed,107
REQ18251,Art gallery manager,D012,Open,48
REQ18252,Pensions consultant,D019,Closed,81
REQ18253,Audiological scientist,D019,Closed,73
REQ18254,"Geologist, engineering",D016,Open,51
REQ18255,Ergonomist,D016,Closed,58
REQ18256,"Nurse, adult",D013,Closed,71
REQ18257,Artist,D013,Closed,67
REQ18258,Optometrist,D005,Open,43
REQ18259,Catering manager,D009,Closed,75
REQ18260,Financial risk analyst,D002,Open,29
REQ18261,Charity fundraiser,D017,Closed,59
REQ18262,Teaching laboratory technician,D015,Closed,15
REQ18263,Set designer,D016,Closed,39
REQ18264,Museum/gallery conservator,D016,Open,84
REQ18265,Minerals surveyor,D014,Closed,20
REQ18266,Homeopath,D012,Open,89
REQ18267,Actor,D003,Closed,27
REQ18268,Secondary school teacher,D014,Open,91
REQ18269,"Scientist, biomedical",D014,Closed,37
REQ18270,Art therapist,D005,Closed,103
REQ18271,Community pharmacist,D013,Closed,60
REQ18272,Sports administrator,D007,Closed,60
REQ18273,Quality manager,D006,Closed,42
REQ18274,Copy,D012,Closed,80
REQ18275,Civil Service administrator,D014,Open,28
REQ18276,"Doctor, hospital",D014,Closed,68
REQ18277,TEFL teacher,D005,Closed,21
REQ18278,"Surveyor, land/geomatics",D011,Closed,77
REQ18279,"Psychologist, counselling",D009,Closed,89
REQ18280,Plant breeder/geneticist,D007,Closed,17
REQ18281,Aeronautical engineer,D008,Closed,96
REQ18282,"Loss adjuster, chartered",D001,Closed,110
REQ18283,"Sales professional, IT",D016,Closed,89
REQ18284,Media buyer,D004,Closed,93
REQ18285,Drilling engineer,D017,Closed,92
REQ18286,Health service manager,D003,On Hold,106
REQ18287,"Geologist, wellsite",D009,Closed,25
REQ18288,"Buyer, industrial",D018,Closed,95
REQ18289,Sports therapist,D003,Closed,60
REQ18290,Database administrator,D009,Closed,88
REQ18291,Logistics and distribution manager,D010,Closed,66
REQ18292,"Scientist, water quality",D020,Open,39
REQ18293,Armed forces technical officer,D020,Closed,61
REQ18294,Clinical embryologist,D014,On Hold,116
REQ18295,Market researcher,D010,Closed,46
REQ18296,Publishing copy,D009,Closed,104
REQ18297,Risk analyst,D014,Closed,62
REQ18298,Tourism officer,D011,Closed,94
REQ18299,Hospital pharmacist,D001,Open,69
REQ18300,Translator,D003,Open,52
REQ18301,Nature conservation officer,D013,Closed,76
REQ18302,Museum/gallery curator,D018,Closed,104
REQ18303,Lobbyist,D018,Closed,53
REQ18304,Sports therapist,D011,Closed,25
REQ18305,Chartered certified accountant,D009,Closed,49
REQ18306,Plant breeder/geneticist,D014,Closed,112
REQ18307,Print production planner,D006,Closed,57
REQ18308,"Engineer, building services",D010,Closed,49
REQ18309,Charity officer,D017,Open,118
REQ18310,"Horticulturist, commercial",D016,Closed,67
REQ18311,Prison officer,D006,Open,78
REQ18312,Hotel manager,D007,Open,61
REQ18313,Immigration officer,D020,Closed,101
REQ18314,Games developer,D018,Open,83
REQ18315,"Nurse, adult",D005,Closed,31
REQ18316,Forensic psychologist,D001,Open,115
REQ18317,"Scientist, research (maths)",D003,On Hold,65
REQ18318,Clinical embryologist,D018,Closed,106
REQ18319,Interior and spatial designer,D009,Closed,70
REQ18320,"Pharmacist, community",D011,Closed,36
REQ18321,Television production assistant,D020,Closed,53
REQ18322,Midwife,D014,Closed,75
REQ18323,Primary school teacher,D005,On Hold,39
REQ18324,Telecommunications researcher,D007,Closed,44
REQ18325,Manufacturing engineer,D002,Closed,88
REQ18326,Health and safety inspector,D016,Closed,88
REQ18327,"Nurse, mental health",D014,Closed,58
REQ18328,"Investment banker, operational",D015,Closed,40
REQ18329,Financial planner,D006,Closed,16
REQ18330,"Programme researcher, broadcasting/film/video",D012,Closed,21
REQ18331,English as a second language teacher,D002,Closed,66
REQ18332,Photographer,D014,Closed,54
REQ18333,International aid/development worker,D005,On Hold,112
REQ18334,Web designer,D008,Open,59
REQ18335,Public relations officer,D011,Closed,74
REQ18336,Geoscientist,D017,Closed,60
REQ18337,Conference centre manager,D001,Closed,112
REQ18338,Mental health nurse,D018,Closed,111
REQ18339,Magazine journalist,D002,Closed,30
REQ18340,"Physicist, medical",D006,Open,15
REQ18341,Metallurgist,D001,Closed,103
REQ18342,Technical brewer,D010,Closed,35
REQ18343,Learning mentor,D005,Closed,23
REQ18344,Trade union research officer,D014,Closed,114
REQ18345,Visual merchandiser,D005,On Hold,104
REQ18346,Advertising copywriter,D015,Closed,66
REQ18347,Production manager,D010,Closed,43
REQ18348,Trade union research officer,D017,Closed,89
REQ18349,Medical illustrator,D009,Closed,46
REQ18350,"Editor, film/video",D013,Closed,109
REQ18351,Dramatherapist,D005,Open,37
REQ18352,Amenity horticulturist,D018,Closed,53
REQ18353,Operational investment banker,D001,Open,105
REQ18354,Land/geomatics surveyor,D019,Closed,89
REQ18355,Transport planner,D017,Closed,24
REQ18356,"Secretary, company",D006,Open,82
REQ18357,"Radiographer, diagnostic",D012,Closed,30
REQ18358,Charity fundraiser,D005,Closed,62
REQ18359,Arts development officer,D015,Closed,48
REQ18360,"Librarian, public",D014,Closed,72
REQ18361,Industrial/product designer,D004,Closed,16
REQ18362,"Conservator, furniture",D008,Open,45
REQ18363,Estate manager/land agent,D013,Closed,28
REQ18364,Health service manager,D010,Closed,30
REQ18365,Teaching laboratory technician,D001,On Hold,94
REQ18366,Marketing executive,D006,Closed,111
REQ18367,"Engineer, electrical",D010,Closed,112
REQ18368,Retail banker,D012,Closed,57
REQ18369,Forensic scientist,D012,Closed,91
REQ18370,Furniture designer,D004,Closed,40
REQ18371,Magazine journalist,D011,Open,114
REQ18372,Computer games developer,D003,On Hold,73
REQ18373,Senior tax professional/tax inspector,D019,Closed,112
REQ18374,Metallurgist,D004,Closed,40
REQ18375,"Designer, ceramics/pottery",D016,Open,21
REQ18376,Financial adviser,D006,Closed,68
REQ18377,Call centre manager,D008,Closed,72
REQ18378,Wellsite geologist,D008,Closed,104
REQ18379,Geographical information systems officer,D019,On Hold,88
REQ18380,"Scientist, clinical (histocompatibility and immunogenetics)",D020,Closed,106
REQ18381,"Surveyor, building",D009,Closed,115
REQ18382,Mining engineer,D012,Open,42
REQ18383,Higher education lecturer,D009,On Hold,91
REQ18384,Structural engineer,D015,On Hold,77
REQ18385,Fitness centre manager,D011,Closed,116
REQ18386,Nature conservation officer,D009,Closed,36
REQ18387,Chiropractor,D013,Closed,107
REQ18388,Pensions consultant,D017,Closed,108
REQ18389,Exercise physiologist,D009,Closed,93
REQ18390,"Engineer, petroleum",D020,Open,99
REQ18391,"Engineer, materials",D011,On Hold,59
REQ18392,"Teacher, music",D013,Open,77
REQ18393,Patent attorney,D016,Closed,75
REQ18394,Public relations officer,D012,Closed,47
REQ18395,Forest/woodland manager,D004,Closed,89
REQ18396,Marine scientist,D010,Closed,46
REQ18397,"Scientist, water quality",D004,Closed,19
REQ18398,Higher education lecturer,D009,Closed,113
REQ18399,Health physicist,D006,Closed,78
REQ18400,Translator,D007,Closed,107
REQ18401,Multimedia specialist,D001,On Hold,40
REQ18402,Chartered loss adjuster,D019,Closed,39
REQ18403,Multimedia specialist,D004,Open,73
REQ18404,Radiation protection practitioner,D006,On Hold,118
REQ18405,Planning and development surveyor,D017,Closed,72
REQ18406,Land/geomatics surveyor,D008,Closed,39
REQ18407,Medical secretary,D016,On Hold,25
REQ18408,Office manager,D020,Closed,87
REQ18409,"Accountant, chartered",D013,Open,95
REQ18410,"Engineer, petroleum",D006,Closed,69
REQ18411,"Psychologist, occupational",D014,Closed,107
REQ18412,"Accountant, chartered",D006,Closed,78
REQ18413,Media buyer,D015,Closed,94
REQ18414,Product designer,D019,Open,95
REQ18415,Community arts worker,D003,Open,62
REQ18416,Advertising copywriter,D010,Closed,111
REQ18417,"Conservation officer, nature",D006,Open,93
REQ18418,Television camera operator,D020,Closed,95
REQ18419,"Psychologist, prison and probation services",D015,Closed,84
REQ18420,Clinical research associate,D014,Closed,49
REQ18421,"Engineer, agricultural",D009,Closed,38
REQ18422,Solicitor,D019,Closed,41
REQ18423,"Designer, television/film set",D011,On Hold,29
REQ18424,Research scientist (life sciences),D009,Closed,116
REQ18425,Agricultural engineer,D001,On Hold,17
REQ18426,Trade mark attorney,D001,Closed,74
REQ18427,Manufacturing systems engineer,D008,Closed,97
REQ18428,"Horticulturist, commercial",D019,Closed,50
REQ18429,"Engineer, petroleum",D011,Closed,20
REQ18430,Chartered certified accountant,D014,Closed,60
REQ18431,"Editor, film/video",D012,Closed,117
REQ18432,Artist,D010,Open,43
REQ18433,Press sub,D002,Open,79
REQ18434,Chief Strategy Officer,D003,On Hold,37
REQ18435,Clinical research associate,D017,Closed,20
REQ18436,"Geologist, wellsite",D001,Open,67
REQ18437,Nutritional therapist,D011,Closed,35
REQ18438,Financial planner,D004,On Hold,78
REQ18439,Product designer,D020,Closed,43
REQ18440,"Scientist, clinical (histocompatibility and immunogenetics)",D004,Closed,69
REQ18441,Surgeon,D004,Closed,116
REQ18442,"Designer, television/film set",D002,Closed,118
REQ18443,Statistician,D014,Open,78
REQ18444,Regulatory affairs officer,D002,Closed,73
REQ18445,Medical sales representative,D017,Closed,47
REQ18446,Broadcast journalist,D004,Closed,74
REQ18447,Housing manager/officer,D009,Closed,20
REQ18448,Lexicographer,D019,Open,52
REQ18449,Fish farm manager,D019,Closed,73
REQ18450,"Administrator, sports",D017,Open,77
REQ18451,Advertising copywriter,D010,Closed,53
REQ18452,"Engineer, automotive",D011,On Hold,102
REQ18453,"Designer, industrial/product",D006,Open,65
REQ18454,"Therapist, speech and language",D015,On Hold,115
REQ18455,Early years teacher,D003,Closed,19
REQ18456,Curator,D012,Open,71
REQ18457,IT trainer,D007,On Hold,102
REQ18458,"Horticulturist, commercial",D017,Open,98
REQ18459,Fish farm manager,D016,Closed,25
REQ18460,Microbiologist,D013,Closed,53
REQ18461,Financial risk analyst,D003,Closed,39
REQ18462,Games developer,D009,On Hold,68
REQ18463,Marketing executive,D017,Open,85
REQ18464,Community arts worker,D008,On Hold,94
REQ18465,Health and safety inspector,D002,Open,26
REQ18466,Pathologist,D020,Closed,72
REQ18467,Pensions consultant,D004,Closed,53
REQ18468,"Engineer, electronics",D008,Closed,70
REQ18469,Microbiologist,D020,Open,95
REQ18470,Mining engineer,D004,Open,22
REQ18471,"Engineer, manufacturing",D007,Open,28
REQ18472,Community pharmacist,D016,Open,119
REQ18473,Customer service manager,D010,Closed,112
REQ18474,Claims inspector/assessor,D015,Closed,114
REQ18475,Immigration officer,D008,Closed,92
REQ18476,Trade union research officer,D009,Closed,79
REQ18477,Data processing manager,D003,Closed,21
REQ18478,Customer service manager,D017,Open,19
REQ18479,"Engineer, electrical",D014,Closed,41
REQ18480,Agricultural engineer,D001,Closed,68
REQ18481,"Therapist, horticultural",D015,Closed,36
REQ18482,Chief Operating Officer,D009,Closed,95
REQ18483,Educational psychologist,D018,Closed,80
REQ18484,Operations geologist,D016,Open,46
REQ18485,Osteopath,D002,Open,103
REQ18486,"Engineer, chemical",D019,Closed,98
REQ18487,Museum/gallery exhibitions officer,D001,Open,62
REQ18488,Make,D016,Closed,59
REQ18489,Academic librarian,D010,Closed,91
REQ18490,Microbiologist,D005,Open,74
REQ18491,"Engineer, civil (contracting)",D017,On Hold,81
REQ18492,Banker,D008,Closed,16
REQ18493,Art therapist,D012,Closed,16
REQ18494,"Radiographer, diagnostic",D020,Closed,44
REQ18495,Sub,D009,Closed,93
REQ18496,"Development worker, international aid",D014,Closed,96
REQ18497,Chemical engineer,D008,Open,94
REQ18498,"Engineer, mining",D019,Closed,93
REQ18499,Statistician,D009,Closed,45
REQ18500,"Solicitor, Scotland",D015,Closed,100
REQ18501,"Scientist, research (life sciences)",D009,Closed,88
REQ18502,"Therapist, art",D004,Closed,35
REQ18503,Media buyer,D004,Closed,84
REQ18504,Tax adviser,D015,On Hold,34
REQ18505,Licensed conveyancer,D001,Closed,53
REQ18506,Multimedia specialist,D015,Closed,46
REQ18507,Garment/textile technologist,D011,On Hold,60
REQ18508,"Therapist, horticultural",D007,Open,17
REQ18509,Media buyer,D018,Closed,115
REQ18510,Maintenance engineer,D006,On Hold,85
REQ18511,Optometrist,D009,Closed,45
REQ18512,Colour technologist,D016,Closed,64
REQ18513,Environmental manager,D018,Closed,23
REQ18514,Electronics engineer,D004,Closed,49
REQ18515,Visual merchandiser,D012,Closed,77
REQ18516,Senior tax professional/tax inspector,D010,Closed,94
REQ18517,Nature conservation officer,D010,Closed,39
REQ18518,Probation officer,D001,Open,112
REQ18519,Diplomatic Services operational officer,D006,Closed,114
REQ18520,"Designer, jewellery",D013,Open,92
REQ18521,"Scientist, forensic",D017,Closed,51
REQ18522,Health service manager,D002,Closed,105
REQ18523,Customer service manager,D018,Closed,117
REQ18524,"Designer, furniture",D011,On Hold,25
REQ18525,"Production designer, theatre/television/film",D003,Closed,35
REQ18526,IT technical support officer,D001,Closed,107
REQ18527,"Surveyor, minerals",D018,Closed,54
REQ18528,Higher education careers adviser,D002,Closed,31
REQ18529,Herpetologist,D006,Closed,105
REQ18530,Chiropodist,D003,Closed,74
REQ18531,Special effects artist,D018,Closed,80
REQ18532,"Restaurant manager, fast food",D004,Closed,57
REQ18533,Airline pilot,D001,Closed,63
REQ18534,Engineering geologist,D015,Closed,49
REQ18535,Advertising account planner,D009,Closed,55
REQ18536,Geophysical data processor,D014,Open,50
REQ18537,"Sound technician, broadcasting/film/video",D011,On Hold,25
REQ18538,Commercial horticulturist,D001,Closed,46
REQ18539,Ophthalmologist,D015,Closed,88
REQ18540,"Scientist, audiological",D013,Open,97
REQ18541,Higher education lecturer,D020,Closed,79
REQ18542,"Scientist, product/process development",D016,Closed,72
REQ18543,Horticultural therapist,D004,Closed,106
REQ18544,Broadcast journalist,D017,Closed,52
REQ18545,"Radiographer, diagnostic",D013,Closed,42
REQ18546,Landscape architect,D012,Closed,33
REQ18547,Wellsite geologist,D017,Closed,99
REQ18548,Petroleum engineer,D003,Closed,79
REQ18549,Best boy,D013,On Hold,68
REQ18550,Restaurant manager,D004,Closed,61
REQ18551,Insurance account manager,D001,Closed,47
REQ18552,Hotel manager,D008,Closed,33
REQ18553,"Administrator, charities/voluntary organisations",D018,Closed,105
REQ18554,"Accountant, chartered management",D009,Closed,83
REQ18555,Data scientist,D015,Closed,98
REQ18556,Multimedia specialist,D015,Closed,34
REQ18557,Advice worker,D004,On Hold,102
REQ18558,Personnel officer,D005,Closed,21
REQ18559,Clothing/textile technologist,D017,Closed,33
REQ18560,"Production designer, theatre/television/film",D013,On Hold,117
REQ18561,IT technical support officer,D009,Closed,27
REQ18562,Ergonomist,D020,Closed,57
REQ18563,Chief of Staff,D017,Closed,74
REQ18564,"Development worker, international aid",D002,Closed,55
REQ18565,Equality and diversity officer,D019,Closed,96
REQ18566,"Buyer, industrial",D001,Closed,23
REQ18567,Film/video editor,D012,Closed,119
REQ18568,Higher education lecturer,D019,Closed,90
REQ18569,Science writer,D006,Closed,118
REQ18570,Environmental consultant,D017,On Hold,60
REQ18571,Prison officer,D016,Closed,52
REQ18572,Maintenance engineer,D008,Open,99
REQ18573,Teaching laboratory technician,D014,Open,117
REQ18574,Race relations officer,D012,Open,108
REQ18575,Clinical embryologist,D007,Closed,66
REQ18576,Media planner,D006,Closed,83
REQ18577,"Development worker, community",D015,Closed,23
REQ18578,"Research officer, government",D008,Closed,90
REQ18579,"Accountant, chartered management",D002,Closed,49
REQ18580,"Scientist, forensic",D008,On Hold,114
REQ18581,Soil scientist,D007,Closed,97
REQ18582,Broadcast presenter,D016,Open,99
REQ18583,Sports development officer,D002,Closed,103
REQ18584,Soil scientist,D005,Closed,83
REQ18585,Biomedical scientist,D003,Closed,113
REQ18586,"Accountant, chartered management",D003,Closed,65
REQ18587,"Scientist, product/process development",D003,Closed,104
REQ18588,Chartered legal executive (England and Wales),D020,On Hold,108
REQ18589,Animal nutritionist,D020,Closed,85
REQ18590,Media buyer,D017,Open,47
REQ18591,Scientific laboratory technician,D009,Closed,66
REQ18592,Health promotion specialist,D011,Open,118
REQ18593,Toxicologist,D019,Closed,19
REQ18594,Training and development officer,D010,Closed,109
REQ18595,Community pharmacist,D017,Closed,113
REQ18596,Field trials officer,D020,Closed,90
REQ18597,Medical laboratory scientific officer,D003,Closed,68
REQ18598,"Accountant, chartered",D005,Closed,99
REQ18599,"Development worker, international aid",D010,Closed,27
REQ18600,Quantity surveyor,D018,Closed,109
REQ18601,"Editor, commissioning",D008,Closed,105
REQ18602,Pathologist,D003,Closed,30
REQ18603,Tree surgeon,D012,Closed,99
REQ18604,Legal executive,D011,On Hold,78
REQ18605,Patent examiner,D014,Closed,92
REQ18606,Speech and language therapist,D010,Closed,105
REQ18607,Dancer,D016,Closed,109
REQ18608,Chartered certified accountant,D019,Closed,112
REQ18609,Podiatrist,D017,Closed,15
REQ18610,Public relations account executive,D006,Closed,29
REQ18611,Manufacturing engineer,D013,Closed,18
REQ18612,"Pharmacist, community",D009,Closed,69
REQ18613,"Psychologist, occupational",D003,Open,43
REQ18614,Health and safety inspector,D018,Open,109
REQ18615,Ergonomist,D010,Closed,28
REQ18616,Politician's assistant,D003,Closed,113
REQ18617,Arboriculturist,D019,Open,67
REQ18618,"Geologist, engineering",D018,Open,85
REQ18619,Interpreter,D016,Closed,85
REQ18620,"Scientist, research (maths)",D009,Closed,88
REQ18621,"Engineer, civil (contracting)",D017,Closed,51
REQ18622,Press sub,D007,Closed,93
REQ18623,Research scientist (life sciences),D008,Closed,92
REQ18624,Barista,D013,Closed,64
REQ18625,"Lecturer, further education",D006,Closed,74
REQ18626,"Engineer, maintenance (IT)",D003,Open,111
REQ18627,Government social research officer,D002,Closed,53
REQ18628,Ambulance person,D005,Closed,113
REQ18629,Heritage manager,D006,On Hold,108
REQ18630,"Buyer, industrial",D016,Closed,48
REQ18631,"Designer, textile",D007,Closed,43
REQ18632,"Scientist, research (medical)",D019,Closed,72
REQ18633,Site engineer,D006,Closed,64
REQ18634,"Programmer, systems",D009,Closed,96
REQ18635,Tax inspector,D020,Closed,92
REQ18636,Data processing manager,D007,Closed,42
REQ18637,"Nurse, learning disability",D018,Open,112
REQ18638,Network engineer,D017,Closed,117
REQ18639,"Surveyor, planning and development",D002,Closed,26
REQ18640,Building control surveyor,D004,Open,113
REQ18641,"Doctor, general practice",D003,Closed,61
REQ18642,Associate Professor,D002,Closed,101
REQ18643,Ergonomist,D009,Closed,79
REQ18644,Chief Operating Officer,D014,Open,40
REQ18645,"Designer, multimedia",D013,Closed,33
REQ18646,Solicitor,D015,Closed,61
REQ18647,Marine scientist,D017,Closed,113
REQ18648,Government social research officer,D013,Open,110
REQ18649,Multimedia specialist,D007,Closed,62
REQ18650,Clinical embryologist,D009,Open,110
REQ18651,Educational psychologist,D012,Closed,25
REQ18652,"Geologist, engineering",D007,Closed,45
REQ18653,Trade union research officer,D001,Closed,73
REQ18654,Air broker,D003,Closed,104
REQ18655,English as a foreign language teacher,D016,Closed,23
REQ18656,"Development worker, international aid",D002,Open,44
REQ18657,"Investment banker, operational",D010,Closed,19
REQ18658,Dentist,D017,Closed,82
REQ18659,Health and safety adviser,D013,Closed,96
REQ18660,Lexicographer,D001,Closed,17
REQ18661,"Engineer, water",D014,Closed,118
REQ18662,TEFL teacher,D002,Open,57
REQ18663,Dealer,D004,Closed,62
REQ18664,Trading standards officer,D012,Closed,101
REQ18665,Clinical cytogeneticist,D005,Open,97
REQ18666,"Therapist, music",D017,Closed,83
REQ18667,Clinical biochemist,D010,Closed,84
REQ18668,"Teacher, primary school",D018,Open,66
REQ18669,Tax adviser,D005,Closed,91
REQ18670,"Administrator, arts",D017,Open,90
REQ18671,Animator,D009,Closed,111
REQ18672,Insurance broker,D011,Open,80
REQ18673,"Scientist, audiological",D017,Closed,90
REQ18674,"Geneticist, molecular",D004,On Hold,92
REQ18675,Ophthalmologist,D013,Open,97
REQ18676,Pathologist,D011,Open,92
REQ18677,Microbiologist,D003,Closed,28
REQ18678,Sports development officer,D005,Closed,30
REQ18679,Automotive engineer,D009,Open,94
REQ18680,Statistician,D009,Open,31
REQ18681,Chief Technology Officer,D006,Closed,95
REQ18682,"Loss adjuster, chartered",D009,Open,118
REQ18683,"Restaurant manager, fast food",D015,Closed,76
REQ18684,Systems analyst,D002,Open,111
REQ18685,Facilities manager,D016,Closed,103
REQ18686,Firefighter,D010,Open,65
REQ18687,Clinical biochemist,D005,Closed,15
REQ18688,Occupational therapist,D003,Closed,35
REQ18689,"Engineer, aeronautical",D004,On Hold,18
REQ18690,Applications developer,D001,Closed,66
REQ18691,Automotive engineer,D019,Closed,57
REQ18692,Financial manager,D011,Closed,42
REQ18693,Advice worker,D012,Closed,56
REQ18694,Lexicographer,D014,Closed,17
REQ18695,Customer service manager,D017,Closed,101
REQ18696,Public house manager,D013,Closed,76
REQ18697,"Surveyor, mining",D010,Open,59
REQ18698,Media planner,D002,Closed,72
REQ18699,"Psychologist, counselling",D007,Open,101
REQ18700,"Engineer, mining",D017,Closed,102
REQ18701,Financial planner,D009,Open,34
REQ18702,"Designer, interior/spatial",D005,Open,47
REQ18703,Dispensing optician,D018,Closed,70
REQ18704,"Accountant, chartered public finance",D019,On Hold,41
REQ18705,"Surveyor, commercial/residential",D007,Closed,61
REQ18706,Production manager,D003,Closed,104
REQ18707,Risk analyst,D004,On Hold,33
REQ18708,"Therapist, drama",D009,Closed,82
REQ18709,Passenger transport manager,D006,Closed,64
REQ18710,Make,D011,Closed,73
REQ18711,Risk manager,D001,Closed,118
REQ18712,Production manager,D006,Closed,82
REQ18713,Financial manager,D008,Closed,119
REQ18714,Ranger/warden,D006,Closed,31
REQ18715,"Sound technician, broadcasting/film/video",D006,Closed,88
REQ18716,"Exhibitions officer, museum/gallery",D010,Closed,105
REQ18717,"Production assistant, television",D006,Closed,107
REQ18718,Arts development officer,D001,Closed,33
REQ18719,Public librarian,D017,Closed,98
REQ18720,Archaeologist,D011,Closed,28
REQ18721,Exercise physiologist,D016,On Hold,91
REQ18722,Armed forces training and education officer,D009,On Hold,49
REQ18723,"Engineer, water",D013,Open,85
REQ18724,Health and safety inspector,D011,Closed,112
REQ18725,Brewing technologist,D018,Closed,22
REQ18726,Control and instrumentation engineer,D016,Closed,45
REQ18727,Therapeutic radiographer,D014,Closed,105
REQ18728,Immunologist,D011,Open,42
REQ18729,"Chemist, analytical",D014,Closed,40
REQ18730,"Scientist, research (medical)",D018,Closed,25
REQ18731,Government social research officer,D015,Closed,119
REQ18732,English as a foreign language teacher,D017,Closed,16
REQ18733,Scientific laboratory technician,D002,Closed,28
REQ18734,Medical illustrator,D018,Closed,89
REQ18735,Risk analyst,D015,Open,89
REQ18736,Community pharmacist,D002,On Hold,61
REQ18737,Podiatrist,D010,Open,64
REQ18738,Field trials officer,D013,Closed,49
REQ18739,Mining engineer,D013,Open,87
REQ18740,Forensic psychologist,D002,Closed,16
REQ18741,"Administrator, sports",D011,Closed,89
REQ18742,"Clinical scientist, histocompatibility and immunogenetics",D017,Closed,55
REQ18743,Adult guidance worker,D014,Closed,75
REQ18744,Quarry manager,D015,Closed,86
REQ18745,Chief Strategy Officer,D018,Open,15
REQ18746,"Investment banker, operational",D017,On Hold,112
REQ18747,Fitness centre manager,D001,On Hold,109
REQ18748,Community arts worker,D004,Open,119
REQ18749,Secondary school teacher,D007,Closed,25
REQ18750,Human resources officer,D002,Closed,88
REQ18751,"Administrator, sports",D015,Closed,115
REQ18752,Printmaker,D008,Closed,111
REQ18753,Homeopath,D001,Open,21
REQ18754,"Designer, ceramics/pottery",D002,Open,80
REQ18755,Politician's assistant,D018,Closed,87
REQ18756,Sub,D020,Closed,20
REQ18757,Automotive engineer,D014,Closed,59
REQ18758,"Lighting technician, broadcasting/film/video",D015,Closed,83
REQ18759,Facilities manager,D020,Closed,61
REQ18760,Accommodation manager,D009,Open,48
REQ18761,Cytogeneticist,D006,Closed,118
REQ18762,Television camera operator,D010,On Hold,61
REQ18763,Customer service manager,D014,Closed,22
REQ18764,Research scientist (maths),D003,On Hold,52
REQ18765,"Surveyor, insurance",D012,Open,95
REQ18766,"Nurse, mental health",D015,Closed,48
REQ18767,Energy manager,D017,Closed,37
REQ18768,"Teacher, adult education",D005,Closed,25
REQ18769,"Engineer, electronics",D005,Closed,59
REQ18770,Careers adviser,D011,Closed,79
REQ18771,"Therapist, art",D018,Closed,109
REQ18772,Radiation protection practitioner,D010,Closed,98
REQ18773,"Surveyor, minerals",D008,Open,27
REQ18774,Financial risk analyst,D006,Closed,56
REQ18775,Sports coach,D006,Closed,68
REQ18776,Retail merchandiser,D007,Closed,66
REQ18777,"Embryologist, clinical",D007,Closed,100
REQ18778,Transport planner,D011,Closed,52
REQ18779,Structural engineer,D003,Closed,90
REQ18780,Retail banker,D004,Open,46
REQ18781,Chartered certified accountant,D010,Closed,90
REQ18782,Armed forces logistics/support/administrative officer,D011,Closed,71
REQ18783,Statistician,D003,Closed,104
REQ18784,Public house manager,D013,Closed,33
REQ18785,Dancer,D001,Open,114
REQ18786,"Engineer, agricultural",D014,Open,41
REQ18787,Tax adviser,D014,Closed,68
REQ18788,Arboriculturist,D018,Open,87
REQ18789,Writer,D017,On Hold,79
REQ18790,Film/video editor,D005,Closed,65
REQ18791,Drilling engineer,D008,Closed,67
REQ18792,Television/film/video producer,D019,Closed,110
REQ18793,"Copywriter, advertising",D014,On Hold,35
REQ18794,Clinical psychologist,D018,On Hold,30
REQ18795,Chief Executive Officer,D016,Closed,23
REQ18796,Patent examiner,D011,On Hold,92
REQ18797,Herpetologist,D005,Closed,35
REQ18798,Legal secretary,D005,On Hold,105
REQ18799,Cabin crew,D020,Closed,103
REQ18800,IT technical support officer,D003,Closed,77
REQ18801,Lawyer,D020,Closed,60
REQ18802,Physiotherapist,D015,Open,113
REQ18803,Photographer,D002,Open,32
REQ18804,Retail merchandiser,D016,On Hold,59
REQ18805,"Designer, furniture",D008,Closed,90
REQ18806,Commercial horticulturist,D020,Closed,71
REQ18807,"Engineer, technical sales",D014,Closed,109
REQ18808,"Engineer, communications",D012,Open,57
REQ18809,"Civil engineer, contracting",D011,Closed,119
REQ18810,Tree surgeon,D009,Closed,26
REQ18811,Clinical embryologist,D015,On Hold,15
REQ18812,Chemical engineer,D014,Closed,95
REQ18813,"Designer, exhibition/display",D003,Closed,37
REQ18814,Television/film/video producer,D005,On Hold,62
REQ18815,Rural practice surveyor,D018,Closed,93
REQ18816,Exercise physiologist,D014,Closed,104
REQ18817,Lawyer,D008,Open,29
REQ18818,Clinical embryologist,D003,Closed,93
REQ18819,Theatre director,D002,Closed,50
