skill_id,year,demand_index
SK0106,2021,21
SK0221,2023,38
SK0160,2026,37
SK0125,2021,41
SK0233,2026,85
SK0100,2023,81
SK0255,2025,78
SK0081,2023,93
SK0093,2026,89
SK0057,2023,25
SK0295,2023,13
SK0298,2023,55
SK0125,2026,21
SK0243,2023,79
SK0235,2021,61
SK0297,2021,23
SK0093,2022,29
SK0237,2025,52
SK0053,2021,43
SK0256,2025,20
SK0151,2026,55
SK0090,2023,31
SK0044,2021,28
SK0246,2021,34
SK0217,2025,30
SK0209,2023,50
SK0133,2026,41
SK0287,2021,75
SK0127,2021,82
SK0153,2022,57
SK0240,2024,28
SK0090,2025,75
SK0269,2026,52
SK0170,2025,30
SK0233,2021,52
SK0272,2023,56
SK0293,2026,77
SK0032,2025,78
SK0256,2024,33
SK0297,2023,58
SK0268,2026,57
SK0256,2023,97
SK0023,2024,77
SK0168,2021,45
SK0234,2021,89
SK0100,2021,34
SK0023,2022,47
SK0100,2022,82
SK0038,2021,26
SK0284,2025,27
SK0296,2022,71
SK0219,2021,68
SK0052,2023,77
SK0103,2024,97
SK0194,2026,40
SK0076,2024,19
SK0254,2024,79
SK0100,2025,39
SK0006,2025,67
SK0031,2024,51
SK0009,2021,83
SK0184,2023,52
SK0232,2026,50
SK0239,2026,97
SK0252,2023,42
SK0268,2021,25
SK0063,2025,27
SK0074,2026,76
SK0243,2026,35
SK0161,2023,81
SK0073,2022,50
SK0277,2024,60
SK0254,2022,90
SK0063,2021,48
SK0293,2023,49
SK0126,2026,86
SK0284,2022,25
SK0079,2024,25
SK0288,2026,18
SK0141,2024,90
SK0215,2023,56
SK0205,2024,92
SK0260,2024,53
SK0171,2022,91
SK0219,2021,21
SK0143,2021,75
SK0125,2025,47
SK0170,2024,49
SK0139,2023,50
SK0277,2021,47
SK0245,2024,23
SK0206,2021,99
SK0062,2022,63
SK0110,2022,28
SK0135,2025,19
SK0026,2022,13
SK0266,2023,75
SK0148,2022,11
SK0055,2025,60
SK0114,2024,79
SK0063,2022,55
SK0026,2021,63
SK0006,2024,33
SK0073,2023,85
SK0100,2022,61
SK0256,2025,48
SK0213,2021,24
SK0079,2024,66
SK0199,2022,36
SK0014,2021,12
SK0072,2023,95
SK0202,2024,76
SK0294,2022,42
SK0207,2024,73
SK0183,2026,27
SK0263,2023,20
SK0276,2023,95
SK0022,2023,51
SK0213,2025,49
SK0286,2022,11
SK0237,2025,52
SK0076,2025,98
SK0271,2021,83
SK0190,2024,86
SK0198,2021,96
SK0278,2021,28
SK0115,2021,21
SK0054,2026,76
SK0141,2026,60
SK0244,2021,75
SK0247,2023,76
SK0076,2022,45
SK0133,2021,33
SK0129,2025,46
SK0268,2023,83
SK0065,2021,34
SK0020,2022,18
SK0287,2026,83
SK0101,2021,20
SK0280,2024,57
SK0181,2022,53
SK0163,2025,19
SK0116,2025,61
SK0251,2022,71
SK0130,2025,14
SK0058,2024,91
SK0229,2024,80
SK0104,2026,50
SK0178,2021,60
SK0268,2025,52
SK0198,2025,21
SK0221,2026,70
SK0291,2026,34
SK0138,2024,31
SK0213,2022,86
SK0213,2025,13
SK0050,2026,36
SK0033,2021,19
SK0036,2021,22
SK0091,2022,85
SK0093,2024,80
SK0127,2025,98
SK0240,2022,71
SK0113,2021,84
SK0222,2021,56
SK0298,2026,23
SK0022,2026,12
SK0291,2022,68
SK0122,2023,47
SK0171,2022,14
SK0236,2023,32
SK0159,2026,52
SK0223,2024,83
SK0155,2021,94
SK0180,2021,59
SK0168,2026,85
SK0254,2023,54
SK0161,2024,62
SK0037,2025,10
SK0016,2022,79
SK0082,2022,22
SK0243,2021,68
SK0171,2022,28
SK0219,2023,71
SK0054,2021,85
SK0018,2023,22
SK0287,2021,18
SK0208,2024,37
SK0077,2023,17
SK0129,2025,74
SK0203,2025,93
SK0120,2023,62
SK0152,2026,80
SK0126,2025,52
SK0283,2022,86
SK0067,2022,93
SK0210,2025,58
SK0006,2025,58
SK0044,2024,18
SK0190,2025,97
SK0032,2023,70
SK0226,2025,53
SK0294,2022,18
SK0221,2021,47
SK0124,2021,83
SK0237,2023,64
SK0026,2023,11
SK0077,2023,73
SK0078,2026,60
SK0107,2021,71
SK0066,2023,46
SK0203,2023,15
SK0171,2022,72
SK0245,2024,30
SK0287,2021,60
SK0052,2026,53
SK0141,2024,96
SK0001,2021,91
SK0107,2025,66
SK0281,2021,97
SK0183,2022,44
SK0084,2023,96
SK0223,2022,98
SK0084,2023,16
SK0039,2024,23
SK0230,2026,53
SK0288,2026,90
SK0117,2023,11
SK0117,2026,85
SK0077,2022,39
SK0072,2026,86
SK0012,2021,76
SK0265,2025,17
SK0282,2023,66
SK0072,2026,98
SK0139,2026,39
SK0181,2022,17
SK0296,2021,83
SK0256,2024,37
SK0143,2023,43
SK0085,2021,15
SK0113,2022,84
SK0192,2021,61
SK0260,2023,65
SK0209,2022,35
SK0112,2022,29
SK0063,2026,80
SK0290,2022,42
SK0207,2026,97
SK0278,2025,39
SK0051,2026,28
SK0231,2023,45
SK0116,2023,65
SK0195,2026,20
SK0278,2024,40
SK0207,2021,17
SK0283,2022,85
SK0125,2025,16
SK0179,2023,52
SK0220,2024,26
SK0230,2024,24
SK0290,2026,66
SK0032,2021,23
SK0027,2026,69
SK0160,2025,32
SK0294,2026,53
SK0258,2025,74
SK0212,2026,15
SK0041,2025,54
SK0009,2024,63
SK0230,2025,10
SK0115,2022,35
SK0165,2021,21
SK0023,2024,61
SK0005,2024,56
SK0228,2022,40
SK0050,2025,81
SK0021,2023,82
SK0161,2024,65
SK0291,2024,84
SK0002,2023,89
SK0290,2022,30
SK0202,2021,43
SK0180,2022,23
SK0243,2021,60
SK0221,2025,55
SK0018,2025,25
SK0190,2026,26
SK0267,2024,96
SK0067,2021,64
SK0218,2022,85
SK0002,2025,70
SK0241,2022,55
SK0189,2024,43
SK0252,2025,61
SK0206,2025,38
SK0037,2021,79
SK0251,2025,90
SK0216,2021,81
SK0249,2026,39
SK0183,2025,95
SK0241,2024,58
SK0167,2021,37
SK0158,2021,41
SK0194,2023,66
SK0168,2022,79
SK0140,2021,12
SK0159,2021,34
SK0238,2023,88
SK0215,2021,27
SK0094,2025,73
SK0101,2022,37
SK0109,2022,21
SK0285,2021,99
SK0099,2024,82
SK0166,2026,42
SK0122,2026,40
SK0063,2021,66
SK0184,2025,98
SK0216,2026,23
SK0050,2026,62
SK0084,2022,74
SK0043,2022,35
SK0118,2024,62
SK0203,2021,29
SK0193,2022,35
SK0229,2021,13
SK0037,2026,69
SK0290,2025,11
SK0131,2022,18
SK0300,2023,24
SK0053,2022,77
SK0141,2021,64
SK0043,2023,11
SK0164,2025,26
SK0105,2022,36
SK0268,2024,92
SK0115,2024,57
SK0168,2023,31
SK0172,2026,11
SK0023,2021,10
SK0091,2021,12
SK0181,2023,99
SK0207,2021,32
SK0242,2023,81
SK0148,2023,10
SK0098,2024,54
SK0140,2023,87
SK0114,2024,16
SK0170,2023,70
SK0156,2025,22
SK0040,2024,62
SK0100,2025,16
SK0279,2022,39
SK0042,2021,61
SK0171,2026,97
SK0102,2024,77
SK0240,2026,13
SK0108,2022,47
SK0118,2023,97
SK0023,2024,88
SK0189,2026,50
SK0186,2025,48
SK0198,2021,98
SK0140,2025,15
SK0119,2022,71
SK0284,2024,82
SK0007,2022,91
SK0225,2022,68
SK0138,2022,59
SK0044,2023,45
SK0180,2026,31
SK0006,2025,17
SK0084,2021,97
SK0146,2025,46
SK0002,2024,60
SK0212,2025,19
SK0209,2025,46
SK0048,2023,10
SK0194,2022,53
SK0170,2022,77
SK0146,2021,59
SK0298,2021,57
SK0060,2025,43
SK0244,2024,62
SK0167,2023,15
SK0042,2023,22
SK0172,2023,16
SK0122,2024,13
SK0076,2024,65
SK0224,2022,75
SK0082,2022,18
SK0209,2023,54
SK0244,2026,45
SK0160,2025,85
SK0232,2025,43
SK0053,2025,80
SK0253,2023,93
SK0206,2021,72
SK0116,2023,20
SK0107,2021,82
SK0029,2026,23
SK0093,2021,74
SK0256,2023,20
SK0243,2022,80
SK0298,2025,91
SK0021,2025,24
SK0225,2024,31
SK0189,2026,65
SK0183,2021,62
SK0242,2024,52
SK0290,2024,78
SK0275,2026,71
SK0029,2024,31
SK0053,2024,15
SK0293,2023,33
SK0231,2021,17
SK0097,2022,57
SK0149,2024,96
SK0034,2022,10
SK0119,2021,12
SK0246,2024,31
SK0157,2024,29
SK0285,2023,90
SK0182,2026,90
SK0232,2023,59
SK0190,2026,24
SK0156,2022,18
SK0280,2026,39
SK0102,2022,56
SK0055,2022,47
SK0129,2025,89
SK0225,2022,65
SK0110,2022,93
SK0222,2021,59
SK0023,2024,48
SK0091,2024,47
SK0088,2021,98
SK0220,2024,25
SK0112,2025,29
SK0111,2022,79
SK0134,2026,99
SK0291,2023,49
SK0271,2021,51
SK0197,2026,12
SK0142,2026,23
SK0032,2021,41
SK0207,2022,45
SK0244,2023,34
SK0002,2023,87
SK0150,2026,33
SK0107,2023,32
SK0286,2022,33
SK0259,2022,89
SK0261,2026,77
SK0018,2022,72
SK0244,2024,94
SK0001,2026,70
SK0177,2021,81
SK0038,2025,69
SK0175,2022,96
SK0097,2024,91
SK0017,2026,34
SK0033,2025,86
SK0176,2021,48
SK0213,2021,36
SK0075,2026,55
SK0011,2021,73
SK0028,2025,21
SK0257,2021,42
SK0138,2026,48
SK0053,2023,88
SK0269,2023,63
SK0119,2022,91
SK0271,2022,31
SK0116,2021,89
SK0021,2024,55
SK0027,2024,93
SK0081,2021,72
SK0256,2022,28
SK0116,2024,61
SK0290,2025,67
SK0199,2025,89
SK0182,2023,70
SK0218,2022,66
SK0101,2026,56
SK0230,2025,38
SK0040,2022,30
SK0174,2025,82
SK0253,2024,31
SK0047,2023,78
SK0271,2024,36
SK0041,2026,10
SK0133,2022,12
SK0112,2026,47
SK0142,2026,30
SK0243,2023,42
SK0068,2026,78
SK0056,2021,69
SK0030,2026,77
SK0193,2023,52
SK0207,2024,92
SK0260,2021,68
SK0019,2022,32
SK0236,2021,55
SK0265,2023,84
SK0070,2025,87
SK0242,2025,97
SK0112,2024,17
SK0251,2025,67
SK0167,2026,96
SK0110,2022,77
SK0006,2023,77
SK0292,2022,11
SK0086,2022,63
SK0071,2026,61
SK0288,2025,68
SK0062,2026,49
SK0238,2026,30
SK0262,2025,28
SK0277,2026,64
SK0044,2026,85
SK0293,2024,42
SK0025,2021,81
SK0287,2024,19
SK0138,2026,13
SK0076,2022,84
SK0198,2022,37
SK0187,2022,20
SK0283,2024,46
SK0014,2024,58
SK0175,2024,95
SK0287,2024,82
SK0250,2023,47
SK0177,2026,13
SK0187,2026,97
SK0046,2023,88
SK0252,2022,26
SK0054,2023,88
SK0227,2025,47
SK0159,2026,55
SK0215,2022,60
SK0048,2023,89
SK0037,2021,69
SK0251,2023,64
SK0152,2024,58
SK0097,2025,27
SK0144,2022,18
SK0111,2025,36
SK0172,2023,84
SK0229,2024,40
SK0204,2024,66
SK0003,2024,99
SK0293,2026,73
SK0296,2023,61
SK0270,2024,35
SK0143,2024,89
SK0260,2026,59
SK0066,2026,35
SK0158,2023,26
SK0062,2026,10
SK0070,2026,57
SK0285,2021,86
SK0139,2023,22
SK0097,2023,28
SK0098,2025,94
SK0085,2024,99
SK0050,2022,52
SK0144,2021,22
SK0036,2022,42
SK0064,2023,23
SK0177,2026,92
SK0011,2021,87
SK0116,2023,64
SK0052,2024,18
SK0262,2023,88
SK0038,2025,71
SK0252,2024,60
SK0103,2024,67
SK0119,2026,19
SK0253,2024,45
SK0252,2024,34
SK0200,2022,44
SK0181,2026,49
SK0008,2022,74
SK0267,2021,34
SK0056,2026,70
SK0067,2026,47
SK0256,2026,57
SK0123,2026,10
SK0123,2026,72
SK0058,2021,98
SK0214,2024,53
SK0107,2021,55
SK0032,2021,38
SK0061,2026,84
SK0238,2023,51
SK0151,2026,58
SK0274,2026,49
SK0006,2022,80
SK0212,2026,22
SK0267,2022,58
SK0239,2021,20
SK0291,2026,99
SK0150,2023,64
SK0176,2021,13
SK0231,2022,94
SK0080,2021,60
SK0007,2022,15
SK0064,2021,63
SK0263,2021,40
SK0028,2025,41
SK0176,2023,16
SK0170,2025,48
SK0159,2026,61
SK0108,2022,84
SK0111,2025,85
SK0282,2023,14
SK0049,2024,10
SK0099,2022,64
SK0048,2021,38
SK0028,2022,74
SK0200,2026,27
SK0007,2024,54
SK0256,2022,12
SK0283,2024,17
SK0008,2021,81
SK0277,2025,56
SK0241,2022,16
SK0001,2021,62
SK0207,2026,92
SK0176,2023,78
SK0006,2023,49
SK0265,2021,36
SK0094,2023,14
SK0181,2023,10
SK0238,2021,72
SK0077,2025,37
SK0191,2023,75
SK0074,2022,58
SK0101,2023,39
SK0186,2026,34
SK0026,2026,81
SK0287,2024,36
SK0001,2022,30
SK0050,2025,83
SK0096,2025,31
SK0282,2025,88
SK0275,2025,93
SK0245,2025,82
SK0015,2025,33
SK0030,2022,90
SK0230,2021,57
SK0082,2026,19
SK0195,2023,38
SK0219,2023,80
SK0208,2025,74
SK0257,2024,50
SK0006,2025,47
SK0146,2022,93
SK0086,2026,98
SK0241,2022,81
SK0036,2026,58
SK0172,2023,24
SK0116,2021,27
SK0020,2025,74
SK0256,2023,50
SK0134,2026,15
SK0261,2026,76
SK0081,2022,20
SK0002,2023,27
SK0058,2024,98
SK0037,2022,49
SK0196,2023,23
SK0269,2024,82
SK0066,2022,36
SK0239,2026,77
SK0175,2025,98
SK0154,2024,51
SK0133,2024,18
SK0053,2025,78
SK0190,2025,44
SK0083,2022,19
SK0055,2025,29
SK0158,2024,40
SK0185,2025,49
SK0234,2022,71
SK0158,2022,43
SK0276,2026,63
SK0296,2023,20
SK0001,2021,65
SK0168,2024,78
SK0074,2026,54
SK0039,2022,74
SK0110,2022,77
SK0218,2022,27
SK0240,2021,84
SK0014,2023,67
SK0056,2026,60
SK0069,2023,28
SK0124,2026,94
SK0122,2021,31
SK0105,2022,21
SK0136,2026,57
SK0079,2022,20
SK0150,2025,36
SK0180,2021,79
SK0029,2022,34
SK0264,2024,20
SK0024,2024,23
SK0089,2022,91
SK0117,2022,49
SK0140,2025,66
SK0205,2022,43
SK0061,2021,77
SK0076,2021,56
SK0174,2025,86
SK0052,2026,70
SK0185,2024,58
SK0231,2021,14
SK0104,2024,91
SK0243,2026,93
SK0100,2021,93
SK0049,2026,97
SK0062,2021,83
SK0063,2021,43
SK0278,2023,72
SK0003,2022,59
SK0167,2026,13
SK0252,2025,40
SK0217,2021,62
SK0113,2023,50
SK0183,2026,27
SK0107,2025,71
SK0062,2025,22
SK0293,2024,42
SK0053,2023,41
SK0142,2023,88
SK0197,2024,95
SK0261,2026,79
SK0226,2026,95
SK0114,2026,88
SK0095,2026,32
SK0044,2021,10
SK0183,2026,42
SK0195,2025,62
SK0203,2025,78
SK0176,2024,67
SK0021,2021,95
SK0056,2026,45
SK0060,2024,45
SK0166,2023,75
SK0104,2024,17
SK0200,2023,78
SK0031,2026,23
SK0247,2023,54
SK0184,2026,45
SK0266,2022,55
SK0256,2025,76
SK0062,2024,71
SK0218,2022,38
SK0146,2023,67
SK0072,2026,72
SK0288,2025,83
SK0209,2025,78
SK0240,2026,97
SK0149,2025,99
SK0085,2021,42
SK0136,2022,85
SK0232,2021,38
SK0290,2024,62
SK0258,2026,69
SK0267,2024,46
SK0227,2026,83
SK0233,2021,97
SK0272,2024,27
SK0086,2024,79
SK0040,2026,76
SK0300,2021,91
SK0218,2026,48
SK0065,2025,43
SK0237,2023,65
SK0244,2024,37
SK0288,2021,64
SK0176,2022,56
SK0074,2026,61
SK0116,2023,98
SK0157,2025,13
SK0107,2023,30
SK0277,2025,14
SK0192,2026,19
SK0229,2026,15
SK0141,2022,79
SK0244,2026,39
SK0258,2025,44
SK0274,2022,41
SK0073,2024,54
SK0057,2024,54
SK0122,2024,50
SK0041,2021,52
SK0243,2026,26
SK0031,2026,92
SK0151,2026,42
SK0117,2026,14
SK0201,2023,69
SK0044,2022,70
SK0212,2022,97
SK0163,2025,80
SK0120,2023,12
SK0194,2021,85
SK0216,2026,40
SK0282,2025,75
SK0013,2023,72
SK0285,2026,54
SK0297,2024,79
SK0088,2023,58
SK0263,2025,66
SK0291,2026,49
SK0232,2024,34
SK0215,2021,95
SK0216,2021,26
SK0221,2021,38
SK0283,2021,56
SK0041,2023,75
SK0002,2021,57
SK0296,2025,84
SK0239,2025,27
SK0225,2021,53
SK0295,2021,11
SK0173,2024,71
SK0025,2023,80
SK0105,2024,13
SK0109,2023,18
SK0074,2026,23
SK0095,2026,60
SK0097,2024,45
SK0138,2021,75
SK0189,2023,16
SK0269,2026,77
SK0082,2022,27
SK0191,2025,55
SK0154,2023,21
SK0028,2024,37
SK0061,2025,18
SK0230,2025,24
SK0192,2026,37
SK0208,2021,84
SK0141,2021,17
SK0029,2026,83
SK0141,2023,63
SK0212,2025,25
SK0098,2023,86
SK0014,2022,69
SK0063,2023,74
SK0124,2022,95
SK0138,2025,27
SK0278,2021,35
SK0228,2021,84
SK0061,2022,90
SK0298,2023,21
SK0085,2026,64
SK0290,2026,45
SK0238,2026,24
SK0080,2024,63
SK0014,2024,84
SK0032,2025,96
SK0097,2026,90
SK0010,2026,96
SK0230,2024,49
SK0295,2021,41
SK0268,2024,40
SK0008,2024,58
SK0217,2024,70
SK0155,2022,51
SK0145,2024,95
SK0186,2024,96
SK0108,2023,60
SK0160,2023,34
SK0200,2026,48
SK0109,2024,96
SK0009,2024,51
SK0239,2026,36
SK0156,2026,95
SK0264,2024,77
SK0204,2022,81
SK0023,2023,18
SK0253,2025,88
SK0288,2025,88
SK0158,2024,52
SK0198,2025,80
SK0145,2026,85
SK0080,2021,99
SK0299,2025,49
SK0283,2026,85
SK0035,2025,18
SK0294,2021,29
SK0090,2026,94
SK0211,2026,57
SK0248,2022,80
SK0242,2024,15
SK0257,2023,33
SK0150,2023,24
SK0013,2022,84
SK0047,2022,53
SK0127,2022,66
SK0154,2026,48
SK0089,2022,98
SK0278,2023,30
SK0262,2021,87
SK0260,2021,99
SK0235,2026,25
SK0074,2026,16
SK0202,2025,86
SK0196,2023,87
SK0244,2023,80
SK0246,2024,42
SK0033,2021,50
SK0291,2021,40
SK0229,2021,65
SK0234,2021,13
SK0021,2024,55
SK0076,2021,34
SK0096,2026,96
SK0213,2024,93
SK0107,2023,82
SK0196,2023,98
SK0160,2025,95
SK0086,2022,11
SK0144,2022,41
SK0048,2025,62
SK0168,2024,36
SK0178,2026,53
SK0180,2023,85
SK0007,2023,42
SK0138,2022,37
SK0140,2023,16
SK0015,2026,36
SK0220,2024,31
SK0294,2025,92
SK0005,2023,79
SK0049,2023,36
SK0197,2022,21
SK0166,2024,86
SK0209,2022,70
SK0213,2024,10
SK0255,2024,70
SK0279,2024,57
SK0005,2022,33
SK0221,2025,42
SK0022,2021,95
SK0149,2021,86
SK0195,2024,30
SK0121,2025,41
SK0201,2021,93
SK0210,2022,99
SK0149,2023,51
SK0041,2025,39
SK0041,2021,63
SK0174,2021,38
SK0134,2024,61
SK0289,2023,44
SK0234,2022,20
SK0243,2022,86
SK0197,2025,84
SK0242,2026,96
SK0207,2026,67
SK0034,2022,48
SK0134,2025,25
SK0137,2021,46
SK0200,2026,33
SK0075,2023,29
SK0068,2023,70
SK0070,2021,32
SK0121,2021,47
SK0023,2021,48
SK0194,2023,15
SK0233,2021,23
SK0092,2024,38
SK0292,2023,24
SK0043,2021,16
SK0300,2022,83
SK0024,2022,14
SK0294,2024,91
SK0221,2021,92
SK0080,2024,67
SK0289,2026,42
SK0240,2024,89
SK0091,2021,44
SK0109,2024,15
SK0114,2025,19
SK0300,2025,40
SK0155,2022,79
SK0031,2024,52
SK0230,2021,48
SK0044,2025,33
SK0250,2021,46
SK0092,2021,14
SK0119,2025,95
SK0262,2025,54
SK0256,2025,26
SK0286,2023,32
SK0049,2021,97
SK0174,2025,56
SK0265,2021,11
SK0078,2024,15
SK0068,2026,60
SK0042,2026,44
SK0280,2024,73
SK0047,2023,19
SK0210,2021,24
SK0046,2025,66
SK0182,2024,68
SK0021,2023,95
SK0212,2026,83
SK0106,2021,90
SK0200,2024,76
SK0170,2024,65
SK0061,2022,49
SK0123,2024,22
SK0129,2022,11
SK0253,2023,52
SK0195,2026,92
SK0210,2024,93
SK0220,2024,30
SK0102,2025,98
SK0162,2024,23
SK0111,2022,57
SK0117,2025,55
SK0155,2022,49
SK0131,2023,98
SK0008,2022,81
SK0126,2026,94
SK0162,2023,69
SK0294,2026,60
SK0029,2022,16
SK0289,2024,98
SK0266,2023,73
SK0284,2024,37
SK0001,2025,63
SK0231,2022,13
SK0206,2022,24
SK0254,2021,98
SK0231,2022,35
SK0139,2022,89
SK0048,2022,37
SK0235,2026,65
SK0209,2025,42
SK0077,2022,78
SK0243,2021,57
SK0002,2026,13
SK0251,2024,21
SK0071,2024,49
SK0246,2021,81
SK0049,2024,60
SK0211,2022,37
SK0159,2022,13
SK0073,2024,77
SK0213,2022,69
SK0097,2022,31
SK0001,2024,47
SK0208,2024,97
SK0024,2024,72
SK0025,2025,78
SK0208,2023,39
SK0007,2022,88
SK0175,2021,60
SK0134,2021,35
SK0110,2026,24
SK0111,2021,85
SK0006,2023,71
SK0206,2026,56
SK0054,2024,98
SK0048,2023,82
SK0118,2026,88
SK0273,2021,66
SK0124,2021,27
SK0020,2025,95
SK0243,2021,95
SK0160,2026,40
SK0096,2024,10
SK0018,2023,82
SK0215,2021,64
SK0150,2021,31
SK0034,2021,15
SK0069,2025,70
SK0253,2022,50
SK0285,2026,34
SK0054,2024,70
SK0045,2024,33
SK0224,2026,33
SK0144,2023,68
SK0184,2022,13
SK0138,2023,35
SK0191,2024,39
SK0208,2023,84
SK0256,2024,43
SK0067,2022,53
SK0144,2026,66
SK0042,2024,12
SK0084,2026,27
SK0124,2024,26
SK0300,2024,56
SK0139,2022,63
SK0037,2024,37
SK0086,2023,98
SK0105,2025,15
SK0188,2021,36
SK0036,2023,61
SK0197,2026,43
SK0034,2021,28
SK0042,2022,63
SK0241,2023,62
SK0127,2022,14
SK0259,2024,46
SK0123,2025,33
SK0024,2025,98
SK0281,2025,99
SK0048,2022,53
SK0024,2024,41
SK0079,2023,76
SK0043,2023,93
SK0065,2026,83
SK0023,2026,42
SK0200,2022,94
SK0294,2026,56
SK0021,2022,14
SK0151,2022,57
SK0220,2022,64
SK0032,2022,26
SK0194,2023,14
SK0063,2021,74
SK0260,2021,51
SK0037,2026,29
SK0119,2024,55
SK0214,2021,98
SK0014,2024,61
SK0130,2024,61
SK0089,2023,56
SK0285,2021,92
SK0165,2024,96
SK0137,2021,97
SK0203,2021,58
SK0244,2024,96
SK0148,2022,94
SK0062,2021,22
SK0249,2022,46
SK0271,2021,80
SK0217,2025,46
SK0150,2024,43
SK0142,2025,14
SK0225,2021,26
SK0120,2026,77
SK0238,2026,77
SK0119,2024,79
SK0283,2022,50
SK0001,2025,18
SK0294,2022,54
SK0104,2024,74
SK0125,2025,56
SK0174,2023,17
SK0279,2021,37
SK0221,2025,30
SK0250,2023,51
SK0172,2025,19
SK0063,2022,79
SK0228,2021,24
SK0032,2025,50
SK0199,2021,55
SK0170,2022,93
SK0009,2021,97
SK0156,2023,53
SK0169,2026,37
SK0099,2022,51
SK0075,2021,89
SK0278,2026,27
SK0062,2022,52
SK0300,2021,67
SK0048,2025,16
SK0195,2025,25
SK0015,2026,16
SK0168,2024,33
SK0237,2021,56
SK0117,2024,56
SK0178,2024,81
SK0285,2022,34
SK0078,2025,69
SK0153,2021,14
SK0140,2023,56
SK0298,2021,54
SK0171,2024,50
SK0275,2024,86
SK0155,2025,55
SK0038,2022,50
SK0152,2026,34
SK0291,2022,59
SK0185,2021,37
SK0260,2026,89
SK0298,2022,39
SK0241,2025,93
SK0107,2022,27
SK0250,2025,40
SK0106,2023,87
SK0245,2021,15
SK0125,2026,53
SK0113,2023,77
SK0003,2023,73
SK0143,2021,22
SK0228,2026,62
SK0115,2024,39
SK0081,2026,22
SK0156,2026,95
SK0105,2022,43
SK0008,2022,52
SK0041,2024,59
SK0274,2023,51
SK0071,2022,67
SK0015,2022,21
SK0250,2026,49
SK0252,2023,70
SK0010,2021,93
SK0073,2021,23
SK0046,2023,59
SK0200,2026,88
SK0188,2022,44
SK0231,2026,19
SK0022,2024,70
SK0144,2026,29
SK0046,2021,37
SK0236,2026,61
SK0074,2025,21
SK0268,2024,60
SK0156,2022,68
SK0239,2024,22
SK0124,2022,44
SK0250,2022,89
SK0021,2026,96
SK0183,2025,37
SK0300,2022,96
SK0244,2022,36
SK0276,2023,35
SK0253,2024,34
SK0134,2026,71
SK0174,2024,37
SK0232,2024,82
SK0220,2025,24
SK0164,2021,38
SK0292,2021,40
SK0212,2026,90
SK0248,2026,82
SK0002,2022,67
SK0175,2022,82
SK0057,2025,55
SK0245,2023,76
SK0254,2022,42
SK0117,2021,68
SK0016,2022,11
SK0244,2021,96
SK0221,2022,74
SK0062,2025,34
SK0015,2024,17
SK0098,2022,49
SK0251,2026,25
SK0036,2026,50
SK0006,2023,22
SK0093,2021,45
SK0151,2024,58
SK0286,2021,33
SK0085,2024,24
SK0052,2021,26
SK0080,2026,71
SK0015,2025,36
SK0134,2026,69
SK0265,2023,31
SK0173,2025,18
SK0232,2026,12
SK0297,2022,36
SK0192,2026,91
SK0016,2022,43
SK0096,2025,37
SK0263,2025,87
SK0296,2022,97
SK0070,2025,60
SK0040,2024,58
SK0221,2024,51
SK0201,2025,72
SK0033,2026,87
SK0258,2021,22
SK0255,2022,57
SK0200,2026,13
SK0270,2026,46
SK0013,2021,65
SK0142,2021,80
SK0007,2023,95
SK0074,2024,67
SK0231,2022,63
SK0219,2025,15
SK0168,2022,86
SK0085,2026,91
SK0216,2022,71
SK0202,2024,93
SK0140,2025,22
SK0227,2021,32
SK0085,2023,47
SK0278,2024,81
SK0071,2023,86
SK0008,2021,47
SK0287,2022,44
SK0123,2023,33
SK0175,2022,51
SK0213,2026,76
SK0091,2023,45
SK0230,2021,60
SK0126,2022,19
SK0020,2021,92
SK0279,2021,14
SK0073,2025,32
SK0150,2024,85
SK0047,2021,22
SK0039,2021,35
SK0268,2023,33
SK0064,2026,42
SK0258,2026,20
SK0062,2023,45
SK0283,2023,71
SK0079,2025,44
SK0031,2022,41
SK0008,2022,77
SK0143,2021,87
SK0276,2024,86
SK0099,2025,49
SK0184,2025,71
SK0036,2022,97
SK0261,2023,51
SK0249,2021,31
SK0262,2022,32
SK0212,2025,77
SK0110,2021,77
SK0088,2026,39
SK0255,2023,23
SK0014,2024,69
SK0070,2022,91
SK0213,2023,66
SK0139,2024,69
SK0289,2024,47
SK0086,2022,53
SK0219,2021,19
SK0220,2021,63
SK0129,2022,68
SK0261,2026,87
SK0275,2025,77
SK0210,2021,37
SK0047,2021,37
SK0091,2022,78
SK0226,2024,59
SK0042,2025,29
SK0273,2024,40
SK0070,2024,80
SK0196,2021,51
SK0013,2025,45
SK0124,2026,68
SK0066,2026,27
SK0201,2026,23
SK0229,2026,62
SK0198,2021,59
SK0191,2021,22
SK0084,2025,62
SK0099,2023,46
SK0235,2023,87
SK0252,2022,21
SK0105,2022,64
SK0138,2024,97
SK0134,2026,56
SK0122,2025,49
SK0140,2026,42
SK0283,2021,73
SK0183,2026,54
SK0020,2023,86
SK0164,2023,10
SK0121,2024,42
SK0034,2024,63
SK0212,2026,20
SK0053,2025,65
SK0196,2021,86
SK0278,2026,56
SK0116,2021,94
SK0268,2024,98
SK0014,2022,72
SK0176,2022,64
SK0167,2026,51
SK0073,2026,44
SK0140,2025,51
SK0086,2025,57
SK0017,2024,31
SK0017,2024,34
SK0265,2024,55
SK0038,2021,70
SK0167,2026,93
SK0013,2021,87
