project_id,project_name,department_id,status,budget,business_value,complexity
PRJ3983,Project Digitized value-added strategy,D006,Completed,744461.88,3469323.8,Critical
PRJ3984,Project Virtual demand-driven success,D013,Completed,661691.69,898064.66,Low
PRJ3985,Project Pre-emptive discrete ability,D011,Completed,683328.93,3542028.26,High
PRJ3986,Project Progressive full-range superstructure,D007,Completed,936953.89,347831.09,Low
PRJ3987,Project Optional high-level Graphical User Interface,D009,In Progress,178322.37,4686189.96,Medium
PRJ3988,Project Networked 24hour support,D006,In Progress,524408.69,4686734.11,Medium
PRJ3989,Project Persistent interactive moratorium,D010,Completed,203705.89,1212620.96,Critical
PRJ3990,Project Cross-platform fresh-thinking encoding,D016,Completed,852141.7,416524.58,Critical
PRJ3991,Project Decentralized needs-based contingency,D015,Completed,160445.24,1632797.47,Low
PRJ3992,Project Multi-channeled bottom-line benchmark,D011,Completed,975557.25,398997.86,High
PRJ3993,Project Reverse-engineered mission-critical firmware,D011,In Progress,151349.12,4250429.04,Critical
PRJ3994,Project Pre-emptive interactive structure,D009,Completed,234422.87,2204799.1,Medium
PRJ3995,Project Streamlined multi-tasking hardware,D019,Completed,522729.77,2217660.11,Low
PRJ3996,Project Optimized real-time hardware,D016,Completed,407006.65,4057663.07,Critical
PRJ3997,Project Synergistic bandwidth-monitored solution,D006,In Progress,110021.41,2077790.32,Critical
PRJ3998,Project Fully-configurable tertiary attitude,D020,In Progress,641676.55,3438406.86,High
PRJ3999,Project Down-sized multimedia middleware,D007,In Progress,698523.4,4435137.44,Low
PRJ4000,Project Centralized incremental installation,D015,Completed,286715.91,2234036.38,High
PRJ4001,Project Integrated composite protocol,D013,Completed,578382.24,3331462.33,Medium
PRJ4002,Project Multi-lateral attitude-oriented superstructure,D009,Completed,625000.9,480541.56,Medium
PRJ4003,Project Right-sized scalable frame,D004,In Progress,372470.09,576413.27,Low
PRJ4004,Project Digitized 24/7 product,D003,Completed,418575.52,131607.92,Critical
PRJ4005,Project Decentralized neutral solution,D016,Planning,219249.82,1327288.68,Medium
PRJ4006,Project Multi-lateral explicit synergy,D014,In Progress,444320.76,1684524.85,Medium
PRJ4007,Project Intuitive 24/7 archive,D013,Cancelled,76964.09,62017.55,High
PRJ4008,Project Ameliorated leadingedge infrastructure,D010,In Progress,17151.77,4309078.85,High
PRJ4009,Project De-engineered coherent access,D002,Cancelled,247977.32,4094464.73,Critical
PRJ4010,Project Cross-group interactive info-mediaries,D009,Cancelled,136823.54,3433310.44,Critical
PRJ4011,Project Balanced content-based open architecture,D008,Planning,912754.08,3201051.26,High
PRJ4012,Project User-centric 3rdgeneration model,D012,In Progress,525070.79,525441.66,Critical
PRJ4013,Project Re-contextualized radical structure,D020,In Progress,683216.11,3596384.07,Critical
PRJ4014,Project Customizable local archive,D004,Completed,591600.27,2105173.28,Low
PRJ4015,Project Persistent national standardization,D011,Cancelled,134133.52,3342275.86,Medium
PRJ4016,Project Cross-platform transitional array,D006,Planning,508678.79,153658.2,Low
PRJ4017,Project Re-engineered object-oriented collaboration,D002,In Progress,848076.23,2675334.21,Medium
PRJ4018,Project Cloned 4thgeneration open system,D018,In Progress,852617.67,2733872.47,Medium
PRJ4019,Project Public-key transitional access,D015,In Progress,78254.05,3259074.83,Medium
PRJ4020,Project Exclusive multi-tasking policy,D016,Planning,707838.96,1068945.66,Medium
PRJ4021,Project Universal interactive policy,D016,In Progress,659924.26,4996682.77,Critical
PRJ4022,Project Expanded user-facing firmware,D001,In Progress,334972.7,4354913.26,Medium
PRJ4023,Project Proactive national knowledgebase,D012,In Progress,269480.85,1543810.2,Low
PRJ4024,Project Configurable uniform algorithm,D006,Completed,381110.06,1082792.01,Medium
PRJ4025,Project Focused logistical initiative,D014,In Progress,85276.28,1751613.53,Critical
PRJ4026,Project Front-line impactful hub,D012,Completed,678023.38,2422726.99,Low
PRJ4027,Project Synergistic cohesive moderator,D003,Completed,667028.39,4251316.81,Medium
PRJ4028,Project Distributed analyzing orchestration,D016,Completed,542566.48,4670709.71,Critical
PRJ4029,Project Networked hybrid initiative,D008,In Progress,702180.0,3552696.66,Medium
PRJ4030,Project Face-to-face secondary functionalities,D002,Completed,251185.51,3651039.0,Medium
PRJ4031,Project Exclusive 5thgeneration application,D016,Planning,268838.83,609373.4,Medium
PRJ4032,Project Persevering bi-directional paradigm,D005,Completed,740319.66,2111882.62,Low
PRJ4033,Project Diverse executive success,D001,Completed,430971.08,3644489.58,Low
PRJ4034,Project Future-proofed composite data-warehouse,D020,Completed,782238.25,4071372.75,Low
PRJ4035,Project Cloned uniform algorithm,D013,In Progress,193520.24,292139.84,Critical
PRJ4036,Project Cloned systematic flexibility,D003,In Progress,947392.36,4499896.29,High
PRJ4037,Project Expanded local application,D019,Completed,212395.32,486932.88,High
PRJ4038,Project Enhanced actuating customer loyalty,D012,Completed,476843.65,3129429.37,High
PRJ4039,Project Total homogeneous parallelism,D011,Completed,494344.35,3233743.78,Medium
PRJ4040,Project Versatile uniform throughput,D010,In Progress,294561.7,2573923.71,Medium
PRJ4041,Project Enhanced modular matrices,D007,In Progress,104919.21,1712028.95,Medium
PRJ4042,Project Profound multi-state neural-net,D003,In Progress,569204.07,1224606.91,Low
PRJ4043,Project Seamless bandwidth-monitored monitoring,D013,Completed,425507.28,342759.63,Critical
PRJ4044,Project Adaptive disintermediate analyzer,D020,Planning,315486.1,1614416.73,Medium
PRJ4045,Project Assimilated modular methodology,D001,Completed,175286.46,3325658.25,Critical
PRJ4046,Project Innovative 4thgeneration pricing structure,D004,In Progress,927306.81,4261718.45,Low
PRJ4047,Project Multi-tiered 24/7 superstructure,D017,Completed,363183.91,3572660.62,High
PRJ4048,Project Mandatory neutral conglomeration,D007,Completed,761146.66,787887.99,High
PRJ4049,Project Fully-configurable demand-driven Local Area Network,D017,In Progress,891902.88,4227360.28,Critical
PRJ4050,Project Configurable object-oriented migration,D009,In Progress,233053.23,4530857.25,High
PRJ4051,Project Innovative reciprocal circuit,D016,In Progress,954143.19,3461254.8,Medium
PRJ4052,Project Operative interactive emulation,D013,Cancelled,187108.9,3811174.98,Medium
PRJ4053,Project Organized didactic concept,D009,Completed,577935.15,1012252.07,Critical
PRJ4054,Project Persistent context-sensitive customer loyalty,D011,Completed,491879.58,1221396.97,Medium
PRJ4055,Project Automated 6thgeneration encryption,D002,Planning,866618.06,623589.4,Critical
PRJ4056,Project Public-key heuristic database,D017,In Progress,190262.23,61068.94,High
PRJ4057,Project Innovative background project,D015,Cancelled,334944.67,4535061.4,Low
PRJ4058,Project Implemented 24/7 structure,D011,Planning,468750.96,3336031.61,High
PRJ4059,Project Decentralized directional interface,D009,Planning,873428.26,4962106.72,Critical
PRJ4060,Project Quality-focused heuristic info-mediaries,D017,Planning,199940.12,3666306.55,Critical
PRJ4061,Project Decentralized foreground emulation,D006,Completed,455501.35,202764.25,Medium
PRJ4062,Project Centralized object-oriented Internet solution,D011,Completed,93284.4,1642174.14,Low
PRJ4063,Project Multi-tiered grid-enabled paradigm,D008,In Progress,980418.99,4036861.82,High
PRJ4064,Project Face-to-face next generation structure,D014,In Progress,444104.57,1708371.67,Critical
PRJ4065,Project Customer-focused tertiary customer loyalty,D005,Completed,937310.79,3497755.53,Medium
PRJ4066,Project Proactive real-time middleware,D012,Completed,346300.27,2964625.9,High
PRJ4067,Project Exclusive scalable flexibility,D011,In Progress,775227.67,4363286.16,Medium
PRJ4068,Project Business-focused impactful contingency,D012,Completed,739169.41,2560343.7,Medium
PRJ4069,Project Open-source modular workforce,D012,Planning,570523.91,2635863.8,High
PRJ4070,Project Programmable mobile firmware,D001,In Progress,445113.66,2389166.03,High
PRJ4071,Project Universal stable installation,D005,Completed,126551.6,2855751.46,Critical
PRJ4072,Project Balanced client-server matrices,D012,Planning,315339.98,2389070.17,Low
PRJ4073,Project Right-sized fault-tolerant synergy,D008,In Progress,178197.06,3924760.67,High
PRJ4074,Project Proactive fresh-thinking parallelism,D017,Completed,473565.03,1902407.3,Critical
PRJ4075,Project Sharable exuding data-warehouse,D005,Completed,474125.8,270192.21,Medium
PRJ4076,Project Inverse tangible leverage,D011,In Progress,187076.19,1568478.88,Low
PRJ4077,Project Enterprise-wide content-based knowledge user,D007,Completed,381333.77,2698061.84,Low
PRJ4078,Project Organic content-based application,D005,Completed,897706.0,3380063.59,Low
PRJ4079,Project Advanced system-worthy complexity,D009,In Progress,835454.48,3449237.65,High
PRJ4080,Project Profit-focused logistical toolset,D008,Completed,612156.24,2701474.79,Critical
PRJ4081,Project Stand-alone tangible array,D010,Completed,949266.89,1452889.6,Critical
PRJ4082,Project Programmable interactive hierarchy,D001,Completed,339906.88,3914943.08,High
PRJ4083,Project Open-source directional task-force,D009,Planning,892723.76,1390628.72,Critical
PRJ4084,Project Vision-oriented homogeneous knowledge user,D016,Completed,225447.19,3668928.11,High
PRJ4085,Project Organized bottom-line algorithm,D001,In Progress,55141.04,4809997.52,Medium
PRJ4086,Project Seamless scalable initiative,D014,Completed,710469.98,2294036.18,Medium
PRJ4087,Project Expanded methodical array,D006,Completed,635062.59,3154096.37,Medium
PRJ4088,Project Vision-oriented global methodology,D015,In Progress,835815.78,169049.79,Low
PRJ4089,Project Adaptive discrete solution,D008,Completed,831185.5,4396026.31,Low
PRJ4090,Project Compatible neutral architecture,D009,Completed,256038.51,4739442.23,High
PRJ4091,Project User-friendly static concept,D017,Completed,386460.66,269303.8,Low
PRJ4092,Project Adaptive client-driven workforce,D018,Planning,888968.39,3834425.27,Critical
PRJ4093,Project Enhanced demand-driven time-frame,D015,In Progress,121453.34,2191590.21,Critical
PRJ4094,Project Universal national matrix,D005,In Progress,752807.78,3164664.35,Medium
PRJ4095,Project Secured system-worthy capacity,D001,In Progress,847614.49,3903211.85,High
PRJ4096,Project Persistent coherent array,D017,Completed,275100.93,1841032.56,High
PRJ4097,Project Exclusive methodical pricing structure,D014,Completed,184724.84,2700501.79,Low
PRJ4098,Project Optional fresh-thinking solution,D010,Completed,878969.61,2982164.52,High
PRJ4099,Project Upgradable 5thgeneration info-mediaries,D020,In Progress,917727.29,962085.05,Medium
PRJ4100,Project User-friendly high-level software,D004,Completed,781992.07,2862821.32,Low
PRJ4101,Project Multi-tiered demand-driven ability,D010,Completed,767545.77,4658802.94,Critical
PRJ4102,Project Centralized non-volatile emulation,D010,Cancelled,891451.27,1391980.78,Low
PRJ4103,Project Ameliorated exuding capability,D005,Completed,542746.8,1507485.01,High
PRJ4104,Project Function-based upward-trending knowledgebase,D008,Cancelled,408454.02,1588227.81,Medium
PRJ4105,Project Total transitional paradigm,D003,Planning,818027.1,2924546.8,Medium
PRJ4106,Project Monitored radical utilization,D014,Completed,634792.78,2999788.25,Critical
PRJ4107,Project Operative coherent installation,D010,In Progress,819561.76,1762993.52,High
PRJ4108,Project Virtual demand-driven throughput,D015,In Progress,155538.16,562531.13,Low
PRJ4109,Project Triple-buffered discrete analyzer,D019,Planning,24108.32,786127.02,High
PRJ4110,Project Focused optimizing standardization,D016,Completed,701330.16,964416.66,Critical
PRJ4111,Project Upgradable local utilization,D009,In Progress,435606.37,3806167.87,Critical
PRJ4112,Project De-engineered intermediate open architecture,D016,Completed,429921.7,3181428.45,Critical
PRJ4113,Project Distributed regional middleware,D010,Completed,165378.65,2306853.66,High
PRJ4114,Project Proactive heuristic function,D020,In Progress,525307.17,2021375.95,High
PRJ4115,Project Reactive non-volatile access,D018,Completed,599613.75,1856930.51,Medium
PRJ4116,Project Open-architected client-driven migration,D020,In Progress,832086.53,1280207.89,High
PRJ4117,Project Persevering zero-defect open architecture,D007,Planning,798057.56,3874598.48,Medium
PRJ4118,Project Ergonomic national knowledge user,D010,Planning,607675.1,528738.65,High
PRJ4119,Project Optimized mobile open architecture,D017,Completed,371809.93,1929425.4,High
PRJ4120,Project Extended client-server methodology,D011,Completed,160250.05,70924.62,Low
PRJ4121,Project Intuitive non-volatile firmware,D005,In Progress,856753.33,4655431.02,High
PRJ4122,Project Configurable discrete pricing structure,D012,Cancelled,966348.21,1530402.5,Medium
PRJ4123,Project Optional optimal time-frame,D002,In Progress,414596.08,4477342.52,Low
PRJ4124,Project Re-engineered discrete budgetary management,D004,Completed,357827.47,315486.84,High
PRJ4125,Project Switchable high-level ability,D014,Planning,695005.81,4951143.89,Medium
PRJ4126,Project Expanded web-enabled Local Area Network,D005,Planning,344511.06,4938248.25,Medium
PRJ4127,Project Re-contextualized responsive model,D005,In Progress,456511.03,3080073.66,Low
PRJ4128,Project Triple-buffered didactic parallelism,D010,Completed,326136.45,4732008.46,Medium
PRJ4129,Project Reverse-engineered coherent intranet,D019,Completed,329133.69,2413542.32,Critical
PRJ4130,Project Cloned interactive product,D007,Completed,938982.65,809809.38,Low
PRJ4131,Project Universal explicit neural-net,D008,Completed,682529.32,473251.88,Low
PRJ4132,Project Expanded eco-centric success,D006,In Progress,631443.65,160834.61,Medium
PRJ4133,Project Seamless human-resource budgetary management,D005,Completed,368108.8,2742521.25,Low
PRJ4134,Project Phased client-server knowledge user,D013,Completed,669626.24,1242084.31,Low
PRJ4135,Project Re-contextualized grid-enabled flexibility,D018,Completed,528101.92,860497.72,High
PRJ4136,Project Universal responsive framework,D014,In Progress,95335.81,1349258.27,Low
PRJ4137,Project Front-line multimedia open system,D011,In Progress,570659.21,870244.56,High
PRJ4138,Project Operative system-worthy moratorium,D019,Completed,552257.89,4450664.79,High
PRJ4139,Project Pre-emptive multimedia superstructure,D009,In Progress,141546.56,1155813.76,High
PRJ4140,Project Networked content-based frame,D011,In Progress,614359.65,4245569.44,Low
PRJ4141,Project Seamless context-sensitive algorithm,D002,Completed,669231.56,1786444.98,Medium
PRJ4142,Project Customizable grid-enabled algorithm,D001,Completed,673023.49,2245126.53,High
PRJ4143,Project Programmable fault-tolerant product,D013,Completed,812210.15,4532205.19,Critical
PRJ4144,Project Re-engineered even-keeled moratorium,D017,Planning,91858.3,1867319.09,Critical
PRJ4145,Project De-engineered user-facing flexibility,D007,Planning,241785.26,2467450.07,Critical
PRJ4146,Project Realigned uniform encoding,D019,In Progress,238718.28,4751821.67,Low
PRJ4147,Project Grass-roots transitional project,D010,Completed,971812.89,165033.07,Medium
PRJ4148,Project Distributed systematic definition,D004,Completed,330283.13,1966829.51,Critical
PRJ4149,Project Innovative leadingedge Internet solution,D015,In Progress,942253.72,655302.67,Low
PRJ4150,Project Ameliorated incremental moratorium,D010,Completed,418772.99,3843311.62,Low
PRJ4151,Project Multi-channeled intangible website,D010,Completed,207262.98,2058614.26,Critical
PRJ4152,Project Switchable composite collaboration,D008,Completed,921025.74,4019977.83,Critical
PRJ4153,Project Face-to-face asymmetric emulation,D016,In Progress,130309.67,4124354.87,High
PRJ4154,Project Re-engineered heuristic conglomeration,D014,Completed,118082.08,1180783.87,Low
PRJ4155,Project Intuitive tangible data-warehouse,D020,Completed,824449.38,4289321.49,High
PRJ4156,Project Seamless explicit secured line,D020,Completed,627517.94,4881812.3,Low
PRJ4157,Project Open-source 3rdgeneration pricing structure,D007,Completed,356080.63,1424118.31,Critical
PRJ4158,Project Visionary dedicated portal,D014,Completed,146971.87,2589189.3,Low
PRJ4159,Project Customer-focused local attitude,D010,Completed,428042.44,1684037.89,Low
PRJ4160,Project Vision-oriented user-facing website,D015,Planning,587965.39,3763712.93,Low
PRJ4161,Project Down-sized human-resource utilization,D001,Planning,230351.1,1594876.61,Medium
PRJ4162,Project Public-key mission-critical ability,D018,In Progress,598008.57,1598179.84,Low
PRJ4163,Project Streamlined coherent interface,D001,Cancelled,247020.87,3535907.2,Critical
PRJ4164,Project Innovative impactful moderator,D004,In Progress,533722.67,2269065.7,Medium
PRJ4165,Project Streamlined methodical policy,D003,Planning,276066.51,3880725.37,High
PRJ4166,Project Balanced maximized core,D016,Cancelled,184644.74,3270786.66,Critical
PRJ4167,Project Synergistic bandwidth-monitored protocol,D003,Planning,697132.3,2238929.07,High
PRJ4168,Project Expanded cohesive open system,D020,In Progress,124876.33,2873691.0,Critical
PRJ4169,Project Profound multimedia capacity,D003,In Progress,177602.96,362305.37,Critical
PRJ4170,Project Managed fault-tolerant migration,D017,Completed,988284.1,3634690.34,Low
PRJ4171,Project Self-enabling coherent architecture,D002,Completed,859000.28,1989308.46,Medium
PRJ4172,Project Expanded 24hour utilization,D015,Completed,978271.81,3374904.65,Medium
PRJ4173,Project Cross-group empowering artificial intelligence,D005,Completed,99938.32,1205224.98,High
PRJ4174,Project Digitized contextually-based customer loyalty,D009,Completed,31467.3,284160.82,High
PRJ4175,Project Fully-configurable bandwidth-monitored utilization,D016,Completed,520183.26,2317376.93,Critical
PRJ4176,Project Operative actuating productivity,D015,Planning,376763.42,4097979.39,Medium
PRJ4177,Project Right-sized 6thgeneration Internet solution,D004,Completed,631687.2,2232643.74,Medium
PRJ4178,Project Reverse-engineered well-modulated emulation,D001,Completed,61180.75,3928911.94,Low
PRJ4179,Project Progressive methodical help-desk,D009,Planning,914348.44,524416.48,High
PRJ4180,Project Sharable actuating framework,D012,Completed,330815.48,3085958.0,Critical
PRJ4181,Project Total 24hour functionalities,D004,In Progress,228335.8,2512723.22,Low
PRJ4182,Project Proactive value-added superstructure,D020,Planning,725571.04,4951569.65,High
PRJ4183,Project Assimilated homogeneous service-desk,D003,In Progress,540610.46,3365758.58,Medium
PRJ4184,Project Progressive impactful model,D010,In Progress,473482.88,4618662.91,High
PRJ4185,Project Visionary 5thgeneration data-warehouse,D020,Completed,687706.75,1054571.29,Low
PRJ4186,Project Robust well-modulated policy,D002,In Progress,834468.44,448345.11,Low
PRJ4187,Project Self-enabling zero tolerance adapter,D003,Planning,289584.31,892679.94,Low
PRJ4188,Project Proactive bifurcated leverage,D006,In Progress,714243.49,2472013.76,Low
PRJ4189,Project Assimilated non-volatile website,D011,Completed,583021.88,3643450.2,Medium
PRJ4190,Project Profit-focused tangible archive,D017,Completed,358612.33,1193867.26,Low
PRJ4191,Project Optional foreground installation,D003,In Progress,120014.32,980148.83,Critical
PRJ4192,Project Synchronized human-resource definition,D006,Completed,594323.38,98348.42,Low
PRJ4193,Project Front-line demand-driven complexity,D012,Completed,473960.96,443464.95,Critical
PRJ4194,Project Re-engineered dedicated success,D020,Completed,578822.22,1428442.75,High
PRJ4195,Project Multi-layered zero tolerance standardization,D013,In Progress,644615.77,3467435.77,Low
PRJ4196,Project Up-sized 5thgeneration solution,D018,Completed,971536.88,3854559.67,Medium
PRJ4197,Project Exclusive zero tolerance capacity,D004,Completed,243868.26,1361086.46,Critical
PRJ4198,Project Expanded bottom-line matrices,D008,Completed,215104.95,1320126.98,Low
PRJ4199,Project De-engineered static migration,D005,Completed,849249.95,212227.56,Medium
PRJ4200,Project Secured zero tolerance architecture,D016,Completed,469622.86,1071515.4,Critical
PRJ4201,Project Realigned intangible open architecture,D001,Completed,651399.99,646051.22,Critical
PRJ4202,Project Cross-platform bi-directional customer loyalty,D019,Completed,886394.07,3978347.47,Medium
PRJ4203,Project Digitized dedicated customer loyalty,D002,Completed,787402.0,397166.29,Medium
PRJ4204,Project Balanced 4thgeneration portal,D015,Completed,150310.34,2759791.75,Medium
PRJ4205,Project Polarized real-time pricing structure,D003,In Progress,112453.02,3982761.84,High
PRJ4206,Project Cross-group even-keeled extranet,D002,In Progress,59284.05,454719.35,Critical
PRJ4207,Project Pre-emptive reciprocal process improvement,D006,In Progress,939513.52,4255365.94,Critical
PRJ4208,Project Phased reciprocal projection,D008,In Progress,494018.53,4202608.14,Medium
PRJ4209,Project Polarized stable instruction set,D005,In Progress,719277.14,1904725.91,Low
PRJ4210,Project Persistent discrete initiative,D008,In Progress,493945.69,3255480.07,Low
PRJ4211,Project Triple-buffered regional orchestration,D014,In Progress,783561.05,4241890.58,Low
PRJ4212,Project Adaptive intangible open architecture,D016,Completed,732523.72,2777706.05,Medium
PRJ4213,Project Seamless empowering neural-net,D015,In Progress,864976.28,813035.84,Low
PRJ4214,Project Cloned bi-directional definition,D018,Completed,43872.03,3099451.81,Critical
PRJ4215,Project Business-focused bottom-line firmware,D017,In Progress,498743.71,2986237.59,Low
PRJ4216,Project Optimized eco-centric flexibility,D010,Completed,407481.24,4776516.56,High
PRJ4217,Project Compatible national analyzer,D014,Cancelled,660044.46,209469.22,High
PRJ4218,Project Reduced hybrid analyzer,D015,Completed,137479.83,4264576.02,High
PRJ4219,Project Distributed tertiary knowledge user,D005,In Progress,770585.89,1343336.16,High
PRJ4220,Project Persevering content-based Graphical User Interface,D009,Completed,417336.17,1184324.41,Critical
PRJ4221,Project Proactive systematic neural-net,D013,In Progress,853074.29,394430.87,Critical
PRJ4222,Project Centralized impactful benchmark,D020,Completed,897221.69,3948710.5,Critical
PRJ4223,Project Horizontal interactive policy,D009,Completed,318613.28,2639050.86,Medium
PRJ4224,Project Up-sized intangible challenge,D019,In Progress,899799.15,4591452.52,High
PRJ4225,Project Versatile composite flexibility,D003,Completed,160131.06,2457233.19,High
PRJ4226,Project Down-sized cohesive moderator,D014,Completed,988463.82,3261187.09,High
PRJ4227,Project Business-focused optimal strategy,D011,Planning,530605.84,3917256.4,Low
PRJ4228,Project Compatible fresh-thinking architecture,D012,Completed,439575.71,1522334.33,Low
PRJ4229,Project Devolved high-level core,D012,Completed,336494.65,144106.17,Critical
PRJ4230,Project Cross-group dedicated Local Area Network,D010,Completed,517386.45,2856171.94,Low
PRJ4231,Project Fundamental even-keeled throughput,D006,In Progress,85834.61,3694075.47,Low
PRJ4232,Project Function-based bi-directional intranet,D010,Completed,842133.71,3006366.95,Critical
PRJ4233,Project Monitored impactful access,D011,Completed,916478.73,3431941.29,Medium
PRJ4234,Project Open-architected leadingedge definition,D009,In Progress,12079.69,1408144.93,Medium
PRJ4235,Project Face-to-face asynchronous superstructure,D020,In Progress,869518.13,3468290.03,Medium
PRJ4236,Project Automated web-enabled algorithm,D011,In Progress,637592.89,147421.61,High
PRJ4237,Project Right-sized transitional collaboration,D019,In Progress,690439.76,3637408.28,Critical
PRJ4238,Project Open-source local system engine,D017,Completed,876038.85,2577043.85,Low
PRJ4239,Project Switchable coherent concept,D011,Planning,650543.9,689293.12,Medium
PRJ4240,Project Synchronized zero tolerance monitoring,D020,Completed,169053.84,2417108.97,Low
PRJ4241,Project Versatile tertiary knowledge user,D016,Completed,75621.51,3548236.37,Medium
PRJ4242,Project Networked well-modulated moratorium,D014,Planning,311635.91,3279467.05,High
PRJ4243,Project Centralized encompassing workforce,D001,Completed,156193.96,1716355.2,High
PRJ4244,Project Operative 4thgeneration system engine,D011,Completed,519770.38,2414415.0,Medium
PRJ4245,Project Multi-layered value-added firmware,D011,Planning,586603.87,1975702.67,High
PRJ4246,Project Universal directional attitude,D009,In Progress,299357.15,590988.23,High
PRJ4247,Project Reactive static alliance,D014,Completed,160182.34,410720.63,Low
PRJ4248,Project Multi-tiered optimizing model,D002,Cancelled,901905.85,334940.23,High
PRJ4249,Project Up-sized fault-tolerant pricing structure,D016,In Progress,925254.71,1490978.97,Critical
PRJ4250,Project Stand-alone holistic interface,D018,In Progress,876350.7,3435350.95,Low
PRJ4251,Project Team-oriented stable architecture,D016,In Progress,856518.07,1378536.35,High
PRJ4252,Project Extended multi-tasking encoding,D016,Completed,516243.68,2676587.72,Critical
PRJ4253,Project Intuitive upward-trending leverage,D013,In Progress,465273.69,4781497.1,High
PRJ4254,Project Centralized multi-tasking synergy,D012,In Progress,206159.9,818061.83,High
PRJ4255,Project Networked contextually-based knowledge user,D014,Completed,709080.69,1621311.02,Low
PRJ4256,Project Programmable analyzing info-mediaries,D016,In Progress,27902.6,3401689.66,Low
PRJ4257,Project Function-based high-level product,D003,In Progress,124800.97,3443648.13,Medium
PRJ4258,Project Adaptive homogeneous synergy,D018,In Progress,569339.58,3592938.64,Low
PRJ4259,Project Cross-platform solution-oriented portal,D007,Completed,432961.93,3864020.71,Critical
PRJ4260,Project Persevering global firmware,D019,In Progress,667777.77,2017249.25,Critical
PRJ4261,Project Multi-lateral fresh-thinking groupware,D020,Planning,911996.18,499054.65,Critical
PRJ4262,Project Enterprise-wide explicit service-desk,D020,Cancelled,460582.88,3853705.06,Critical
PRJ4263,Project Multi-lateral next generation forecast,D015,Completed,592233.43,503495.88,High
PRJ4264,Project Intuitive grid-enabled utilization,D002,In Progress,587969.98,4119756.79,Medium
PRJ4265,Project Implemented dynamic paradigm,D014,In Progress,773953.32,3162421.09,Medium
PRJ4266,Project Front-line high-level encoding,D019,In Progress,596613.21,3505621.74,High
PRJ4267,Project Multi-lateral optimal implementation,D014,Planning,932918.79,1281956.15,Medium
PRJ4268,Project Switchable actuating database,D004,In Progress,953447.41,4263315.38,Low
PRJ4269,Project Reverse-engineered dynamic encoding,D010,In Progress,340969.6,2692894.36,Medium
PRJ4270,Project Team-oriented coherent matrix,D002,Planning,648414.27,4202773.63,Medium
PRJ4271,Project Advanced coherent installation,D012,Completed,518638.37,1443445.19,Low
PRJ4272,Project Stand-alone system-worthy projection,D012,Completed,722900.69,2729809.24,High
PRJ4273,Project Face-to-face interactive ability,D004,Planning,505907.89,77478.57,High
PRJ4274,Project Total fresh-thinking software,D008,Completed,641044.14,4735900.08,Low
PRJ4275,Project Inverse hybrid secured line,D001,Completed,891247.73,2005390.21,Low
PRJ4276,Project Persistent 6thgeneration methodology,D020,Completed,887600.37,4685383.54,High
PRJ4277,Project Synergized explicit approach,D015,Completed,315671.36,3416865.39,Critical
PRJ4278,Project Innovative uniform interface,D013,Planning,270827.77,3279403.47,High
PRJ4279,Project Open-architected disintermediate contingency,D008,Completed,856222.92,1925490.83,Low
PRJ4280,Project Function-based zero administration utilization,D014,In Progress,589682.22,3094800.93,Critical
PRJ4281,Project Cross-group tertiary superstructure,D010,Completed,440648.91,905579.91,Medium
PRJ4282,Project Optimized foreground application,D009,In Progress,702819.1,3462791.98,High
PRJ4283,Project Fully-configurable maximized system engine,D006,Completed,519831.33,774526.65,Low
PRJ4284,Project Polarized zero-defect analyzer,D009,In Progress,699284.86,4224325.49,Low
PRJ4285,Project Ameliorated interactive matrix,D014,In Progress,495880.79,1117045.03,Low
PRJ4286,Project Programmable attitude-oriented emulation,D012,In Progress,567863.59,3944012.06,Low
PRJ4287,Project Pre-emptive mobile paradigm,D010,Planning,295162.94,1552233.45,High
PRJ4288,Project Re-engineered demand-driven artificial intelligence,D010,Planning,769030.76,1736300.8,High
PRJ4289,Project Centralized web-enabled groupware,D017,Completed,587044.64,2149692.48,Medium
PRJ4290,Project Reactive radical adapter,D013,In Progress,193784.96,249177.16,Medium
PRJ4291,Project Compatible content-based intranet,D012,Completed,543499.76,2823156.98,Low
PRJ4292,Project Re-engineered modular moratorium,D018,In Progress,856802.69,4867499.58,High
PRJ4293,Project Cross-group maximized database,D002,Completed,701699.25,1617045.38,Critical
PRJ4294,Project User-centric even-keeled knowledgebase,D013,In Progress,286841.8,4372638.01,Medium
PRJ4295,Project Distributed heuristic middleware,D018,Completed,619504.36,2527710.41,Low
PRJ4296,Project Diverse eco-centric implementation,D016,Completed,815466.24,247636.84,Low
PRJ4297,Project Grass-roots fault-tolerant policy,D006,Cancelled,962308.86,1306304.41,Medium
PRJ4298,Project Self-enabling executive collaboration,D005,Planning,338857.9,3074441.66,Critical
PRJ4299,Project Grass-roots web-enabled structure,D011,In Progress,532911.33,4859711.09,Critical
PRJ4300,Project Sharable composite flexibility,D020,Completed,745093.76,2851950.7,Critical
PRJ4301,Project Ergonomic encompassing forecast,D009,Completed,615655.61,4673249.73,High
PRJ4302,Project User-centric zero administration knowledgebase,D007,Planning,48645.63,3558281.86,Critical
PRJ4303,Project Synergistic composite project,D013,Completed,597890.13,1048407.45,Low
PRJ4304,Project Synergistic motivating core,D008,In Progress,206916.47,2371106.57,Critical
PRJ4305,Project Inverse explicit structure,D018,Cancelled,206689.84,2267771.33,Medium
