employee_id,skill_id,proficiency_level,target_level
EMP07601,SK0173,2,1
EMP07743,SK0035,4,1
EMP02412,SK0176,2,4
EMP04110,SK0088,2,5
EMP08370,SK0199,3,2
EMP00354,SK0087,2,2
EMP00806,SK0212,5,1
EMP01094,SK0195,4,4
EMP03142,SK0037,2,5
EMP00530,SK0255,2,3
EMP09986,SK0108,1,3
EMP00533,SK0205,4,1
EMP08465,SK0206,4,5
EMP01682,SK0007,2,2
EMP05325,SK0222,3,2
EMP07721,SK0278,2,3
EMP00862,SK0161,5,5
EMP06061,SK0102,1,4
EMP00713,SK0231,5,5
EMP05631,SK0085,3,3
EMP02957,SK0277,2,2
EMP05530,SK0088,3,3
EMP00244,SK0207,5,3
EMP08705,SK0177,4,2
EMP03596,SK0228,2,3
EMP04859,SK0222,2,4
EMP00961,SK0095,4,4
EMP01237,SK0010,1,3
EMP00787,SK0247,4,3
EMP00017,SK0096,3,1
EMP07702,SK0283,3,3
EMP03615,SK0165,1,1
EMP00195,SK0137,2,2
EMP03780,SK0262,2,4
EMP03873,SK0132,5,2
EMP07079,SK0079,4,1
EMP07261,SK0052,2,3
EMP09124,SK0266,3,3
EMP00700,SK0023,3,4
EMP08132,SK0150,1,3
EMP08872,SK0274,1,3
EMP02637,SK0014,3,3
EMP04341,SK0262,4,3
EMP08976,SK0019,1,3
EMP01983,SK0019,4,2
EMP03636,SK0235,2,4
EMP00012,SK0218,4,1
EMP05127,SK0216,1,2
EMP07509,SK0240,2,4
EMP05522,SK0189,3,5
EMP07822,SK0032,1,1
EMP03246,SK0110,1,3
EMP02927,SK0147,4,3
EMP01041,SK0288,1,3
EMP07979,SK0298,1,3
EMP05500,SK0030,1,2
EMP02190,SK0033,5,2
EMP06091,SK0060,3,1
EMP00978,SK0033,4,5
EMP03878,SK0002,5,5
EMP06401,SK0183,3,1
EMP02177,SK0146,3,4
EMP03104,SK0148,1,4
EMP07112,SK0162,4,5
EMP06702,SK0016,2,2
EMP08939,SK0176,4,2
EMP05751,SK0201,2,5
EMP03259,SK0004,5,3
EMP03051,SK0123,4,5
EMP05749,SK0098,4,3
EMP08025,SK0199,1,3
EMP04763,SK0091,3,1
EMP09074,SK0137,2,1
EMP00270,SK0219,5,5
EMP08185,SK0025,5,5
EMP04306,SK0275,3,2
EMP03552,SK0065,3,1
EMP08049,SK0049,4,1
EMP09635,SK0211,3,3
EMP01962,SK0083,3,3
EMP05946,SK0149,4,5
EMP02398,SK0172,4,1
EMP05701,SK0157,1,4
EMP04865,SK0061,4,1
EMP03937,SK0190,3,5
EMP06513,SK0133,5,2
EMP07433,SK0131,3,5
EMP09735,SK0132,4,3
EMP08127,SK0090,3,3
EMP00760,SK0040,2,1
EMP09748,SK0235,1,4
EMP08217,SK0026,1,2
EMP07664,SK0089,4,2
EMP07794,SK0216,2,2
EMP09750,SK0075,4,5
EMP08795,SK0118,3,3
EMP03239,SK0114,5,5
EMP01368,SK0013,3,3
EMP02979,SK0248,1,1
EMP09315,SK0281,5,4
EMP05208,SK0064,4,3
EMP09917,SK0228,5,2
EMP03843,SK0045,5,1
EMP03053,SK0300,5,4
EMP08038,SK0026,5,3
EMP05480,SK0289,4,3
EMP03559,SK0179,5,5
EMP06429,SK0248,3,2
EMP08701,SK0015,1,4
EMP02554,SK0129,4,3
EMP04498,SK0253,1,2
EMP06615,SK0295,1,3
EMP07215,SK0239,5,1
EMP08240,SK0099,2,5
EMP06579,SK0074,5,5
EMP04774,SK0262,5,5
EMP09429,SK0157,1,3
EMP05071,SK0233,2,2
EMP01037,SK0294,2,4
EMP06993,SK0239,4,4
EMP02206,SK0201,5,1
EMP04370,SK0250,4,3
EMP08759,SK0060,3,4
EMP04965,SK0292,4,2
EMP06755,SK0294,5,5
EMP03960,SK0120,4,4
EMP06352,SK0210,1,3
EMP07842,SK0119,5,2
EMP05821,SK0085,5,2
EMP02246,SK0226,4,4
EMP06205,SK0068,2,4
EMP06479,SK0211,5,3
EMP07762,SK0151,1,4
EMP02219,SK0245,5,4
EMP08787,SK0210,2,1
EMP09236,SK0103,4,4
EMP07072,SK0210,5,2
EMP01917,SK0278,3,5
EMP07043,SK0066,4,4
EMP05837,SK0046,4,1
EMP00908,SK0192,1,1
EMP07495,SK0110,4,3
EMP05584,SK0239,1,4
EMP02852,SK0013,1,4
EMP02750,SK0043,1,5
EMP07152,SK0023,5,4
EMP03157,SK0093,4,4
EMP06526,SK0130,4,4
EMP02293,SK0262,2,2
EMP01710,SK0163,2,2
EMP08975,SK0156,5,3
EMP01918,SK0145,1,5
EMP03453,SK0193,3,5
EMP07232,SK0152,3,2
EMP09048,SK0267,5,5
EMP03348,SK0287,2,4
EMP08136,SK0127,5,5
EMP05895,SK0250,2,3
EMP09012,SK0244,2,2
EMP07148,SK0064,1,4
EMP00489,SK0235,1,1
EMP00735,SK0068,4,5
EMP02264,SK0229,1,3
EMP08319,SK0040,2,5
EMP07700,SK0123,5,1
EMP07720,SK0126,4,3
EMP09239,SK0014,4,1
EMP05641,SK0096,2,1
EMP04094,SK0267,3,1
EMP07334,SK0289,5,5
EMP00626,SK0269,5,4
EMP07921,SK0201,1,2
EMP03360,SK0055,3,1
EMP02219,SK0069,2,1
EMP02197,SK0260,1,3
EMP09749,SK0221,2,2
EMP07761,SK0101,5,1
EMP01142,SK0046,2,2
EMP01468,SK0271,5,5
EMP07340,SK0008,2,4
EMP09867,SK0013,2,5
EMP08768,SK0175,2,4
EMP00259,SK0059,1,4
EMP02270,SK0066,3,1
EMP09067,SK0032,4,2
EMP03422,SK0063,1,3
EMP09347,SK0221,2,5
EMP08888,SK0093,5,4
EMP06840,SK0272,3,4
EMP08915,SK0228,5,1
EMP04424,SK0082,4,5
EMP03179,SK0233,3,2
EMP08464,SK0282,1,2
EMP06220,SK0300,3,4
EMP03047,SK0046,5,3
EMP09800,SK0278,3,3
EMP04314,SK0067,4,3
EMP03977,SK0201,1,2
EMP05265,SK0082,5,1
EMP08392,SK0105,4,1
EMP02786,SK0179,4,4
EMP08282,SK0062,5,3
EMP08865,SK0102,5,3
EMP02860,SK0115,1,4
EMP03459,SK0222,4,2
EMP01607,SK0032,1,1
EMP08848,SK0281,3,3
EMP08706,SK0035,5,2
EMP01238,SK0162,5,3
EMP03311,SK0021,5,5
EMP00681,SK0130,1,3
EMP09579,SK0132,2,2
EMP03184,SK0232,5,5
EMP02339,SK0057,2,5
EMP06794,SK0026,1,3
EMP02509,SK0187,1,3
EMP09862,SK0021,4,5
EMP03765,SK0253,2,4
EMP07798,SK0102,3,2
EMP06894,SK0155,2,4
EMP02869,SK0066,2,2
EMP06965,SK0157,3,4
EMP03280,SK0286,5,3
EMP08807,SK0148,4,5
EMP09116,SK0139,1,2
EMP04353,SK0220,1,3
EMP05778,SK0244,1,1
EMP00625,SK0018,3,2
EMP07186,SK0138,3,5
EMP06637,SK0140,4,3
EMP04923,SK0232,5,1
EMP05762,SK0228,2,1
EMP02487,SK0140,3,5
EMP00363,SK0125,5,3
EMP04823,SK0286,1,4
EMP04211,SK0070,4,1
EMP01468,SK0013,5,2
EMP09157,SK0168,2,2
EMP01778,SK0164,4,1
EMP08366,SK0098,2,3
EMP03883,SK0199,3,2
EMP04260,SK0176,3,1
EMP00328,SK0001,1,5
EMP04058,SK0062,1,2
EMP00398,SK0088,3,3
EMP02680,SK0065,4,4
EMP09622,SK0111,4,4
EMP00774,SK0250,3,2
EMP08363,SK0180,3,5
EMP01639,SK0241,3,1
EMP01661,SK0125,3,2
EMP05865,SK0133,3,3
EMP07736,SK0001,3,5
EMP04108,SK0088,2,1
EMP00432,SK0187,5,3
EMP03838,SK0023,3,2
EMP03009,SK0167,4,2
EMP02013,SK0009,2,3
EMP07899,SK0056,1,1
EMP08233,SK0229,1,1
EMP01344,SK0112,5,1
EMP09742,SK0216,3,1
EMP01718,SK0210,4,4
EMP00459,SK0094,3,2
EMP01691,SK0167,5,5
EMP02982,SK0226,4,4
EMP09003,SK0068,4,1
EMP08187,SK0062,1,4
EMP07807,SK0166,5,5
EMP01946,SK0095,3,5
EMP03866,SK0234,1,5
EMP05475,SK0081,3,3
EMP02189,SK0031,4,1
EMP09107,SK0219,2,3
EMP09573,SK0231,3,4
EMP02421,SK0200,3,1
EMP03358,SK0118,4,3
EMP02408,SK0131,4,2
EMP04117,SK0212,2,3
EMP00463,SK0175,5,3
EMP07913,SK0113,2,5
EMP08862,SK0024,2,2
EMP00861,SK0230,4,2
EMP06195,SK0060,3,5
EMP04902,SK0073,5,5
EMP01338,SK0045,4,3
EMP02937,SK0224,3,2
EMP08492,SK0132,2,4
EMP04569,SK0171,1,5
EMP09483,SK0211,3,1
EMP08209,SK0014,5,2
EMP08499,SK0187,3,5
EMP05543,SK0037,5,3
EMP08231,SK0153,4,3
EMP04895,SK0065,5,5
EMP07387,SK0195,1,1
EMP07537,SK0163,1,1
EMP00640,SK0295,2,4
EMP01546,SK0030,4,3
EMP06546,SK0154,5,1
EMP06966,SK0155,1,2
EMP06013,SK0186,4,4
EMP07001,SK0157,1,1
EMP07727,SK0015,4,2
EMP01569,SK0110,2,3
EMP01118,SK0239,4,1
EMP09866,SK0186,5,2
EMP01353,SK0218,1,3
EMP06170,SK0229,2,2
EMP09658,SK0080,1,5
EMP05202,SK0145,5,5
EMP01434,SK0074,5,5
EMP08145,SK0262,3,5
EMP04833,SK0203,3,5
EMP07834,SK0121,5,4
EMP03667,SK0076,5,3
EMP03889,SK0054,5,4
EMP02839,SK0187,2,2
EMP05829,SK0148,5,4
EMP02467,SK0003,2,5
EMP05119,SK0144,2,2
EMP02104,SK0141,3,1
EMP04218,SK0230,5,2
EMP03824,SK0013,2,4
EMP03910,SK0288,3,1
EMP01673,SK0247,4,2
EMP02582,SK0068,5,3
EMP08120,SK0017,1,3
EMP09328,SK0265,2,5
EMP03077,SK0100,1,3
EMP02851,SK0195,3,2
EMP02384,SK0243,5,2
EMP05618,SK0196,5,1
EMP08982,SK0292,3,3
EMP08559,SK0233,5,1
EMP09816,SK0175,2,1
EMP01192,SK0230,3,3
EMP07239,SK0158,2,1
EMP05059,SK0245,5,2
EMP02404,SK0044,2,3
EMP06221,SK0019,2,1
EMP08537,SK0298,1,4
EMP04912,SK0144,5,2
EMP03577,SK0298,2,4
EMP02627,SK0276,5,5
EMP03725,SK0009,1,3
EMP00938,SK0072,4,2
EMP01375,SK0261,1,2
EMP01433,SK0290,4,5
EMP09036,SK0145,4,4
EMP07723,SK0154,2,2
EMP05837,SK0185,5,4
EMP06565,SK0138,4,1
EMP03762,SK0288,4,2
EMP07709,SK0096,2,4
EMP00812,SK0159,3,1
EMP01154,SK0090,3,4
EMP01084,SK0135,5,2
EMP01753,SK0016,3,3
EMP07157,SK0190,2,3
EMP03029,SK0119,5,4
EMP00489,SK0058,5,2
EMP00109,SK0287,4,5
EMP02185,SK0250,3,2
EMP05491,SK0125,5,3
EMP03068,SK0028,4,4
EMP02863,SK0007,1,3
EMP00784,SK0003,3,4
EMP03510,SK0032,4,5
EMP02951,SK0173,2,2
EMP08757,SK0212,2,1
EMP03863,SK0168,2,2
EMP01785,SK0253,1,4
EMP03672,SK0006,4,4
EMP08619,SK0191,1,3
EMP07235,SK0109,1,1
EMP02945,SK0028,1,3
EMP05113,SK0108,5,1
EMP06955,SK0073,5,1
EMP00382,SK0029,4,4
EMP02697,SK0250,2,2
EMP04106,SK0193,2,4
EMP09690,SK0281,3,4
EMP06713,SK0290,2,1
EMP03920,SK0044,4,2
EMP02013,SK0039,4,1
EMP04763,SK0202,1,4
EMP00584,SK0099,4,4
EMP01241,SK0131,2,5
EMP04408,SK0227,3,3
EMP08088,SK0162,2,1
EMP07210,SK0002,2,5
EMP07981,SK0030,5,3
EMP01109,SK0207,5,1
EMP08173,SK0240,4,2
EMP03791,SK0115,2,3
EMP05629,SK0227,4,5
EMP01083,SK0272,2,2
EMP09890,SK0146,2,4
EMP09992,SK0166,5,5
EMP06026,SK0130,4,1
EMP08014,SK0255,3,1
EMP04436,SK0086,4,3
EMP05508,SK0067,5,3
EMP01671,SK0150,5,5
EMP01323,SK0266,5,4
EMP00349,SK0142,3,5
EMP06512,SK0247,1,2
EMP07035,SK0145,5,2
EMP07137,SK0269,4,1
EMP06341,SK0010,5,2
EMP06763,SK0102,3,1
EMP07829,SK0052,5,3
EMP04041,SK0116,5,5
EMP01132,SK0108,1,3
EMP02127,SK0204,1,1
EMP05822,SK0282,4,3
EMP06182,SK0265,1,2
EMP04402,SK0199,2,3
EMP00168,SK0161,3,5
EMP07157,SK0258,2,3
EMP07874,SK0290,3,3
EMP04934,SK0007,4,3
EMP06126,SK0123,1,4
EMP08280,SK0130,2,5
EMP08581,SK0156,3,3
EMP08398,SK0255,3,3
EMP03140,SK0090,2,1
EMP05717,SK0028,4,3
EMP08990,SK0142,3,1
EMP02203,SK0068,4,3
EMP01042,SK0141,1,1
EMP05419,SK0025,4,3
EMP09320,SK0118,4,3
EMP07710,SK0143,4,5
EMP04464,SK0246,2,5
EMP08874,SK0016,5,4
EMP05167,SK0233,5,1
EMP04504,SK0235,4,2
EMP06584,SK0215,3,2
EMP02880,SK0232,3,4
EMP07698,SK0059,5,1
EMP02824,SK0085,3,3
EMP05561,SK0282,5,5
EMP07837,SK0105,1,3
EMP09635,SK0132,4,2
EMP07720,SK0094,4,3
EMP07246,SK0238,3,2
EMP07993,SK0118,1,1
EMP04054,SK0207,1,2
EMP03651,SK0254,2,4
EMP09018,SK0212,4,1
EMP09186,SK0300,3,5
EMP00752,SK0180,2,2
EMP00205,SK0108,2,1
EMP06653,SK0007,4,3
EMP05794,SK0176,2,1
EMP01155,SK0193,4,4
EMP03998,SK0229,3,4
EMP06594,SK0291,3,3
EMP05034,SK0053,3,2
EMP02704,SK0264,5,2
EMP00562,SK0221,4,4
EMP06167,SK0154,1,5
EMP07398,SK0254,4,4
EMP00384,SK0179,4,2
EMP02873,SK0096,4,3
EMP03892,SK0033,5,1
EMP03265,SK0115,1,4
EMP09850,SK0278,5,2
EMP08047,SK0121,1,2
EMP06299,SK0260,4,1
EMP07309,SK0025,3,4
EMP03210,SK0093,5,5
EMP06518,SK0195,4,2
EMP08668,SK0116,2,5
EMP01316,SK0240,3,1
EMP02795,SK0090,3,4
EMP02912,SK0197,4,1
EMP01598,SK0097,5,5
EMP01303,SK0240,2,1
EMP06455,SK0199,4,4
EMP09052,SK0217,2,2
EMP00312,SK0077,4,5
EMP06555,SK0111,2,2
EMP06023,SK0068,1,3
EMP00174,SK0120,3,5
EMP01563,SK0070,1,1
EMP04714,SK0198,1,3
EMP00258,SK0230,3,4
EMP05710,SK0225,5,2
EMP07810,SK0031,5,5
EMP09519,SK0173,5,3
EMP09465,SK0011,4,2
EMP07472,SK0224,3,4
EMP09918,SK0128,5,5
EMP01539,SK0059,4,5
EMP00868,SK0003,2,4
EMP00150,SK0202,2,2
EMP04709,SK0211,3,5
EMP05194,SK0174,3,3
EMP04979,SK0008,1,3
EMP05948,SK0132,3,3
EMP03943,SK0093,3,3
EMP05867,SK0192,3,2
EMP08224,SK0179,1,1
EMP09413,SK0155,2,2
EMP04397,SK0217,3,2
EMP03840,SK0297,5,2
EMP02078,SK0121,2,1
EMP04630,SK0248,5,4
EMP06233,SK0050,3,5
EMP01498,SK0101,2,1
EMP02979,SK0158,5,5
EMP00301,SK0032,4,3
EMP06370,SK0272,3,5
EMP01164,SK0105,2,5
EMP01651,SK0179,2,1
EMP08024,SK0020,5,4
EMP09075,SK0058,1,4
EMP00152,SK0131,2,5
EMP09513,SK0106,2,3
EMP01653,SK0117,3,3
EMP05233,SK0070,2,1
EMP03211,SK0221,5,1
EMP00482,SK0269,5,2
EMP01105,SK0098,4,3
EMP07398,SK0057,5,2
EMP08175,SK0298,2,2
EMP03508,SK0291,4,4
EMP07253,SK0191,3,5
EMP03504,SK0288,3,3
EMP01764,SK0066,1,1
EMP01015,SK0298,2,2
EMP09954,SK0201,1,3
EMP01172,SK0176,1,3
EMP01400,SK0253,3,1
EMP01658,SK0203,4,4
EMP06897,SK0209,2,4
EMP02489,SK0157,2,5
EMP05436,SK0086,1,3
EMP05664,SK0216,5,1
EMP03744,SK0132,3,3
EMP08708,SK0083,3,5
EMP09893,SK0257,2,5
EMP00365,SK0251,4,2
EMP02790,SK0045,1,4
EMP06864,SK0219,1,2
EMP09881,SK0063,4,4
EMP00986,SK0052,5,4
EMP00770,SK0026,4,5
EMP08314,SK0251,1,1
EMP05900,SK0099,3,4
EMP08956,SK0022,2,1
EMP08436,SK0218,1,5
EMP08987,SK0213,5,4
EMP03014,SK0068,4,2
EMP03542,SK0077,2,1
EMP01859,SK0255,1,5
EMP04712,SK0032,1,4
EMP06443,SK0209,3,4
EMP02536,SK0088,1,2
EMP01210,SK0092,4,3
EMP06551,SK0241,5,3
EMP04918,SK0034,3,1
EMP01322,SK0206,2,4
EMP00331,SK0297,2,3
EMP05770,SK0185,5,5
EMP06202,SK0175,1,4
EMP04543,SK0240,1,2
EMP01607,SK0298,3,1
EMP03336,SK0178,5,5
EMP02363,SK0062,4,4
EMP02723,SK0094,4,1
EMP09808,SK0160,2,3
EMP00907,SK0124,5,4
EMP01286,SK0231,3,1
EMP03775,SK0042,2,4
EMP01423,SK0010,2,4
EMP01846,SK0293,3,4
EMP06394,SK0235,1,1
EMP04990,SK0122,4,4
EMP03242,SK0025,5,1
EMP08306,SK0273,1,2
EMP05149,SK0069,5,3
EMP04304,SK0062,2,1
EMP00552,SK0100,2,2
EMP02791,SK0160,2,2
EMP00121,SK0275,3,5
EMP08038,SK0156,3,2
EMP03019,SK0105,3,4
EMP06901,SK0152,4,3
EMP00769,SK0163,1,2
EMP08863,SK0189,1,1
EMP02808,SK0282,3,5
EMP09686,SK0133,4,2
EMP03735,SK0142,1,1
EMP05640,SK0264,5,5
EMP07332,SK0165,4,4
EMP00912,SK0092,2,1
EMP00006,SK0232,2,1
EMP06857,SK0115,5,5
EMP07653,SK0159,5,1
EMP02702,SK0222,3,5
EMP03704,SK0004,2,4
EMP02689,SK0033,4,4
EMP05305,SK0224,2,2
EMP05049,SK0255,2,3
EMP04843,SK0009,3,4
EMP01952,SK0226,5,2
EMP01014,SK0097,5,2
EMP07146,SK0266,3,2
EMP07095,SK0268,3,2
EMP06971,SK0187,4,2
EMP03502,SK0275,4,2
EMP05063,SK0114,1,2
EMP08773,SK0271,1,2
EMP07721,SK0230,3,5
EMP01769,SK0047,3,2
EMP08131,SK0229,3,5
EMP07137,SK0255,4,1
EMP00585,SK0268,4,2
EMP07917,SK0164,1,5
EMP09644,SK0158,5,2
EMP05074,SK0093,5,4
EMP09181,SK0005,3,2
EMP05067,SK0054,1,3
EMP08138,SK0011,1,3
EMP00322,SK0050,3,3
EMP07072,SK0285,5,4
EMP00243,SK0003,5,5
EMP09345,SK0176,4,1
EMP06879,SK0018,4,5
EMP08416,SK0012,4,4
EMP05877,SK0194,4,4
EMP02835,SK0292,3,1
EMP07407,SK0015,3,4
EMP03312,SK0288,5,5
EMP03083,SK0080,1,5
EMP04999,SK0152,4,2
EMP08625,SK0124,3,2
EMP07685,SK0207,3,1
EMP03420,SK0289,5,2
EMP08974,SK0143,1,4
EMP03632,SK0175,3,4
EMP03799,SK0268,3,5
EMP00934,SK0071,3,1
EMP09270,SK0028,3,1
EMP00238,SK0020,5,3
EMP04013,SK0101,2,5
EMP04845,SK0068,3,3
EMP09935,SK0030,5,3
EMP00365,SK0206,3,4
EMP07530,SK0262,1,5
EMP01272,SK0114,3,5
EMP01789,SK0232,1,2
EMP04191,SK0201,2,4
EMP07321,SK0130,3,4
EMP02161,SK0081,3,1
EMP03948,SK0266,1,2
EMP06889,SK0079,2,2
EMP07458,SK0062,5,4
EMP06041,SK0191,4,2
EMP06185,SK0062,2,4
EMP02047,SK0245,3,4
EMP09246,SK0271,4,5
EMP02215,SK0079,5,1
EMP08276,SK0264,1,5
EMP03887,SK0155,5,3
EMP00190,SK0141,2,5
EMP02280,SK0215,4,1
EMP04816,SK0009,1,3
EMP03089,SK0284,4,3
EMP07550,SK0237,1,1
EMP03952,SK0183,1,5
EMP03125,SK0155,1,2
EMP06179,SK0077,1,1
EMP04507,SK0100,1,4
EMP00167,SK0150,5,3
EMP06220,SK0086,4,3
EMP05901,SK0014,3,4
EMP02791,SK0039,1,1
EMP03120,SK0192,3,4
EMP09007,SK0279,1,4
EMP07687,SK0119,4,1
EMP07171,SK0169,3,3
EMP06181,SK0077,4,5
EMP09895,SK0150,1,5
EMP07549,SK0013,5,2
EMP06541,SK0042,1,3
EMP09856,SK0219,2,5
EMP02334,SK0194,3,2
EMP08795,SK0112,3,2
EMP01718,SK0239,4,3
EMP09275,SK0101,5,3
EMP09703,SK0203,4,2
EMP00126,SK0237,4,1
EMP09787,SK0028,2,3
EMP08684,SK0165,5,4
EMP05216,SK0146,1,5
EMP09795,SK0199,4,2
EMP01030,SK0260,2,3
EMP08751,SK0234,3,4
EMP03816,SK0091,5,3
EMP02929,SK0058,3,4
EMP01932,SK0284,4,5
EMP07237,SK0034,2,4
EMP03770,SK0023,1,2
EMP03967,SK0247,4,5
EMP05470,SK0251,4,3
EMP00876,SK0044,3,2
EMP04449,SK0065,4,4
EMP09198,SK0240,3,3
EMP01788,SK0131,1,3
EMP01187,SK0144,3,1
EMP09067,SK0225,1,1
EMP03360,SK0088,4,2
EMP01881,SK0154,1,4
EMP08493,SK0138,4,5
EMP05838,SK0134,3,4
EMP05988,SK0093,3,2
EMP04491,SK0287,5,1
EMP01728,SK0163,1,3
EMP03216,SK0107,5,3
EMP04367,SK0105,1,3
EMP09670,SK0142,3,4
EMP05483,SK0081,4,2
EMP08347,SK0080,5,4
EMP00900,SK0054,5,3
EMP00018,SK0123,2,4
EMP09792,SK0005,2,1
EMP08474,SK0270,4,2
EMP05667,SK0274,2,5
EMP03494,SK0108,5,1
EMP07686,SK0116,4,2
EMP07108,SK0093,3,1
EMP06047,SK0117,3,3
EMP03412,SK0190,3,5
EMP04891,SK0282,1,3
EMP05142,SK0176,4,1
EMP07696,SK0118,4,2
EMP07233,SK0049,2,2
EMP04581,SK0246,2,3
EMP02494,SK0251,4,1
EMP06763,SK0253,3,2
EMP05924,SK0278,5,1
EMP08065,SK0225,2,1
EMP07697,SK0139,2,4
EMP07540,SK0299,2,5
EMP09703,SK0076,2,4
EMP05797,SK0108,2,2
EMP01697,SK0028,1,5
EMP07412,SK0040,5,3
EMP05016,SK0165,3,3
EMP03209,SK0121,4,2
EMP02813,SK0151,5,3
EMP06388,SK0059,1,3
EMP03317,SK0168,2,3
EMP01278,SK0112,4,2
EMP01026,SK0060,5,5
EMP02919,SK0229,1,2
EMP02086,SK0086,4,2
EMP07060,SK0256,2,1
EMP05490,SK0261,5,2
EMP09021,SK0054,4,3
EMP03258,SK0159,1,5
EMP00865,SK0129,4,4
EMP01845,SK0299,5,5
EMP05229,SK0076,3,3
EMP09582,SK0073,2,2
EMP00969,SK0041,1,4
EMP02114,SK0034,2,4
EMP08749,SK0077,2,3
EMP00875,SK0235,3,3
EMP00037,SK0128,4,4
EMP09102,SK0139,3,1
EMP03658,SK0212,5,4
EMP00356,SK0133,4,1
EMP03930,SK0296,4,2
EMP09534,SK0121,2,3
EMP07762,SK0001,1,2
EMP09318,SK0190,3,4
EMP06610,SK0281,5,4
EMP00604,SK0300,4,1
EMP00785,SK0008,4,4
EMP03761,SK0225,2,1
EMP07921,SK0295,2,1
EMP09152,SK0143,1,5
EMP00540,SK0198,4,4
EMP04604,SK0277,4,5
EMP06196,SK0227,4,3
EMP07863,SK0147,2,1
EMP09364,SK0131,3,3
EMP06032,SK0141,4,5
EMP00882,SK0043,2,3
EMP01495,SK0128,3,1
EMP06613,SK0177,3,1
EMP09579,SK0271,5,3
EMP06129,SK0188,2,4
EMP09064,SK0162,3,1
EMP01999,SK0177,5,2
EMP05145,SK0262,5,3
EMP09553,SK0215,5,5
EMP06398,SK0135,2,5
EMP02695,SK0231,3,3
EMP01870,SK0188,4,4
EMP05657,SK0246,5,1
EMP06192,SK0058,4,5
EMP01653,SK0175,5,4
EMP09591,SK0018,5,5
EMP04422,SK0299,1,1
EMP03930,SK0198,3,3
EMP05060,SK0006,2,3
EMP03746,SK0282,3,2
EMP08280,SK0243,2,3
EMP07025,SK0024,1,3
EMP03674,SK0053,1,4
EMP00637,SK0155,3,3
EMP05505,SK0109,2,4
EMP05275,SK0025,3,4
EMP06535,SK0213,1,1
EMP08863,SK0260,1,2
EMP05823,SK0168,3,5
EMP02282,SK0006,3,1
EMP04659,SK0085,2,2
EMP02548,SK0216,1,2
EMP08352,SK0111,5,5
EMP01891,SK0004,1,4
EMP08700,SK0207,4,2
EMP00684,SK0001,1,5
EMP00467,SK0073,5,2
EMP01566,SK0029,5,5
EMP05835,SK0224,4,5
EMP04980,SK0055,1,5
EMP04437,SK0112,3,1
EMP00459,SK0279,1,4
EMP05087,SK0120,2,2
EMP04773,SK0039,2,4
EMP04340,SK0175,2,1
EMP05383,SK0280,3,1
EMP02744,SK0071,3,5
EMP08787,SK0290,5,2
EMP08421,SK0118,5,3
EMP03388,SK0251,2,5
EMP00303,SK0051,5,2
EMP06885,SK0070,3,1
EMP03801,SK0236,1,1
EMP01834,SK0045,1,5
EMP02032,SK0056,2,5
EMP00545,SK0052,3,3
EMP05375,SK0166,2,1
EMP01996,SK0009,5,4
EMP08412,SK0010,1,5
EMP00023,SK0233,5,1
EMP07277,SK0052,1,3
EMP05343,SK0264,3,2
EMP08699,SK0187,4,5
EMP01821,SK0009,5,2
EMP06095,SK0120,4,2
EMP01269,SK0106,2,1
EMP04245,SK0171,3,5
EMP09253,SK0113,1,2
EMP03117,SK0009,4,5
EMP03498,SK0292,1,4
EMP04766,SK0167,1,2
EMP09177,SK0053,2,4
EMP04356,SK0255,4,2
EMP03845,SK0046,3,2
EMP00761,SK0210,3,5
EMP05851,SK0196,4,5
EMP06471,SK0083,3,4
EMP01012,SK0060,3,3
EMP09949,SK0225,2,3
EMP00735,SK0178,4,3
EMP08771,SK0264,5,3
EMP02916,SK0256,3,1
EMP09739,SK0148,3,5
EMP05652,SK0285,5,1
EMP00677,SK0290,4,1
EMP09387,SK0133,1,1
EMP02457,SK0095,4,4
EMP06961,SK0135,4,4
EMP05634,SK0201,3,3
EMP02750,SK0272,2,3
EMP00566,SK0089,5,5
EMP08389,SK0021,4,4
EMP05939,SK0068,3,1
EMP04726,SK0285,3,1
EMP03682,SK0146,5,3
EMP02711,SK0146,3,3
EMP09509,SK0230,5,4
EMP04724,SK0216,3,4
EMP08483,SK0294,1,3
EMP09579,SK0283,3,5
EMP04592,SK0237,5,2
EMP08243,SK0098,5,4
EMP03106,SK0244,5,2
EMP04892,SK0206,3,1
EMP02776,SK0284,2,4
EMP07182,SK0027,2,2
EMP08752,SK0073,1,4
EMP05854,SK0278,3,5
EMP00298,SK0300,1,1
EMP04320,SK0048,1,3
EMP06544,SK0243,3,5
EMP01941,SK0102,3,3
EMP06301,SK0295,5,3
EMP03714,SK0018,3,4
EMP00269,SK0213,2,3
EMP02008,SK0120,5,5
EMP02910,SK0276,1,3
EMP04456,SK0005,4,3
EMP01634,SK0162,4,2
EMP05253,SK0141,2,4
EMP06317,SK0090,4,1
EMP03033,SK0258,5,2
EMP07346,SK0048,1,2
EMP04680,SK0274,4,4
EMP07530,SK0275,4,3
EMP02485,SK0028,2,1
EMP06432,SK0137,3,1
EMP02148,SK0035,2,2
EMP03775,SK0163,3,3
EMP09616,SK0218,3,2
EMP09967,SK0107,1,4
EMP01700,SK0052,2,3
EMP06441,SK0288,2,4
EMP08831,SK0172,2,5
EMP05974,SK0263,5,5
EMP05011,SK0057,5,3
EMP06571,SK0195,5,5
