employee_id,project_id,role,hours_allocated
EMP09994,PRJ2105,Contributor,180
EMP05129,PRJ3270,Reviewer,243
EMP09033,PRJ0021,Reviewer,316
EMP08208,PRJ1682,Lead,179
EMP04799,PRJ0444,Reviewer,349
EMP06382,PRJ3936,Contributor,293
EMP05325,PRJ4092,Manager,417
EMP01915,PRJ4053,Manager,263
EMP06146,PRJ2597,Manager,60
EMP05928,PRJ1525,Lead,406
EMP07666,PRJ2747,Reviewer,416
EMP02686,PRJ2423,Manager,116
EMP07006,PRJ4261,Lead,21
EMP08021,PRJ2979,Manager,136
EMP03394,PRJ2869,Manager,155
EMP00552,PRJ0904,Reviewer,421
EMP00395,PRJ0779,Lead,441
EMP01260,PRJ2090,Reviewer,226
EMP07620,PRJ0702,Reviewer,177
EMP06614,PRJ3565,Lead,180
EMP09784,PRJ3826,Reviewer,484
EMP09592,PRJ1453,Reviewer,447
EMP04897,PRJ0772,Manager,409
EMP08496,PRJ4314,Lead,476
EMP04890,PRJ0981,Reviewer,325
EMP07699,PRJ4671,Reviewer,492
EMP08284,PRJ1687,Reviewer,23
EMP04997,PRJ1165,Reviewer,212
EMP07109,PRJ4869,Reviewer,317
EMP09267,PRJ4460,Manager,391
EMP06370,PRJ3260,Reviewer,126
EMP00426,PRJ3021,Contributor,177
EMP00739,PRJ2541,Reviewer,173
EMP06605,PRJ2676,Contributor,464
EMP08990,PRJ0849,Reviewer,294
EMP09330,PRJ0085,Manager,10
EMP00729,PRJ0493,Manager,365
EMP05927,PRJ2615,Manager,151
EMP08978,PRJ0598,Contributor,165
EMP00585,PRJ0394,Manager,364
EMP01665,PRJ0712,Contributor,281
EMP04090,PRJ3634,Contributor,83
EMP01748,PRJ4874,Lead,326
EMP05471,PRJ1015,Contributor,400
EMP08108,PRJ1865,Lead,91
EMP02979,PRJ3022,Reviewer,498
EMP00579,PRJ4502,Reviewer,162
EMP03944,PRJ0611,Lead,227
EMP06054,PRJ3043,Reviewer,361
EMP08105,PRJ4537,Reviewer,487
EMP05931,PRJ1627,Reviewer,245
EMP09012,PRJ1234,Lead,70
EMP01413,PRJ2208,Manager,374
EMP05843,PRJ3585,Contributor,267
EMP02424,PRJ2559,Reviewer,129
EMP03406,PRJ0277,Contributor,284
EMP09464,PRJ1086,Contributor,369
EMP04440,PRJ3439,Reviewer,197
EMP08741,PRJ1773,Lead,192
EMP01760,PRJ2241,Reviewer,371
EMP01807,PRJ4798,Lead,327
EMP07862,PRJ3933,Manager,367
EMP03256,PRJ1368,Lead,259
EMP01025,PRJ2786,Lead,203
EMP04669,PRJ1640,Lead,450
EMP03991,PRJ2970,Contributor,194
EMP03599,PRJ0953,Contributor,370
EMP07042,PRJ1428,Reviewer,138
EMP06101,PRJ4611,Manager,63
EMP01886,PRJ0837,Manager,454
EMP02440,PRJ1656,Reviewer,281
EMP01533,PRJ2611,Contributor,376
EMP07704,PRJ3639,Reviewer,303
EMP01536,PRJ1784,Reviewer,471
EMP07415,PRJ0365,Lead,69
EMP06902,PRJ4678,Lead,103
EMP01782,PRJ3833,Contributor,90
EMP03840,PRJ2168,Contributor,312
EMP05659,PRJ3385,Reviewer,311
EMP07703,PRJ3902,Reviewer,15
EMP01666,PRJ1270,Lead,111
EMP09244,PRJ1572,Manager,235
EMP05128,PRJ0245,Manager,134
EMP00270,PRJ4739,Manager,298
EMP02345,PRJ1421,Contributor,303
EMP06306,PRJ1069,Manager,175
EMP02257,PRJ4713,Manager,386
EMP07892,PRJ3795,Lead,254
EMP09332,PRJ2366,Manager,176
EMP04764,PRJ2779,Reviewer,121
EMP02858,PRJ1146,Manager,411
EMP02874,PRJ1885,Manager,153
EMP06967,PRJ3681,Reviewer,182
EMP08938,PRJ3009,Contributor,414
EMP05714,PRJ1382,Reviewer,176
EMP03180,PRJ0793,Lead,417
EMP05291,PRJ0671,Lead,326
EMP04371,PRJ3195,Reviewer,36
EMP06047,PRJ0652,Reviewer,479
EMP06815,PRJ1849,Manager,109
EMP08617,PRJ3706,Manager,30
EMP08099,PRJ0015,Manager,176
EMP09322,PRJ3342,Manager,423
EMP05308,PRJ1146,Manager,51
EMP04087,PRJ1252,Reviewer,463
EMP09090,PRJ4549,Lead,213
EMP02639,PRJ0653,Contributor,51
EMP05606,PRJ1120,Lead,268
EMP09591,PRJ3034,Reviewer,127
EMP02463,PRJ4606,Reviewer,103
EMP00149,PRJ3297,Manager,96
EMP04440,PRJ3595,Manager,50
EMP05855,PRJ4170,Contributor,211
EMP00172,PRJ4918,Lead,379
EMP04294,PRJ1951,Contributor,355
EMP07482,PRJ1109,Manager,38
EMP02264,PRJ2741,Reviewer,400
EMP08797,PRJ3044,Manager,178
EMP03938,PRJ3138,Contributor,124
EMP00694,PRJ1198,Reviewer,403
EMP09635,PRJ0570,Manager,202
EMP09887,PRJ1112,Contributor,317
EMP02921,PRJ0760,Reviewer,362
EMP00262,PRJ1316,Manager,397
EMP03111,PRJ3324,Contributor,305
EMP02771,PRJ1810,Lead,237
EMP07024,PRJ3635,Lead,140
EMP08316,PRJ1343,Lead,372
EMP07548,PRJ2128,Manager,23
EMP05897,PRJ0776,Lead,14
EMP07961,PRJ1501,Manager,64
EMP00898,PRJ0209,Manager,486
EMP08977,PRJ1662,Reviewer,419
EMP04157,PRJ2795,Lead,484
EMP07291,PRJ2529,Reviewer,470
EMP06182,PRJ3410,Reviewer,282
EMP04969,PRJ2863,Lead,73
EMP09110,PRJ0425,Lead,248
EMP09904,PRJ0321,Contributor,461
EMP06567,PRJ2156,Manager,436
EMP08180,PRJ1721,Contributor,302
EMP01624,PRJ1700,Reviewer,213
EMP01238,PRJ1645,Manager,377
EMP00226,PRJ2904,Lead,430
EMP05633,PRJ3320,Manager,389
EMP07866,PRJ2441,Manager,413
EMP01616,PRJ3079,Manager,29
EMP03996,PRJ3070,Lead,176
EMP03853,PRJ4510,Contributor,440
EMP07601,PRJ3844,Lead,89
EMP07127,PRJ2793,Reviewer,108
EMP05500,PRJ0673,Contributor,368
EMP02206,PRJ0104,Manager,227
EMP09572,PRJ0237,Contributor,147
EMP07155,PRJ1111,Reviewer,443
EMP09258,PRJ2471,Reviewer,429
EMP06461,PRJ2306,Lead,460
EMP00706,PRJ1059,Lead,90
EMP00752,PRJ2129,Lead,337
EMP02354,PRJ4339,Reviewer,188
EMP01133,PRJ3180,Reviewer,117
EMP00798,PRJ2183,Manager,294
EMP03264,PRJ3988,Lead,411
EMP02320,PRJ4132,Contributor,36
EMP02311,PRJ0392,Manager,105
EMP02280,PRJ0502,Manager,45
EMP04007,PRJ4680,Reviewer,281
EMP08760,PRJ2489,Manager,154
EMP05963,PRJ4353,Manager,442
EMP08606,PRJ0375,Lead,485
EMP04526,PRJ2894,Reviewer,296
EMP05512,PRJ0989,Manager,264
EMP08708,PRJ3746,Lead,43
EMP04410,PRJ3002,Reviewer,190
EMP06483,PRJ0298,Reviewer,179
EMP09521,PRJ3148,Manager,61
EMP04728,PRJ0752,Manager,19
EMP01114,PRJ4712,Manager,90
EMP06780,PRJ0844,Reviewer,241
EMP04632,PRJ3203,Contributor,122
EMP09157,PRJ3960,Reviewer,421
EMP02656,PRJ2075,Lead,381
EMP03529,PRJ4109,Lead,54
EMP05226,PRJ3976,Manager,443
EMP03047,PRJ1942,Contributor,139
EMP02003,PRJ1397,Contributor,40
EMP07424,PRJ0276,Lead,105
EMP07532,PRJ2783,Reviewer,429
EMP05061,PRJ4345,Reviewer,313
EMP07203,PRJ2457,Manager,306
EMP01326,PRJ3934,Lead,140
EMP05581,PRJ3191,Reviewer,222
EMP03738,PRJ3292,Lead,273
EMP08234,PRJ4697,Contributor,318
EMP04459,PRJ1113,Reviewer,344
EMP05992,PRJ3647,Reviewer,406
EMP00140,PRJ4962,Manager,275
EMP04499,PRJ4087,Manager,170
EMP00817,PRJ0353,Reviewer,12
EMP06975,PRJ4867,Manager,75
EMP01415,PRJ1263,Contributor,457
EMP06214,PRJ2926,Lead,429
EMP07251,PRJ0730,Lead,328
EMP08802,PRJ3428,Manager,312
EMP00710,PRJ0272,Manager,270
EMP03161,PRJ0600,Contributor,381
EMP05142,PRJ0504,Manager,80
EMP04102,PRJ3516,Reviewer,466
EMP07728,PRJ2844,Reviewer,247
EMP03033,PRJ3283,Lead,450
EMP01460,PRJ2916,Reviewer,156
EMP08967,PRJ4663,Manager,236
EMP02458,PRJ0138,Lead,57
EMP01108,PRJ1233,Lead,130
EMP00445,PRJ3617,Contributor,36
EMP04302,PRJ2884,Manager,244
EMP05308,PRJ2460,Reviewer,172
EMP00481,PRJ2327,Contributor,280
EMP02850,PRJ2516,Manager,366
EMP05124,PRJ3348,Contributor,339
EMP05543,PRJ2726,Reviewer,75
EMP00023,PRJ4816,Contributor,499
EMP02459,PRJ1384,Contributor,160
EMP07698,PRJ2767,Manager,389
EMP01026,PRJ1280,Manager,286
EMP01940,PRJ3970,Contributor,191
EMP02341,PRJ2235,Reviewer,236
EMP01362,PRJ2118,Manager,126
EMP03190,PRJ2989,Lead,61
EMP03804,PRJ0121,Contributor,197
EMP08826,PRJ3518,Reviewer,173
EMP09204,PRJ3549,Lead,493
EMP04412,PRJ2793,Manager,345
EMP00094,PRJ2811,Contributor,348
EMP01717,PRJ2493,Manager,132
EMP00293,PRJ2945,Manager,114
EMP05691,PRJ0770,Manager,260
EMP03849,PRJ2926,Contributor,133
EMP01079,PRJ4233,Lead,82
EMP05406,PRJ1032,Reviewer,404
EMP01176,PRJ0025,Contributor,155
EMP04121,PRJ1952,Contributor,273
EMP05130,PRJ4377,Reviewer,294
EMP07726,PRJ1338,Manager,141
EMP03599,PRJ2443,Reviewer,127
EMP03324,PRJ0263,Contributor,123
EMP04655,PRJ4823,Manager,341
EMP04269,PRJ2555,Lead,165
EMP04204,PRJ0170,Reviewer,297
EMP02613,PRJ2021,Manager,88
EMP00957,PRJ4377,Manager,498
EMP01065,PRJ4892,Reviewer,408
EMP06271,PRJ2453,Lead,251
EMP03665,PRJ2249,Lead,332
EMP03173,PRJ0670,Contributor,407
EMP06789,PRJ4472,Reviewer,333
EMP00994,PRJ4436,Manager,472
EMP08493,PRJ4940,Reviewer,428
EMP08070,PRJ4200,Contributor,219
EMP01905,PRJ1787,Reviewer,352
EMP03854,PRJ4509,Contributor,162
EMP09377,PRJ0390,Lead,11
EMP04102,PRJ3086,Reviewer,64
EMP09715,PRJ2153,Reviewer,231
EMP09049,PRJ4899,Lead,45
EMP07733,PRJ3128,Lead,89
EMP06464,PRJ0895,Lead,396
EMP08812,PRJ3959,Reviewer,377
EMP02502,PRJ3698,Contributor,486
EMP05921,PRJ4112,Reviewer,305
EMP00960,PRJ4592,Contributor,48
EMP07049,PRJ4665,Contributor,291
EMP07982,PRJ4710,Contributor,127
EMP02479,PRJ2284,Manager,489
EMP06996,PRJ2913,Manager,153
EMP06414,PRJ2883,Reviewer,226
EMP05160,PRJ3041,Reviewer,487
EMP03549,PRJ3580,Lead,22
EMP07814,PRJ0045,Lead,60
EMP08108,PRJ1187,Reviewer,193
EMP01540,PRJ2241,Reviewer,101
EMP07464,PRJ2202,Reviewer,121
EMP02624,PRJ3236,Lead,378
EMP09316,PRJ0871,Reviewer,173
EMP04885,PRJ1130,Lead,67
EMP05184,PRJ4859,Manager,267
EMP02974,PRJ3186,Manager,94
EMP07897,PRJ3184,Manager,93
EMP03712,PRJ2202,Reviewer,272
EMP00885,PRJ2045,Contributor,357
EMP02585,PRJ2054,Contributor,123
EMP04188,PRJ4402,Reviewer,219
EMP00006,PRJ1563,Reviewer,341
EMP06261,PRJ0805,Lead,411
EMP07398,PRJ0900,Manager,118
EMP01505,PRJ0343,Reviewer,26
EMP00209,PRJ1401,Manager,73
EMP06398,PRJ2847,Manager,405
EMP04649,PRJ3108,Manager,130
EMP00017,PRJ4959,Manager,234
EMP02894,PRJ1845,Manager,237
EMP08611,PRJ4896,Manager,52
EMP03360,PRJ4287,Reviewer,454
EMP03673,PRJ1001,Lead,177
EMP02818,PRJ0921,Manager,466
EMP03836,PRJ1669,Lead,417
EMP09503,PRJ3542,Contributor,433
EMP04597,PRJ0326,Manager,458
EMP04895,PRJ2548,Reviewer,107
EMP06128,PRJ4251,Contributor,71
EMP05598,PRJ4169,Lead,360
EMP01659,PRJ1396,Reviewer,39
EMP08142,PRJ4388,Manager,206
EMP02359,PRJ4392,Manager,410
EMP04636,PRJ4442,Contributor,34
EMP06758,PRJ4855,Lead,300
EMP02948,PRJ4979,Reviewer,270
EMP03638,PRJ3611,Contributor,240
EMP07805,PRJ4846,Lead,236
EMP05080,PRJ0807,Contributor,424
EMP03171,PRJ3032,Reviewer,89
EMP00421,PRJ3069,Reviewer,150
EMP00704,PRJ0220,Manager,186
EMP05526,PRJ2067,Reviewer,17
EMP01798,PRJ2444,Lead,421
EMP02658,PRJ1717,Manager,47
EMP02169,PRJ2340,Reviewer,292
EMP00199,PRJ2858,Reviewer,305
EMP02615,PRJ0875,Lead,138
EMP07009,PRJ3994,Manager,149
EMP02963,PRJ3087,Reviewer,137
EMP03162,PRJ1048,Reviewer,221
EMP03154,PRJ3008,Contributor,161
EMP03457,PRJ3173,Lead,57
EMP07558,PRJ1520,Lead,362
EMP04761,PRJ2018,Lead,51
EMP06054,PRJ1871,Reviewer,420
EMP07634,PRJ3624,Reviewer,22
EMP07577,PRJ4858,Reviewer,287
EMP05842,PRJ0441,Contributor,314
EMP01673,PRJ1522,Reviewer,199
EMP09004,PRJ3848,Lead,475
EMP06323,PRJ1664,Manager,48
EMP02367,PRJ1435,Contributor,311
EMP06306,PRJ3218,Lead,98
EMP07061,PRJ2707,Reviewer,183
EMP00563,PRJ2480,Manager,464
EMP08335,PRJ1958,Lead,338
EMP05341,PRJ0277,Reviewer,155
EMP09148,PRJ2061,Manager,267
EMP07364,PRJ4043,Contributor,477
EMP03162,PRJ3958,Contributor,60
EMP03249,PRJ4299,Contributor,350
EMP07268,PRJ3547,Manager,225
EMP05176,PRJ4707,Contributor,188
EMP05298,PRJ3476,Manager,349
EMP02487,PRJ4619,Lead,459
EMP06576,PRJ1440,Manager,26
EMP09655,PRJ0518,Manager,141
EMP08480,PRJ1040,Manager,292
EMP02127,PRJ3319,Lead,107
EMP03894,PRJ0987,Manager,100
EMP08490,PRJ0463,Reviewer,347
EMP04194,PRJ0382,Manager,290
EMP05065,PRJ2185,Lead,158
EMP07296,PRJ0186,Contributor,472
EMP05281,PRJ1784,Reviewer,220
EMP05991,PRJ4755,Contributor,87
EMP00961,PRJ0937,Lead,282
EMP04344,PRJ2030,Manager,215
EMP00162,PRJ2057,Contributor,130
EMP09202,PRJ3249,Reviewer,234
EMP01489,PRJ1310,Manager,30
EMP00652,PRJ1120,Manager,90
EMP04159,PRJ2768,Contributor,444
EMP04103,PRJ1410,Reviewer,426
EMP05091,PRJ3766,Reviewer,324
EMP01359,PRJ3031,Reviewer,360
EMP06869,PRJ4304,Manager,232
EMP05793,PRJ1280,Manager,402
EMP04368,PRJ2511,Lead,381
EMP02048,PRJ4661,Manager,225
EMP02931,PRJ0696,Manager,354
EMP04233,PRJ1513,Contributor,451
EMP06113,PRJ3587,Reviewer,273
EMP05259,PRJ1262,Lead,137
EMP04305,PRJ0225,Lead,139
EMP00205,PRJ2630,Contributor,428
EMP04496,PRJ0520,Contributor,149
EMP00972,PRJ2022,Reviewer,11
EMP06984,PRJ1186,Contributor,318
EMP06461,PRJ1799,Reviewer,46
EMP09011,PRJ0764,Reviewer,423
EMP01632,PRJ2365,Lead,125
EMP07759,PRJ3169,Manager,43
EMP02759,PRJ4496,Reviewer,286
EMP04785,PRJ4180,Contributor,85
EMP04565,PRJ0932,Reviewer,244
EMP06903,PRJ0532,Manager,177
EMP07076,PRJ3294,Manager,222
EMP03217,PRJ0358,Contributor,111
EMP01091,PRJ3557,Manager,397
EMP01904,PRJ1814,Manager,233
EMP07569,PRJ0554,Reviewer,71
EMP03453,PRJ4579,Lead,372
EMP01831,PRJ4602,Reviewer,255
EMP00677,PRJ4047,Reviewer,462
EMP04379,PRJ1817,Lead,71
EMP05106,PRJ3530,Manager,333
EMP07159,PRJ1889,Lead,109
EMP03072,PRJ4663,Manager,325
EMP00454,PRJ3531,Reviewer,407
EMP01532,PRJ1951,Lead,482
EMP00386,PRJ1285,Manager,471
EMP08448,PRJ0500,Lead,14
EMP09135,PRJ4650,Lead,424
EMP06967,PRJ0564,Manager,440
EMP06523,PRJ0962,Manager,49
EMP05623,PRJ2905,Contributor,133
EMP02399,PRJ4563,Lead,52
EMP03366,PRJ2524,Lead,362
EMP01456,PRJ2778,Reviewer,151
EMP04257,PRJ0319,Manager,113
EMP05352,PRJ1143,Reviewer,130
EMP08776,PRJ4082,Lead,352
EMP06285,PRJ3907,Lead,448
EMP08307,PRJ0718,Manager,129
EMP04630,PRJ3534,Contributor,103
EMP08018,PRJ1672,Lead,315
EMP02262,PRJ3464,Lead,326
EMP09898,PRJ0222,Manager,83
EMP05161,PRJ0193,Reviewer,422
EMP00952,PRJ2930,Reviewer,192
EMP03202,PRJ0761,Reviewer,54
EMP04450,PRJ0698,Manager,197
EMP04240,PRJ1730,Manager,218
EMP03044,PRJ2784,Contributor,458
EMP02493,PRJ3368,Contributor,293
EMP02403,PRJ3033,Contributor,32
EMP08084,PRJ2297,Reviewer,274
EMP01270,PRJ0733,Lead,276
EMP02358,PRJ2952,Manager,414
EMP06069,PRJ2114,Manager,499
EMP07253,PRJ0688,Lead,257
EMP06085,PRJ2449,Lead,492
EMP06504,PRJ2804,Reviewer,325
EMP03705,PRJ3545,Reviewer,429
EMP00569,PRJ1345,Manager,83
EMP04829,PRJ3484,Lead,88
EMP02095,PRJ1286,Lead,407
EMP08664,PRJ2452,Reviewer,435
EMP04330,PRJ3342,Lead,343
EMP06300,PRJ1427,Manager,330
EMP03332,PRJ1947,Manager,216
EMP01525,PRJ2117,Contributor,31
EMP08307,PRJ3914,Manager,435
EMP06268,PRJ0106,Reviewer,476
EMP01925,PRJ4325,Contributor,81
EMP06824,PRJ1286,Lead,80
EMP09951,PRJ3356,Contributor,104
EMP01703,PRJ1465,Contributor,276
EMP09578,PRJ2478,Manager,227
EMP04485,PRJ4679,Lead,301
EMP00892,PRJ0433,Lead,396
EMP00763,PRJ2957,Manager,409
EMP08202,PRJ0483,Manager,458
EMP02211,PRJ0667,Contributor,35
EMP02438,PRJ3690,Reviewer,452
EMP09122,PRJ3620,Contributor,228
EMP08015,PRJ2030,Manager,465
EMP07182,PRJ0226,Reviewer,44
EMP03220,PRJ1027,Manager,404
EMP09957,PRJ3169,Manager,260
EMP02361,PRJ1796,Contributor,304
EMP09540,PRJ1234,Lead,369
EMP00517,PRJ1835,Contributor,190
EMP02459,PRJ3112,Manager,395
EMP04651,PRJ2218,Lead,176
EMP04697,PRJ1829,Lead,323
EMP01910,PRJ1830,Lead,65
EMP00388,PRJ0157,Lead,499
EMP02443,PRJ3771,Manager,162
EMP04475,PRJ1980,Contributor,185
EMP03149,PRJ2625,Contributor,106
EMP00140,PRJ3615,Manager,368
EMP09606,PRJ4210,Reviewer,251
EMP02434,PRJ0848,Lead,29
EMP02984,PRJ3998,Manager,274
EMP07458,PRJ4331,Lead,318
EMP05351,PRJ2498,Reviewer,381
EMP02148,PRJ0228,Contributor,394
EMP02715,PRJ2202,Contributor,230
EMP05341,PRJ3765,Reviewer,247
EMP05011,PRJ2677,Manager,47
EMP05560,PRJ0372,Lead,441
EMP01370,PRJ0768,Manager,319
EMP07129,PRJ2315,Manager,125
EMP02734,PRJ3878,Reviewer,174
EMP00258,PRJ4047,Lead,109
EMP02131,PRJ2268,Lead,94
EMP01440,PRJ2389,Lead,102
EMP04203,PRJ3403,Reviewer,81
EMP02235,PRJ1287,Reviewer,369
EMP04850,PRJ3533,Contributor,87
EMP03302,PRJ2993,Lead,374
EMP07547,PRJ1332,Contributor,374
EMP03685,PRJ1191,Reviewer,146
EMP01785,PRJ3648,Manager,146
EMP00669,PRJ4200,Reviewer,457
EMP03340,PRJ4678,Manager,326
EMP03039,PRJ1842,Manager,89
EMP09784,PRJ4482,Manager,30
EMP01936,PRJ3150,Reviewer,70
EMP05672,PRJ1393,Contributor,380
EMP04377,PRJ0081,Lead,344
EMP00655,PRJ3798,Contributor,470
EMP05598,PRJ1358,Lead,375
EMP02891,PRJ1842,Lead,95
EMP03628,PRJ3835,Reviewer,397
EMP04147,PRJ0255,Lead,166
EMP06289,PRJ2411,Reviewer,281
EMP04877,PRJ4661,Contributor,236
EMP02748,PRJ3061,Contributor,376
EMP06918,PRJ3152,Contributor,387
EMP01919,PRJ4589,Manager,53
EMP08571,PRJ0102,Lead,285
EMP00001,PRJ0839,Reviewer,12
EMP04483,PRJ2631,Manager,349
EMP00876,PRJ2847,Lead,32
EMP01362,PRJ2113,Contributor,84
EMP04884,PRJ4449,Contributor,205
EMP03065,PRJ4804,Manager,273
EMP06408,PRJ1977,Reviewer,382
EMP09833,PRJ4377,Reviewer,454
EMP04945,PRJ4304,Reviewer,305
EMP09592,PRJ1775,Contributor,364
EMP04412,PRJ1169,Contributor,164
EMP03149,PRJ3512,Manager,71
EMP07831,PRJ4030,Lead,485
EMP03707,PRJ2694,Lead,408
EMP05421,PRJ1531,Contributor,188
EMP08526,PRJ0669,Contributor,117
EMP08911,PRJ4410,Lead,449
EMP06692,PRJ2233,Lead,47
EMP07238,PRJ3756,Manager,140
EMP06000,PRJ4222,Manager,119
EMP00554,PRJ3740,Reviewer,181
EMP02605,PRJ2129,Reviewer,373
EMP07661,PRJ0631,Reviewer,167
EMP06754,PRJ4788,Manager,45
EMP09013,PRJ2728,Reviewer,224
EMP03230,PRJ0636,Reviewer,469
EMP06061,PRJ0770,Lead,106
EMP01767,PRJ3720,Lead,206
EMP02822,PRJ4990,Manager,293
EMP04399,PRJ0471,Reviewer,288
EMP02339,PRJ4076,Lead,115
EMP07886,PRJ4231,Contributor,309
EMP01657,PRJ2831,Manager,261
EMP00345,PRJ1119,Reviewer,420
EMP01833,PRJ2748,Reviewer,464
EMP05136,PRJ3660,Manager,94
EMP07094,PRJ2071,Lead,211
EMP09372,PRJ1570,Reviewer,487
EMP03830,PRJ4422,Manager,156
EMP03428,PRJ1814,Lead,457
EMP06652,PRJ2108,Contributor,33
EMP01353,PRJ0871,Reviewer,343
EMP05216,PRJ0736,Lead,140
EMP08249,PRJ0450,Contributor,384
EMP07635,PRJ4421,Manager,343
EMP03922,PRJ2802,Manager,19
EMP04606,PRJ0776,Contributor,100
EMP07245,PRJ0554,Reviewer,103
EMP06262,PRJ4595,Manager,420
EMP01446,PRJ1001,Manager,182
EMP04163,PRJ1344,Reviewer,374
EMP04693,PRJ2734,Reviewer,214
EMP06394,PRJ2921,Lead,179
EMP02015,PRJ4330,Lead,395
EMP08482,PRJ0205,Lead,416
EMP09051,PRJ1178,Reviewer,239
EMP07874,PRJ1389,Reviewer,471
EMP05653,PRJ1960,Manager,362
EMP04299,PRJ1651,Reviewer,397
EMP05568,PRJ2895,Reviewer,312
EMP01828,PRJ3740,Manager,225
EMP06348,PRJ2187,Contributor,60
EMP00101,PRJ3160,Contributor,290
EMP08115,PRJ2671,Contributor,347
EMP02973,PRJ2493,Contributor,64
EMP09793,PRJ2843,Contributor,124
EMP01972,PRJ1342,Contributor,252
EMP07010,PRJ2577,Manager,233
EMP07405,PRJ2480,Contributor,460
EMP07162,PRJ3160,Manager,123
EMP04124,PRJ0543,Contributor,15
EMP07603,PRJ1620,Manager,222
EMP02275,PRJ3274,Reviewer,106
EMP01759,PRJ3511,Reviewer,57
EMP05060,PRJ1971,Lead,358
EMP08442,PRJ3845,Lead,284
EMP04677,PRJ3791,Manager,41
EMP04016,PRJ4233,Contributor,73
EMP02158,PRJ1906,Manager,455
EMP08027,PRJ0152,Reviewer,90
EMP03489,PRJ1465,Lead,459
EMP07102,PRJ1856,Lead,440
EMP09133,PRJ2342,Manager,269
EMP09172,PRJ2704,Manager,438
EMP01343,PRJ0753,Reviewer,131
EMP07435,PRJ0507,Contributor,195
EMP06194,PRJ3701,Lead,429
EMP07457,PRJ4081,Reviewer,366
EMP00703,PRJ2846,Lead,140
EMP03614,PRJ0399,Contributor,188
EMP03076,PRJ0106,Manager,65
EMP07267,PRJ0989,Lead,220
EMP08415,PRJ3662,Reviewer,214
EMP06736,PRJ2070,Manager,93
EMP04817,PRJ3039,Manager,271
EMP02077,PRJ4292,Contributor,360
EMP07774,PRJ2928,Reviewer,477
EMP01535,PRJ2626,Manager,445
EMP02128,PRJ0465,Manager,99
EMP02850,PRJ3513,Contributor,387
EMP08314,PRJ2020,Manager,105
EMP05054,PRJ0267,Lead,303
EMP07192,PRJ0926,Lead,317
EMP00216,PRJ3524,Lead,473
EMP09906,PRJ1318,Contributor,494
EMP02586,PRJ1994,Manager,311
EMP02266,PRJ0691,Lead,467
EMP02335,PRJ3114,Manager,62
EMP02369,PRJ4665,Lead,33
EMP03427,PRJ3033,Manager,437
EMP01500,PRJ3814,Reviewer,166
EMP04125,PRJ1565,Manager,483
EMP09981,PRJ1025,Lead,263
EMP01386,PRJ0407,Reviewer,286
EMP04629,PRJ3058,Reviewer,30
EMP01090,PRJ3774,Manager,94
EMP06363,PRJ4099,Reviewer,225
EMP07338,PRJ1109,Manager,477
EMP00332,PRJ3344,Contributor,43
EMP09388,PRJ3817,Contributor,33
EMP01378,PRJ1981,Manager,349
EMP07669,PRJ1474,Lead,70
EMP03638,PRJ4731,Reviewer,380
EMP04467,PRJ4382,Lead,30
EMP04822,PRJ2721,Reviewer,393
EMP01766,PRJ4135,Reviewer,307
EMP08999,PRJ0366,Manager,84
EMP00630,PRJ2575,Reviewer,365
EMP02335,PRJ3084,Lead,22
EMP01612,PRJ3291,Contributor,198
EMP05091,PRJ0965,Manager,439
EMP05479,PRJ0554,Contributor,167
EMP06253,PRJ2227,Reviewer,232
EMP02846,PRJ2561,Reviewer,120
EMP05003,PRJ4841,Manager,480
EMP09769,PRJ0040,Reviewer,308
EMP09306,PRJ3305,Contributor,462
EMP08136,PRJ3114,Manager,215
EMP08833,PRJ2373,Manager,288
EMP04488,PRJ4155,Manager,199
EMP08252,PRJ0001,Manager,295
EMP00217,PRJ2133,Reviewer,240
EMP02657,PRJ4758,Manager,155
EMP07327,PRJ4649,Reviewer,186
EMP08762,PRJ1240,Manager,136
EMP01731,PRJ0690,Lead,90
EMP01783,PRJ1655,Contributor,178
EMP03866,PRJ0243,Reviewer,433
EMP06339,PRJ3862,Contributor,85
EMP09925,PRJ4638,Reviewer,320
EMP08763,PRJ4710,Contributor,252
EMP07568,PRJ3504,Lead,491
EMP03068,PRJ1526,Reviewer,115
EMP04602,PRJ3964,Lead,92
EMP07333,PRJ4701,Reviewer,425
EMP03487,PRJ0391,Reviewer,398
EMP07014,PRJ3381,Reviewer,105
EMP04839,PRJ3849,Manager,299
EMP06931,PRJ0981,Manager,106
EMP02935,PRJ0556,Manager,266
EMP04471,PRJ1375,Reviewer,155
EMP00230,PRJ2393,Manager,485
EMP06255,PRJ2390,Contributor,202
EMP03438,PRJ2776,Lead,56
EMP08296,PRJ3725,Manager,434
EMP04747,PRJ4220,Contributor,136
EMP00876,PRJ1310,Manager,355
EMP06189,PRJ0294,Manager,125
EMP02601,PRJ4598,Contributor,12
EMP08504,PRJ0689,Lead,235
EMP07271,PRJ4346,Contributor,437
EMP00369,PRJ3120,Manager,191
EMP06783,PRJ4463,Manager,54
EMP00751,PRJ1677,Lead,357
EMP09113,PRJ3499,Manager,183
EMP05319,PRJ4956,Reviewer,317
EMP08116,PRJ2341,Reviewer,407
EMP08645,PRJ3688,Lead,282
EMP04313,PRJ0440,Manager,74
EMP06933,PRJ2418,Lead,127
EMP01511,PRJ4243,Lead,398
