employee_id,exit_date,reason,type
EMP06908,2026-07-04,Relocation,Voluntary
EMP04984,2023-10-04,Relocation,Voluntary
EMP04270,2025-07-30,Relocation,Voluntary
EMP07402,2025-03-12,Performance,Involuntary
EMP04466,2025-09-29,Career Change,Voluntary
EMP06853,2026-03-22,Relocation,Voluntary
EMP03366,2024-07-05,Career Change,Voluntary
EMP07513,2025-12-25,Relocation,Voluntary
EMP07620,2025-08-29,Career Change,Voluntary
EMP06917,2024-05-31,Relocation,Voluntary
EMP02039,2024-11-03,Performance,Voluntary
EMP04109,2023-11-15,Better Offer,Voluntary
EMP03010,2025-12-18,Personal,Voluntary
EMP06663,2024-07-29,Personal,Voluntary
EMP01579,2025-10-07,Performance,Voluntary
EMP02153,2024-11-22,Performance,Voluntary
EMP09648,2025-04-25,Personal,Voluntary
EMP05411,2026-06-25,Personal,Involuntary
EMP07030,2025-08-27,Personal,Voluntary
EMP05283,2023-12-05,Performance,Voluntary
EMP09816,2023-12-04,Relocation,Voluntary
EMP02652,2025-05-04,Career Change,Voluntary
EMP09248,2024-11-26,Career Change,Involuntary
EMP08032,2023-08-06,Performance,Voluntary
EMP05298,2025-10-31,Relocation,Voluntary
EMP00061,2024-05-06,Performance,Voluntary
EMP07791,2025-09-17,Relocation,Voluntary
EMP05214,2026-07-18,Personal,Involuntary
EMP03980,2025-10-26,Relocation,Involuntary
EMP01074,2025-07-11,Better Offer,Voluntary
EMP08164,2025-11-03,Performance,Voluntary
EMP04222,2025-12-07,Personal,Voluntary
EMP01897,2025-07-05,Personal,Involuntary
EMP02515,2026-04-12,Personal,Involuntary
EMP09927,2025-02-18,Better Offer,Voluntary
EMP03633,2026-03-23,Better Offer,Involuntary
EMP00917,2025-02-12,Performance,Voluntary
EMP05183,2025-06-07,Performance,Involuntary
EMP00449,2024-12-19,Better Offer,Voluntary
EMP09588,2024-12-15,Relocation,Voluntary
EMP09007,2024-05-19,Better Offer,Involuntary
EMP03636,2025-07-17,Relocation,Voluntary
EMP01485,2024-02-26,Career Change,Voluntary
EMP06398,2026-08-03,Personal,Voluntary
EMP06533,2024-05-11,Performance,Voluntary
EMP00886,2023-11-27,Relocation,Voluntary
EMP08617,2026-03-15,Relocation,Involuntary
EMP00871,2025-03-03,Relocation,Voluntary
EMP00843,2023-10-08,Relocation,Voluntary
EMP07294,2025-03-05,Personal,Voluntary
EMP06833,2023-10-20,Performance,Involuntary
EMP06097,2026-02-21,Personal,Voluntary
EMP06924,2024-08-28,Career Change,Voluntary
EMP02200,2026-04-12,Performance,Voluntary
EMP04024,2026-07-11,Performance,Voluntary
EMP02372,2025-07-01,Career Change,Voluntary
EMP01883,2024-07-11,Relocation,Involuntary
EMP02029,2024-11-04,Performance,Voluntary
EMP00254,2024-04-07,Personal,Involuntary
EMP09327,2024-01-04,Performance,Voluntary
EMP08853,2026-02-08,Career Change,Voluntary
EMP03618,2025-12-16,Relocation,Voluntary
EMP04599,2026-03-30,Personal,Involuntary
EMP01464,2026-03-27,Personal,Involuntary
EMP07912,2024-04-11,Personal,Voluntary
EMP00748,2024-08-30,Career Change,Involuntary
EMP04802,2024-08-06,Better Offer,Voluntary
EMP07228,2025-09-03,Relocation,Voluntary
EMP07580,2024-01-05,Relocation,Voluntary
EMP01954,2025-01-27,Better Offer,Voluntary
EMP06703,2023-12-06,Better Offer,Voluntary
EMP01940,2025-02-01,Better Offer,Involuntary
EMP02493,2025-02-17,Better Offer,Involuntary
EMP02327,2024-03-26,Better Offer,Voluntary
EMP06140,2025-10-13,Personal,Involuntary
EMP01512,2025-07-12,Better Offer,Involuntary
EMP00630,2026-05-12,Better Offer,Voluntary
EMP07930,2026-04-24,Career Change,Voluntary
EMP09144,2024-02-06,Relocation,Voluntary
EMP01368,2025-01-08,Career Change,Voluntary
EMP07368,2024-05-16,Personal,Voluntary
EMP07231,2025-10-06,Performance,Voluntary
EMP07606,2024-04-01,Better Offer,Voluntary
EMP01318,2024-08-11,Performance,Voluntary
EMP08343,2024-04-04,Better Offer,Voluntary
EMP09932,2024-12-11,Personal,Involuntary
EMP05363,2024-01-22,Personal,Voluntary
EMP04019,2023-09-10,Career Change,Voluntary
EMP00024,2023-10-01,Relocation,Voluntary
EMP05565,2023-09-04,Personal,Involuntary
EMP03522,2025-02-09,Relocation,Voluntary
EMP01234,2025-10-07,Personal,Voluntary
EMP07007,2025-02-24,Career Change,Voluntary
EMP09822,2026-07-31,Relocation,Involuntary
EMP00937,2025-11-02,Performance,Voluntary
EMP03434,2026-02-19,Better Offer,Involuntary
EMP09454,2026-01-02,Career Change,Voluntary
EMP09749,2025-01-05,Performance,Involuntary
EMP02656,2026-01-30,Better Offer,Voluntary
EMP00716,2026-04-04,Relocation,Involuntary
EMP00553,2024-09-10,Career Change,Voluntary
EMP03750,2025-02-27,Career Change,Voluntary
EMP00279,2023-09-09,Performance,Voluntary
EMP07804,2024-07-27,Personal,Voluntary
EMP01544,2024-11-20,Career Change,Involuntary
EMP01417,2023-11-11,Better Offer,Voluntary
EMP09549,2026-07-16,Better Offer,Voluntary
EMP05880,2025-02-06,Performance,Voluntary
EMP03913,2025-03-11,Career Change,Voluntary
EMP06504,2025-02-13,Better Offer,Voluntary
EMP00165,2024-06-14,Relocation,Voluntary
EMP05495,2025-10-10,Personal,Voluntary
EMP07384,2025-01-03,Relocation,Voluntary
EMP06762,2024-06-07,Better Offer,Voluntary
EMP04198,2025-12-30,Personal,Voluntary
EMP05188,2025-04-11,Relocation,Voluntary
EMP01707,2024-04-22,Performance,Voluntary
EMP06806,2023-12-08,Career Change,Voluntary
EMP01773,2023-08-10,Career Change,Voluntary
EMP02448,2025-07-16,Relocation,Voluntary
EMP03711,2026-05-28,Better Offer,Voluntary
EMP04729,2023-08-29,Career Change,Involuntary
EMP05725,2024-05-21,Better Offer,Involuntary
EMP04077,2024-02-26,Better Offer,Voluntary
EMP01445,2024-01-02,Performance,Involuntary
EMP00206,2024-07-04,Career Change,Voluntary
EMP04041,2023-09-30,Performance,Involuntary
EMP04225,2025-04-10,Performance,Voluntary
EMP07499,2025-12-06,Personal,Voluntary
EMP06677,2025-10-15,Performance,Involuntary
EMP07974,2026-01-06,Personal,Voluntary
EMP01681,2024-09-04,Better Offer,Voluntary
EMP04597,2024-11-21,Better Offer,Voluntary
EMP02963,2025-07-17,Career Change,Voluntary
EMP07551,2025-08-02,Better Offer,Voluntary
EMP00325,2023-11-02,Relocation,Voluntary
EMP02397,2023-12-03,Relocation,Voluntary
EMP04711,2024-04-24,Personal,Voluntary
EMP00238,2026-01-12,Personal,Voluntary
EMP08720,2026-01-30,Career Change,Voluntary
EMP07976,2025-09-22,Relocation,Voluntary
EMP08948,2026-03-09,Career Change,Voluntary
EMP07104,2026-01-27,Relocation,Voluntary
EMP07364,2024-10-28,Better Offer,Voluntary
EMP05325,2026-01-05,Relocation,Voluntary
EMP09513,2025-05-22,Career Change,Involuntary
EMP05677,2024-01-03,Personal,Voluntary
EMP00251,2024-06-29,Performance,Voluntary
EMP03732,2023-09-28,Better Offer,Involuntary
EMP05898,2024-04-27,Performance,Voluntary
EMP01628,2024-07-13,Relocation,Voluntary
EMP02001,2025-10-12,Performance,Involuntary
EMP00916,2025-10-31,Career Change,Involuntary
EMP03974,2024-12-07,Personal,Voluntary
EMP08936,2024-02-01,Relocation,Voluntary
EMP05417,2023-11-13,Personal,Involuntary
EMP00001,2023-09-27,Relocation,Voluntary
EMP00584,2025-10-20,Performance,Voluntary
EMP01639,2025-03-25,Relocation,Voluntary
EMP06086,2024-03-12,Better Offer,Voluntary
EMP04983,2025-09-15,Performance,Voluntary
EMP00028,2023-08-30,Career Change,Voluntary
EMP07560,2024-03-26,Personal,Voluntary
EMP07741,2023-10-05,Performance,Involuntary
EMP05590,2024-08-14,Performance,Involuntary
EMP09943,2024-12-08,Relocation,Involuntary
EMP04649,2025-05-13,Performance,Voluntary
EMP05592,2024-12-21,Relocation,Voluntary
EMP05295,2024-12-04,Personal,Voluntary
EMP07060,2023-12-30,Personal,Involuntary
EMP08166,2024-08-20,Better Offer,Voluntary
EMP03284,2025-12-07,Performance,Voluntary
EMP00478,2024-05-09,Relocation,Voluntary
EMP06811,2024-10-23,Personal,Voluntary
EMP07953,2024-04-05,Personal,Voluntary
EMP06860,2024-03-19,Better Offer,Voluntary
EMP00188,2024-08-19,Personal,Voluntary
EMP07180,2025-09-04,Performance,Voluntary
EMP04249,2023-10-18,Performance,Voluntary
EMP06237,2025-07-05,Career Change,Voluntary
EMP09818,2024-12-31,Performance,Voluntary
EMP09955,2025-01-29,Better Offer,Voluntary
EMP01091,2025-11-24,Career Change,Voluntary
EMP00636,2023-10-01,Better Offer,Voluntary
EMP07110,2024-05-26,Career Change,Voluntary
EMP06751,2025-07-25,Personal,Voluntary
EMP09845,2026-05-10,Career Change,Voluntary
EMP00612,2025-02-15,Performance,Voluntary
EMP00457,2024-07-29,Personal,Voluntary
EMP08382,2024-09-04,Better Offer,Voluntary
EMP08709,2024-07-05,Career Change,Voluntary
EMP06805,2024-05-27,Personal,Voluntary
EMP08808,2025-03-07,Personal,Voluntary
EMP03054,2024-04-10,Performance,Involuntary
EMP01644,2024-07-21,Personal,Voluntary
EMP09547,2024-03-07,Relocation,Voluntary
EMP05599,2023-12-26,Relocation,Voluntary
EMP04314,2025-12-05,Personal,Voluntary
EMP07246,2025-01-23,Career Change,Voluntary
EMP07726,2024-10-23,Personal,Voluntary
EMP02752,2024-09-21,Career Change,Voluntary
EMP02439,2024-12-17,Better Offer,Involuntary
EMP03646,2026-03-23,Better Offer,Voluntary
EMP01984,2024-04-16,Personal,Involuntary
EMP07981,2024-04-21,Better Offer,Involuntary
EMP05176,2025-09-20,Better Offer,Voluntary
EMP06149,2024-04-14,Relocation,Voluntary
EMP00342,2026-05-10,Personal,Voluntary
EMP08788,2023-09-29,Relocation,Voluntary
EMP06882,2026-07-29,Personal,Voluntary
EMP09329,2024-01-22,Personal,Voluntary
EMP01173,2025-06-29,Career Change,Voluntary
EMP07604,2024-10-31,Personal,Voluntary
EMP08494,2024-10-05,Better Offer,Voluntary
EMP05540,2025-05-21,Relocation,Voluntary
EMP08540,2026-07-04,Relocation,Voluntary
EMP05095,2025-09-27,Career Change,Voluntary
EMP03123,2024-06-23,Performance,Voluntary
EMP00085,2025-08-02,Relocation,Involuntary
EMP08356,2025-02-14,Performance,Voluntary
EMP07486,2026-02-28,Career Change,Voluntary
EMP00641,2026-07-10,Personal,Involuntary
EMP03388,2024-11-28,Performance,Voluntary
EMP04175,2024-03-18,Personal,Voluntary
EMP08743,2025-09-08,Performance,Voluntary
EMP07937,2024-05-02,Career Change,Voluntary
EMP05427,2026-04-08,Personal,Voluntary
EMP02351,2025-09-20,Performance,Voluntary
EMP02232,2025-12-21,Career Change,Involuntary
EMP02770,2025-12-29,Relocation,Involuntary
EMP01085,2026-04-06,Personal,Voluntary
EMP08595,2026-05-28,Career Change,Voluntary
EMP02186,2023-08-26,Career Change,Involuntary
EMP08339,2023-09-18,Relocation,Voluntary
EMP09206,2025-07-03,Personal,Voluntary
EMP05653,2026-05-09,Relocation,Voluntary
EMP01047,2024-10-08,Personal,Voluntary
EMP03493,2023-12-16,Relocation,Voluntary
EMP00297,2025-08-24,Performance,Voluntary
EMP02119,2024-06-27,Performance,Involuntary
EMP01499,2026-06-28,Personal,Voluntary
EMP08117,2023-12-19,Better Offer,Voluntary
EMP03332,2024-03-30,Performance,Voluntary
EMP04250,2024-05-04,Career Change,Voluntary
EMP02260,2023-11-09,Performance,Voluntary
EMP02614,2024-04-29,Performance,Voluntary
EMP09998,2025-06-16,Performance,Involuntary
EMP00772,2023-12-27,Personal,Involuntary
EMP01191,2024-07-28,Better Offer,Involuntary
EMP02829,2024-03-15,Personal,Voluntary
EMP02077,2025-10-07,Better Offer,Involuntary
EMP07630,2023-10-08,Relocation,Voluntary
EMP03032,2024-07-28,Performance,Voluntary
EMP08671,2023-12-09,Relocation,Voluntary
EMP06820,2024-03-10,Career Change,Voluntary
EMP01921,2025-08-01,Performance,Voluntary
EMP02370,2023-11-04,Better Offer,Voluntary
EMP04684,2023-09-11,Relocation,Voluntary
EMP08206,2026-05-15,Performance,Voluntary
EMP02987,2024-02-12,Career Change,Involuntary
EMP08722,2025-12-28,Career Change,Voluntary
EMP00078,2024-05-27,Performance,Voluntary
EMP02051,2023-08-17,Relocation,Voluntary
EMP03704,2024-03-14,Better Offer,Voluntary
EMP01935,2026-05-17,Personal,Voluntary
EMP07525,2023-08-19,Relocation,Voluntary
EMP01648,2026-02-08,Better Offer,Voluntary
EMP04673,2023-12-24,Personal,Involuntary
EMP07113,2025-11-06,Performance,Voluntary
EMP01406,2024-05-24,Career Change,Voluntary
EMP06797,2025-10-24,Performance,Voluntary
EMP09695,2023-09-16,Career Change,Voluntary
EMP06937,2025-03-16,Career Change,Voluntary
EMP03214,2025-08-20,Relocation,Involuntary
EMP05187,2026-01-22,Career Change,Voluntary
EMP09444,2026-06-20,Performance,Voluntary
EMP07566,2024-08-07,Relocation,Voluntary
EMP06546,2024-04-20,Better Offer,Voluntary
EMP06833,2024-03-21,Career Change,Voluntary
EMP00399,2023-08-27,Career Change,Voluntary
EMP09059,2024-04-21,Career Change,Voluntary
EMP07232,2024-04-26,Career Change,Voluntary
EMP05766,2024-07-05,Performance,Voluntary
EMP08905,2025-11-03,Performance,Voluntary
EMP07932,2025-11-28,Relocation,Voluntary
EMP05097,2024-07-26,Career Change,Voluntary
EMP07292,2024-04-09,Better Offer,Voluntary
EMP02836,2023-10-29,Personal,Voluntary
EMP06194,2023-10-21,Personal,Voluntary
EMP09683,2025-08-21,Relocation,Involuntary
EMP08309,2024-11-29,Personal,Voluntary
EMP03561,2025-09-08,Performance,Voluntary
EMP07663,2025-10-14,Career Change,Voluntary
EMP07555,2026-05-09,Personal,Voluntary
EMP00554,2024-04-13,Career Change,Voluntary
EMP01811,2023-11-19,Career Change,Voluntary
EMP06585,2025-02-20,Personal,Voluntary
EMP02389,2026-03-17,Performance,Voluntary
EMP00855,2024-04-19,Better Offer,Voluntary
EMP06056,2025-03-17,Relocation,Voluntary
EMP02467,2025-01-25,Performance,Voluntary
EMP06664,2024-04-05,Career Change,Voluntary
EMP04948,2024-06-04,Relocation,Voluntary
EMP01430,2026-04-01,Career Change,Involuntary
EMP00944,2025-11-17,Personal,Voluntary
EMP05076,2025-07-30,Personal,Voluntary
EMP07199,2024-01-10,Performance,Voluntary
EMP06761,2026-08-02,Personal,Voluntary
EMP05168,2025-02-15,Personal,Voluntary
EMP04963,2025-09-22,Better Offer,Voluntary
EMP04513,2026-05-23,Career Change,Voluntary
EMP08295,2024-10-19,Career Change,Voluntary
EMP03652,2025-09-01,Personal,Involuntary
EMP01805,2024-05-12,Relocation,Voluntary
EMP01371,2025-03-11,Performance,Voluntary
EMP00497,2024-12-21,Career Change,Voluntary
EMP07055,2026-07-27,Better Offer,Involuntary
EMP05665,2026-05-27,Career Change,Voluntary
EMP05899,2025-02-08,Performance,Voluntary
EMP07568,2025-07-24,Relocation,Voluntary
EMP09133,2024-08-20,Career Change,Voluntary
EMP09310,2023-10-22,Personal,Voluntary
EMP07640,2025-07-03,Better Offer,Involuntary
EMP01243,2026-03-12,Personal,Involuntary
EMP09326,2023-09-04,Relocation,Voluntary
EMP07394,2024-03-03,Better Offer,Voluntary
EMP03486,2024-07-04,Career Change,Voluntary
EMP05823,2025-01-28,Personal,Voluntary
EMP08071,2024-09-29,Career Change,Voluntary
EMP03944,2023-10-31,Personal,Voluntary
EMP09444,2025-03-07,Performance,Voluntary
EMP01475,2024-07-21,Performance,Voluntary
EMP01885,2025-08-12,Personal,Voluntary
EMP06607,2024-01-15,Performance,Voluntary
EMP01519,2024-10-11,Relocation,Involuntary
EMP01919,2024-01-23,Personal,Involuntary
EMP00707,2023-08-09,Personal,Voluntary
EMP01422,2024-08-15,Performance,Voluntary
EMP04703,2026-01-02,Performance,Involuntary
EMP01912,2024-08-11,Relocation,Voluntary
EMP08987,2023-08-08,Better Offer,Voluntary
EMP00185,2024-08-20,Personal,Involuntary
EMP03076,2026-05-20,Personal,Voluntary
EMP08001,2023-08-05,Better Offer,Voluntary
EMP08762,2023-08-10,Personal,Involuntary
EMP01661,2026-03-20,Career Change,Voluntary
EMP00794,2026-03-10,Career Change,Voluntary
EMP09516,2024-12-05,Personal,Involuntary
EMP04760,2025-01-16,Career Change,Voluntary
EMP05502,2026-07-08,Career Change,Involuntary
EMP06374,2024-06-26,Personal,Involuntary
EMP07285,2026-07-12,Career Change,Voluntary
EMP04696,2026-04-23,Performance,Voluntary
EMP04956,2025-12-14,Relocation,Involuntary
EMP06639,2024-09-21,Career Change,Voluntary
EMP01603,2025-02-16,Personal,Voluntary
EMP01733,2024-03-16,Career Change,Voluntary
EMP05906,2026-03-07,Relocation,Voluntary
EMP00879,2024-12-12,Better Offer,Voluntary
EMP00271,2026-01-17,Better Offer,Voluntary
EMP04353,2026-04-04,Better Offer,Voluntary
EMP06753,2026-01-08,Relocation,Voluntary
EMP06278,2024-05-26,Relocation,Voluntary
EMP09208,2026-03-01,Personal,Involuntary
EMP04402,2025-11-22,Performance,Voluntary
EMP03644,2026-02-22,Relocation,Voluntary
EMP07240,2025-08-18,Performance,Voluntary
EMP09317,2024-06-21,Relocation,Voluntary
EMP00870,2024-11-13,Better Offer,Voluntary
EMP07877,2025-08-22,Better Offer,Voluntary
EMP09094,2026-06-28,Performance,Voluntary
EMP00166,2024-04-19,Performance,Voluntary
EMP01208,2023-08-13,Relocation,Voluntary
EMP04532,2023-09-20,Personal,Voluntary
EMP08176,2025-06-06,Personal,Voluntary
EMP00899,2025-11-03,Relocation,Voluntary
EMP05946,2023-12-01,Performance,Voluntary
EMP08709,2026-07-08,Career Change,Voluntary
EMP03533,2025-09-15,Personal,Voluntary
EMP01722,2026-06-19,Personal,Voluntary
EMP03644,2024-04-10,Performance,Voluntary
EMP09099,2025-01-03,Relocation,Voluntary
EMP02028,2026-04-03,Personal,Involuntary
EMP06308,2025-04-06,Performance,Voluntary
EMP02599,2023-09-17,Relocation,Voluntary
EMP01300,2025-06-12,Career Change,Voluntary
EMP01734,2023-08-27,Career Change,Voluntary
EMP06354,2024-06-14,Better Offer,Voluntary
EMP09080,2025-03-26,Relocation,Voluntary
EMP01689,2025-07-27,Performance,Voluntary
EMP02138,2025-11-14,Career Change,Voluntary
EMP09460,2024-07-03,Performance,Voluntary
EMP03801,2024-11-04,Personal,Involuntary
EMP01992,2025-09-28,Career Change,Voluntary
EMP01990,2025-02-06,Relocation,Voluntary
EMP02009,2025-04-09,Relocation,Voluntary
EMP08113,2024-06-09,Relocation,Voluntary
EMP00165,2026-05-21,Better Offer,Involuntary
EMP05612,2024-12-01,Personal,Voluntary
EMP08538,2023-12-04,Better Offer,Voluntary
EMP00813,2023-12-21,Personal,Voluntary
EMP00246,2025-09-18,Career Change,Voluntary
EMP05417,2025-04-15,Performance,Involuntary
EMP00198,2026-06-18,Better Offer,Voluntary
EMP02851,2024-05-26,Performance,Voluntary
EMP03057,2025-05-28,Career Change,Voluntary
EMP08272,2024-02-08,Relocation,Involuntary
EMP00503,2024-06-13,Better Offer,Voluntary
EMP00578,2024-12-21,Better Offer,Voluntary
EMP07728,2023-11-13,Better Offer,Involuntary
EMP05798,2025-01-10,Relocation,Voluntary
EMP00609,2023-12-08,Relocation,Voluntary
EMP04538,2024-11-04,Performance,Involuntary
EMP02347,2025-02-20,Better Offer,Voluntary
EMP05248,2024-11-28,Performance,Voluntary
EMP08980,2025-06-24,Career Change,Involuntary
EMP04747,2024-02-27,Better Offer,Involuntary
EMP01995,2026-05-31,Relocation,Voluntary
EMP01957,2025-09-16,Personal,Voluntary
EMP07718,2026-07-15,Personal,Involuntary
EMP03657,2025-06-02,Career Change,Voluntary
EMP07686,2024-04-23,Career Change,Involuntary
EMP01267,2024-03-29,Better Offer,Voluntary
EMP03702,2025-08-09,Better Offer,Voluntary
EMP01878,2025-10-12,Relocation,Voluntary
EMP08569,2026-03-04,Better Offer,Voluntary
EMP03921,2026-01-11,Relocation,Involuntary
EMP01643,2026-07-04,Relocation,Voluntary
EMP08085,2026-03-27,Relocation,Voluntary
EMP08216,2024-04-13,Better Offer,Involuntary
EMP05981,2025-02-08,Better Offer,Voluntary
EMP02140,2024-02-28,Performance,Voluntary
EMP02761,2024-07-08,Performance,Voluntary
EMP04056,2024-08-31,Better Offer,Voluntary
EMP02453,2024-01-17,Relocation,Voluntary
EMP08852,2024-01-09,Career Change,Involuntary
EMP00498,2023-08-07,Performance,Voluntary
EMP05708,2025-01-01,Better Offer,Involuntary
EMP09018,2025-11-26,Better Offer,Voluntary
EMP06833,2024-06-08,Personal,Voluntary
EMP00511,2025-05-25,Career Change,Voluntary
EMP06557,2024-08-13,Career Change,Voluntary
EMP04606,2024-05-23,Personal,Voluntary
EMP03888,2024-09-24,Personal,Voluntary
EMP00977,2024-02-02,Better Offer,Voluntary
EMP08415,2025-03-10,Personal,Voluntary
EMP03628,2024-05-15,Relocation,Voluntary
EMP04719,2026-07-26,Relocation,Involuntary
EMP03416,2023-09-22,Better Offer,Voluntary
EMP05805,2025-12-19,Career Change,Involuntary
EMP00876,2024-08-28,Personal,Voluntary
EMP03994,2024-09-17,Relocation,Voluntary
EMP07689,2025-03-18,Performance,Voluntary
EMP00130,2025-11-15,Better Offer,Involuntary
EMP01559,2024-10-10,Relocation,Voluntary
EMP04750,2025-03-23,Better Offer,Voluntary
EMP01639,2024-01-25,Performance,Voluntary
EMP02860,2025-07-18,Relocation,Voluntary
EMP07999,2024-01-26,Career Change,Involuntary
EMP00002,2024-01-14,Performance,Voluntary
EMP01603,2025-08-13,Performance,Involuntary
EMP01651,2024-05-14,Better Offer,Voluntary
EMP04230,2024-08-30,Personal,Voluntary
EMP04319,2024-04-04,Performance,Voluntary
EMP03485,2023-09-11,Personal,Voluntary
EMP09318,2026-01-21,Relocation,Voluntary
EMP00822,2025-05-02,Better Offer,Voluntary
EMP04176,2025-12-15,Career Change,Voluntary
EMP04301,2025-04-01,Better Offer,Voluntary
EMP06911,2025-01-25,Better Offer,Voluntary
EMP04299,2024-09-09,Performance,Voluntary
EMP00342,2025-12-28,Career Change,Voluntary
EMP01061,2025-10-30,Performance,Voluntary
EMP03270,2026-02-07,Relocation,Voluntary
EMP01548,2026-04-15,Personal,Voluntary
EMP07955,2026-03-18,Relocation,Voluntary
EMP07849,2025-09-22,Relocation,Voluntary
EMP01985,2024-08-20,Relocation,Voluntary
EMP09016,2024-05-14,Better Offer,Voluntary
EMP07405,2023-12-29,Relocation,Voluntary
EMP04337,2023-12-17,Better Offer,Voluntary
EMP01324,2026-07-15,Relocation,Voluntary
EMP05025,2025-11-08,Relocation,Voluntary
EMP07618,2026-02-13,Performance,Voluntary
EMP07355,2025-08-03,Relocation,Involuntary
EMP01374,2024-01-25,Relocation,Voluntary
EMP00269,2026-01-09,Better Offer,Voluntary
EMP04387,2024-01-18,Relocation,Voluntary
EMP05473,2025-05-23,Personal,Voluntary
EMP03135,2025-02-20,Better Offer,Voluntary
EMP04729,2024-04-18,Relocation,Voluntary
EMP06745,2024-03-14,Personal,Voluntary
EMP08713,2026-04-27,Relocation,Voluntary
EMP09923,2025-03-01,Personal,Voluntary
EMP02667,2024-06-27,Performance,Voluntary
EMP02976,2025-07-02,Relocation,Voluntary
EMP04011,2026-06-04,Relocation,Voluntary
EMP04511,2025-03-05,Performance,Voluntary
EMP02107,2026-06-03,Performance,Involuntary
EMP02025,2024-08-13,Personal,Voluntary
EMP04664,2023-08-11,Performance,Voluntary
EMP01183,2025-09-20,Personal,Voluntary
EMP06162,2023-09-17,Performance,Voluntary
EMP07654,2025-05-25,Relocation,Voluntary
EMP04208,2023-11-24,Performance,Voluntary
EMP04924,2025-06-29,Relocation,Voluntary
EMP09239,2024-10-18,Relocation,Involuntary
EMP05034,2025-02-12,Career Change,Involuntary
EMP02308,2024-07-08,Performance,Voluntary
EMP00402,2024-05-14,Better Offer,Involuntary
EMP08922,2024-08-26,Relocation,Voluntary
EMP05485,2024-12-05,Better Offer,Voluntary
EMP06714,2025-12-30,Career Change,Voluntary
EMP06726,2023-09-12,Career Change,Voluntary
EMP02100,2024-12-16,Career Change,Voluntary
EMP06023,2025-05-25,Performance,Voluntary
EMP02581,2023-12-30,Personal,Voluntary
EMP03574,2024-07-29,Relocation,Voluntary
EMP04211,2024-03-23,Relocation,Voluntary
EMP00508,2026-03-08,Personal,Voluntary
EMP04382,2024-12-03,Performance,Voluntary
EMP00747,2024-08-23,Career Change,Voluntary
EMP03962,2026-05-08,Better Offer,Voluntary
EMP03758,2024-08-28,Performance,Voluntary
EMP02277,2026-05-09,Performance,Voluntary
EMP04178,2025-07-05,Relocation,Involuntary
EMP04236,2025-07-06,Personal,Voluntary
EMP03212,2024-08-18,Relocation,Voluntary
EMP01875,2023-08-22,Better Offer,Voluntary
EMP04211,2024-02-24,Performance,Voluntary
EMP05264,2025-11-05,Personal,Involuntary
EMP09335,2025-05-07,Performance,Voluntary
EMP05568,2026-06-14,Relocation,Voluntary
EMP01121,2024-01-29,Career Change,Voluntary
EMP06858,2024-06-01,Personal,Voluntary
EMP01917,2026-06-22,Performance,Voluntary
EMP03488,2025-10-04,Career Change,Involuntary
EMP02576,2024-05-26,Career Change,Voluntary
EMP00786,2023-11-11,Better Offer,Voluntary
EMP07440,2026-01-30,Performance,Voluntary
EMP05979,2025-07-30,Better Offer,Voluntary
EMP03339,2023-09-21,Relocation,Voluntary
EMP02624,2026-06-15,Career Change,Voluntary
EMP00568,2025-06-08,Relocation,Voluntary
EMP02328,2023-08-10,Performance,Involuntary
EMP00549,2023-09-30,Career Change,Involuntary
EMP09216,2026-08-04,Performance,Involuntary
EMP00287,2023-10-04,Performance,Voluntary
EMP02332,2023-12-11,Relocation,Voluntary
EMP02745,2025-02-21,Performance,Involuntary
EMP08383,2024-05-04,Personal,Involuntary
EMP04238,2024-04-15,Relocation,Voluntary
EMP07074,2023-12-26,Relocation,Voluntary
EMP00163,2025-12-07,Career Change,Voluntary
EMP07542,2024-06-22,Better Offer,Involuntary
EMP06792,2026-04-16,Relocation,Voluntary
EMP03705,2023-09-14,Career Change,Voluntary
EMP02229,2024-02-24,Better Offer,Voluntary
EMP06736,2025-03-15,Career Change,Voluntary
EMP08595,2025-12-01,Personal,Voluntary
EMP03176,2023-12-08,Better Offer,Involuntary
EMP08777,2026-02-15,Career Change,Voluntary
EMP07161,2024-03-18,Personal,Voluntary
EMP02293,2024-11-22,Personal,Involuntary
EMP02284,2026-03-05,Better Offer,Involuntary
EMP08483,2024-08-04,Relocation,Involuntary
EMP06455,2025-10-26,Better Offer,Involuntary
EMP01784,2025-05-15,Better Offer,Voluntary
EMP06760,2026-04-17,Career Change,Voluntary
EMP08002,2023-11-22,Career Change,Involuntary
EMP07834,2025-03-14,Career Change,Involuntary
EMP01617,2026-04-12,Performance,Voluntary
EMP07786,2025-04-07,Better Offer,Voluntary
EMP04241,2025-08-25,Personal,Voluntary
EMP03176,2023-12-21,Career Change,Voluntary
EMP00097,2025-06-01,Personal,Involuntary
EMP07194,2025-11-22,Performance,Voluntary
EMP03396,2024-10-31,Better Offer,Voluntary
EMP02742,2024-12-18,Personal,Involuntary
EMP04934,2026-01-21,Personal,Voluntary
EMP06321,2024-01-26,Personal,Involuntary
EMP06073,2023-09-03,Career Change,Voluntary
EMP05769,2024-08-28,Personal,Voluntary
EMP07735,2026-04-29,Career Change,Voluntary
EMP05910,2024-02-03,Relocation,Voluntary
EMP07318,2024-02-01,Career Change,Involuntary
EMP00730,2026-04-10,Career Change,Voluntary
EMP06483,2025-10-03,Performance,Voluntary
