interview_id,candidate_id,interviewer_id,score,result
INT29062,CAND13898,EMP07701,2.2,Fail
INT29063,CAND01925,EMP03480,3.7,Fail
INT29064,CAND01552,EMP04979,1.5,Pass
INT29065,CAND11050,EMP02584,1.1,Fail
INT29066,CAND05230,EMP09805,1.5,Pass
INT29067,CAND06272,EMP01526,1.8,Fail
INT29068,CAND05784,EMP01335,4.0,Fail
INT29069,CAND01132,EMP09602,4.5,Fail
INT29070,CAND07499,EMP07817,2.2,Fail
INT29071,CAND05634,EMP08253,3.2,Pass
INT29072,CAND01515,EMP02243,1.2,Fail
INT29073,CAND03900,EMP08648,2.6,Fail
INT29074,CAND01663,EMP06457,4.0,Fail
INT29075,CAND09477,EMP09028,4.3,Fail
INT29076,CAND11275,EMP02600,4.6,Pass
INT29077,CAND04675,EMP02149,3.8,Fail
INT29078,CAND09719,EMP07287,4.7,Pass
INT29079,CAND11936,EMP01890,3.1,Fail
INT29080,CAND02219,EMP09813,2.8,Fail
INT29081,CAND11150,EMP09579,4.2,Pass
INT29082,CAND01300,EMP00203,1.9,Pass
INT29083,CAND12422,EMP06158,3.6,Fail
INT29084,CAND05144,EMP07043,2.7,Fail
INT29085,CAND04613,EMP04075,4.3,Pass
INT29086,CAND08592,EMP05016,1.8,Pass
INT29087,CAND01957,EMP00559,2.9,Pass
INT29088,CAND02323,EMP05980,4.3,Fail
INT29089,CAND07794,EMP09285,4.6,Pass
INT29090,CAND09895,EMP06973,2.9,Pass
INT29091,CAND02540,EMP02655,2.8,Pass
INT29092,CAND09282,EMP03504,3.7,Pass
INT29093,CAND03238,EMP07757,1.6,Pass
INT29094,CAND09475,EMP04089,3.5,Pass
INT29095,CAND00840,EMP01967,3.1,Pass
INT29096,CAND02161,EMP01851,3.6,Pass
INT29097,CAND07400,EMP01792,1.6,Pass
INT29098,CAND09684,EMP00786,2.8,Pass
INT29099,CAND12975,EMP00913,4.4,Fail
INT29100,CAND12325,EMP09927,1.5,Fail
INT29101,CAND12637,EMP04287,3.7,Fail
INT29102,CAND08358,EMP06407,1.8,Fail
INT29103,CAND12353,EMP00432,4.2,Fail
INT29104,CAND06825,EMP09887,2.6,Fail
INT29105,CAND03435,EMP06510,1.4,Pass
INT29106,CAND12286,EMP08242,3.4,Pass
INT29107,CAND09649,EMP00425,1.2,Fail
INT29108,CAND00978,EMP09509,1.4,Fail
INT29109,CAND01049,EMP06797,1.8,Fail
INT29110,CAND08800,EMP09620,4.5,Pass
INT29111,CAND02782,EMP02035,3.2,Fail
INT29112,CAND00299,EMP01852,1.4,Fail
INT29113,CAND09057,EMP05757,4.7,Pass
INT29114,CAND03087,EMP02469,4.4,Fail
INT29115,CAND06752,EMP08511,3.1,Pass
INT29116,CAND12398,EMP03249,3.8,Pass
INT29117,CAND08408,EMP08873,1.5,Fail
INT29118,CAND07444,EMP04142,1.1,Pass
INT29119,CAND11248,EMP00011,1.3,Pass
INT29120,CAND05185,EMP07255,1.3,Fail
INT29121,CAND11752,EMP04816,4.6,Pass
INT29122,CAND13974,EMP02792,2.7,Fail
INT29123,CAND01451,EMP09898,3.7,Fail
INT29124,CAND00991,EMP09585,2.0,Fail
INT29125,CAND02329,EMP08199,1.8,Fail
INT29126,CAND12540,EMP00580,2.6,Fail
INT29127,CAND13047,EMP02293,3.9,Fail
INT29128,CAND04674,EMP05306,4.8,Pass
INT29129,CAND14632,EMP06724,4.7,Fail
INT29130,CAND00372,EMP05606,4.2,Pass
INT29131,CAND12255,EMP01042,3.2,Fail
INT29132,CAND13278,EMP06665,1.5,Fail
INT29133,CAND09842,EMP00380,1.3,Fail
INT29134,CAND14668,EMP02179,2.5,Fail
INT29135,CAND08074,EMP09201,4.8,Pass
INT29136,CAND06035,EMP02110,2.7,Pass
INT29137,CAND08185,EMP02823,3.5,Pass
INT29138,CAND13962,EMP04531,2.6,Fail
INT29139,CAND11424,EMP07138,2.6,Pass
INT29140,CAND08299,EMP04463,4.0,Pass
INT29141,CAND00620,EMP09300,4.4,Fail
INT29142,CAND09627,EMP04915,1.1,Fail
INT29143,CAND09221,EMP06775,3.2,Fail
INT29144,CAND08857,EMP06673,2.3,Fail
INT29145,CAND05389,EMP00192,4.6,Fail
INT29146,CAND09709,EMP06649,3.0,Pass
INT29147,CAND08961,EMP02346,3.9,Pass
INT29148,CAND00158,EMP07335,2.8,Pass
INT29149,CAND14856,EMP07235,4.1,Fail
INT29150,CAND10520,EMP04510,1.6,Fail
INT29151,CAND08135,EMP02964,1.1,Pass
INT29152,CAND07074,EMP04798,2.8,Pass
INT29153,CAND09810,EMP01504,4.0,Pass
INT29154,CAND07376,EMP07255,1.5,Pass
INT29155,CAND04283,EMP02587,2.2,Pass
INT29156,CAND00667,EMP08923,3.3,Fail
INT29157,CAND10555,EMP09152,3.5,Fail
INT29158,CAND02427,EMP01870,2.7,Fail
INT29159,CAND04427,EMP04358,2.8,Fail
INT29160,CAND06060,EMP03367,4.4,Pass
INT29161,CAND04219,EMP09653,5.0,Pass
INT29162,CAND11845,EMP08113,4.6,Fail
INT29163,CAND13469,EMP03968,2.8,Fail
INT29164,CAND07186,EMP06277,4.3,Fail
INT29165,CAND10492,EMP02090,5.0,Fail
INT29166,CAND13403,EMP02707,4.7,Fail
INT29167,CAND10027,EMP04033,4.2,Pass
INT29168,CAND10818,EMP06442,3.6,Pass
INT29169,CAND09264,EMP06508,4.2,Fail
INT29170,CAND00709,EMP07124,3.0,Pass
INT29171,CAND04992,EMP09006,2.3,Pass
INT29172,CAND05421,EMP05287,4.0,Fail
INT29173,CAND14948,EMP06473,2.2,Pass
INT29174,CAND00523,EMP09327,3.8,Fail
INT29175,CAND12166,EMP07174,4.7,Pass
INT29176,CAND13583,EMP05247,2.5,Fail
INT29177,CAND08512,EMP08748,1.8,Fail
INT29178,CAND02908,EMP03357,1.3,Fail
INT29179,CAND03365,EMP08618,3.2,Pass
INT29180,CAND08973,EMP06270,1.9,Fail
INT29181,CAND04445,EMP08138,3.1,Pass
INT29182,CAND10906,EMP03630,4.5,Fail
INT29183,CAND11782,EMP01967,4.5,Fail
INT29184,CAND13184,EMP01785,5.0,Pass
INT29185,CAND13640,EMP05222,3.3,Pass
INT29186,CAND05426,EMP03407,4.3,Pass
INT29187,CAND04352,EMP06686,4.5,Fail
INT29188,CAND02832,EMP03496,2.9,Fail
INT29189,CAND03577,EMP04353,1.3,Pass
INT29190,CAND11820,EMP06593,3.9,Fail
INT29191,CAND12462,EMP07636,2.1,Pass
INT29192,CAND14862,EMP09200,4.1,Fail
INT29193,CAND04101,EMP05365,2.7,Fail
INT29194,CAND12640,EMP06198,1.2,Fail
INT29195,CAND10383,EMP08368,2.8,Fail
INT29196,CAND02017,EMP06118,2.1,Fail
INT29197,CAND09372,EMP04925,3.1,Pass
INT29198,CAND07260,EMP07786,1.2,Pass
INT29199,CAND01235,EMP05605,2.7,Fail
INT29200,CAND07641,EMP02502,4.8,Pass
INT29201,CAND07324,EMP04914,4.9,Fail
INT29202,CAND05617,EMP07570,4.5,Pass
INT29203,CAND05560,EMP03791,4.4,Fail
INT29204,CAND13112,EMP02477,4.6,Pass
INT29205,CAND05254,EMP08618,4.6,Pass
INT29206,CAND06971,EMP02630,3.6,Fail
INT29207,CAND12122,EMP09701,4.0,Pass
INT29208,CAND01791,EMP05353,2.2,Fail
INT29209,CAND12410,EMP05029,4.2,Pass
INT29210,CAND05648,EMP08099,3.2,Pass
INT29211,CAND10893,EMP09194,1.3,Pass
INT29212,CAND05532,EMP06554,3.2,Pass
INT29213,CAND10131,EMP08568,1.5,Pass
INT29214,CAND01638,EMP04204,4.8,Fail
INT29215,CAND04609,EMP05796,1.0,Pass
INT29216,CAND07145,EMP03484,3.8,Fail
INT29217,CAND09379,EMP05601,4.4,Fail
INT29218,CAND06411,EMP04866,2.0,Fail
INT29219,CAND06127,EMP01378,3.4,Fail
INT29220,CAND02339,EMP08271,1.6,Fail
INT29221,CAND03848,EMP06305,3.9,Fail
INT29222,CAND04159,EMP02439,1.6,Pass
INT29223,CAND03036,EMP03211,2.0,Fail
INT29224,CAND01999,EMP03303,1.3,Pass
INT29225,CAND12759,EMP03381,1.4,Pass
INT29226,CAND04286,EMP07770,4.5,Fail
INT29227,CAND03677,EMP00629,1.3,Pass
INT29228,CAND08821,EMP00967,2.8,Pass
INT29229,CAND00100,EMP00700,2.7,Pass
INT29230,CAND00696,EMP05112,5.0,Fail
INT29231,CAND01932,EMP08434,2.4,Pass
INT29232,CAND10988,EMP09911,2.7,Fail
INT29233,CAND00817,EMP00586,1.9,Fail
INT29234,CAND13916,EMP05182,2.7,Fail
INT29235,CAND09505,EMP02479,4.0,Fail
INT29236,CAND09976,EMP06672,1.1,Pass
INT29237,CAND10135,EMP05376,4.1,Fail
INT29238,CAND06056,EMP02208,5.0,Fail
INT29239,CAND07075,EMP04852,1.8,Fail
INT29240,CAND06904,EMP07901,2.0,Fail
INT29241,CAND04112,EMP04138,1.6,Fail
INT29242,CAND07543,EMP03250,2.8,Pass
INT29243,CAND14177,EMP00898,2.5,Fail
INT29244,CAND09128,EMP06918,4.7,Fail
INT29245,CAND10114,EMP08541,4.7,Pass
INT29246,CAND02594,EMP03930,2.8,Pass
INT29247,CAND09709,EMP00341,1.2,Pass
INT29248,CAND07913,EMP03692,3.4,Pass
INT29249,CAND08265,EMP00627,1.5,Fail
INT29250,CAND12609,EMP07175,3.1,Pass
INT29251,CAND07845,EMP03856,4.2,Pass
INT29252,CAND00311,EMP07558,2.1,Fail
INT29253,CAND14535,EMP02418,2.1,Fail
INT29254,CAND12991,EMP09576,4.6,Pass
INT29255,CAND04388,EMP06671,1.6,Fail
INT29256,CAND05107,EMP00781,2.3,Pass
INT29257,CAND12690,EMP08954,4.5,Pass
INT29258,CAND09879,EMP03142,2.0,Pass
INT29259,CAND04918,EMP04502,2.1,Fail
INT29260,CAND14849,EMP02630,2.7,Fail
INT29261,CAND03573,EMP05254,2.1,Pass
INT29262,CAND09533,EMP08855,4.6,Pass
INT29263,CAND14842,EMP01235,3.0,Fail
INT29264,CAND10890,EMP09092,5.0,Fail
INT29265,CAND11671,EMP03399,2.1,Pass
INT29266,CAND13968,EMP09282,3.8,Pass
INT29267,CAND14428,EMP03327,2.4,Pass
INT29268,CAND14235,EMP04297,5.0,Fail
INT29269,CAND05361,EMP04863,3.6,Fail
INT29270,CAND06367,EMP02330,3.8,Fail
INT29271,CAND02490,EMP00881,2.0,Pass
INT29272,CAND09261,EMP08486,1.0,Fail
INT29273,CAND00935,EMP07225,4.8,Fail
INT29274,CAND09170,EMP07632,3.2,Fail
INT29275,CAND06301,EMP09233,4.6,Fail
INT29276,CAND14252,EMP02114,3.0,Pass
INT29277,CAND12113,EMP08538,2.9,Fail
INT29278,CAND01318,EMP05062,5.0,Pass
INT29279,CAND07885,EMP04182,2.9,Fail
INT29280,CAND14439,EMP03541,4.9,Fail
INT29281,CAND12130,EMP08166,3.4,Pass
INT29282,CAND05039,EMP00414,1.2,Pass
INT29283,CAND05982,EMP03706,4.1,Pass
INT29284,CAND13324,EMP06678,2.2,Pass
INT29285,CAND02239,EMP06467,4.1,Pass
INT29286,CAND09685,EMP01102,3.4,Pass
INT29287,CAND01858,EMP05898,2.6,Pass
INT29288,CAND01720,EMP05817,4.8,Pass
INT29289,CAND02448,EMP06948,4.2,Fail
INT29290,CAND11551,EMP07745,3.9,Fail
INT29291,CAND06691,EMP08371,2.6,Fail
INT29292,CAND12377,EMP09352,3.7,Fail
INT29293,CAND09384,EMP01712,1.9,Fail
INT29294,CAND00803,EMP06338,1.8,Pass
INT29295,CAND04762,EMP05172,3.2,Pass
INT29296,CAND10108,EMP03811,3.5,Pass
INT29297,CAND11044,EMP06924,2.5,Pass
INT29298,CAND05247,EMP01309,2.6,Fail
INT29299,CAND10368,EMP09062,3.3,Fail
INT29300,CAND14852,EMP07702,1.5,Pass
INT29301,CAND07568,EMP08004,1.9,Fail
INT29302,CAND11856,EMP00028,3.4,Pass
INT29303,CAND03710,EMP00973,3.1,Fail
INT29304,CAND00589,EMP04461,4.7,Pass
INT29305,CAND08401,EMP02868,3.8,Fail
INT29306,CAND08157,EMP08943,4.4,Pass
INT29307,CAND04646,EMP02674,1.1,Pass
INT29308,CAND04181,EMP03134,1.6,Fail
INT29309,CAND14736,EMP01257,3.2,Fail
INT29310,CAND11156,EMP07938,4.8,Fail
INT29311,CAND08715,EMP06270,4.9,Pass
INT29312,CAND02950,EMP03696,3.3,Pass
INT29313,CAND14131,EMP09830,1.0,Fail
INT29314,CAND06419,EMP08000,2.5,Pass
INT29315,CAND02123,EMP01731,4.2,Pass
INT29316,CAND01448,EMP05952,4.9,Pass
INT29317,CAND04284,EMP06891,2.0,Pass
INT29318,CAND10913,EMP03839,2.3,Pass
INT29319,CAND03968,EMP04049,3.8,Pass
INT29320,CAND08636,EMP05210,2.3,Fail
INT29321,CAND09771,EMP00559,3.1,Pass
INT29322,CAND14318,EMP07479,1.4,Fail
INT29323,CAND13954,EMP07825,2.5,Pass
INT29324,CAND03206,EMP00044,4.0,Pass
INT29325,CAND11993,EMP03090,1.9,Pass
INT29326,CAND08729,EMP00467,3.4,Pass
INT29327,CAND11514,EMP06282,4.5,Pass
INT29328,CAND03253,EMP00611,1.6,Pass
INT29329,CAND10784,EMP06373,4.9,Fail
INT29330,CAND06755,EMP04780,2.9,Fail
INT29331,CAND03671,EMP02055,3.4,Pass
INT29332,CAND12613,EMP03438,2.3,Pass
INT29333,CAND09710,EMP01616,4.0,Fail
INT29334,CAND11381,EMP09319,3.0,Fail
INT29335,CAND14292,EMP04462,1.0,Fail
INT29336,CAND04463,EMP05253,2.4,Fail
INT29337,CAND02710,EMP02969,2.6,Fail
INT29338,CAND07823,EMP09473,1.5,Fail
INT29339,CAND06944,EMP05178,1.9,Fail
INT29340,CAND05583,EMP06502,3.2,Pass
INT29341,CAND02428,EMP08433,2.0,Pass
INT29342,CAND03854,EMP04100,2.4,Pass
INT29343,CAND08974,EMP01981,1.2,Fail
INT29344,CAND01088,EMP03478,3.0,Pass
INT29345,CAND00817,EMP03447,3.4,Fail
INT29346,CAND13485,EMP04787,4.3,Fail
INT29347,CAND01423,EMP00952,3.8,Pass
INT29348,CAND01817,EMP04936,4.3,Fail
INT29349,CAND01682,EMP01791,3.7,Fail
INT29350,CAND10724,EMP07462,1.8,Fail
INT29351,CAND09341,EMP00049,2.6,Fail
INT29352,CAND04765,EMP04437,4.8,Fail
INT29353,CAND05664,EMP05126,3.2,Fail
INT29354,CAND06481,EMP01548,1.3,Pass
INT29355,CAND10340,EMP00416,2.6,Fail
INT29356,CAND11269,EMP03726,2.6,Pass
INT29357,CAND07051,EMP01048,3.9,Pass
INT29358,CAND00761,EMP05972,2.1,Fail
INT29359,CAND00348,EMP06564,4.7,Fail
INT29360,CAND14754,EMP02328,4.2,Pass
INT29361,CAND09387,EMP02442,3.5,Fail
INT29362,CAND13351,EMP01665,3.7,Pass
INT29363,CAND11842,EMP08833,2.5,Fail
INT29364,CAND05463,EMP05438,3.8,Fail
INT29365,CAND06151,EMP02088,4.2,Fail
INT29366,CAND05557,EMP02547,2.4,Fail
INT29367,CAND10460,EMP01534,3.5,Fail
INT29368,CAND04416,EMP01149,3.7,Fail
INT29369,CAND11558,EMP02454,1.2,Pass
INT29370,CAND13793,EMP08576,4.3,Fail
INT29371,CAND09312,EMP01794,2.6,Fail
INT29372,CAND01858,EMP04097,1.0,Fail
INT29373,CAND05816,EMP00115,1.2,Pass
INT29374,CAND13805,EMP02795,4.9,Fail
INT29375,CAND02809,EMP07734,4.5,Pass
INT29376,CAND01119,EMP01159,2.7,Pass
INT29377,CAND04428,EMP02437,2.8,Pass
INT29378,CAND10353,EMP01963,2.5,Pass
INT29379,CAND06083,EMP02057,1.0,Fail
INT29380,CAND12529,EMP04079,3.7,Fail
INT29381,CAND02863,EMP09963,2.6,Fail
INT29382,CAND07543,EMP00816,3.1,Pass
INT29383,CAND09107,EMP06718,1.8,Fail
INT29384,CAND12050,EMP04818,2.9,Pass
INT29385,CAND02738,EMP04280,2.1,Fail
INT29386,CAND11945,EMP04132,1.8,Fail
INT29387,CAND12194,EMP05723,1.3,Fail
INT29388,CAND08338,EMP04640,1.7,Fail
INT29389,CAND00235,EMP02309,2.5,Pass
INT29390,CAND05721,EMP05137,2.2,Fail
INT29391,CAND01204,EMP07726,4.5,Fail
INT29392,CAND14408,EMP00030,1.5,Fail
INT29393,CAND07002,EMP05222,3.8,Fail
INT29394,CAND05977,EMP07339,2.7,Fail
INT29395,CAND04902,EMP07184,4.5,Pass
INT29396,CAND12589,EMP05242,1.1,Fail
INT29397,CAND09642,EMP02402,1.1,Pass
INT29398,CAND00686,EMP02085,3.0,Fail
INT29399,CAND02697,EMP07727,2.3,Pass
INT29400,CAND03447,EMP03740,1.5,Fail
INT29401,CAND00667,EMP01890,4.8,Pass
INT29402,CAND04517,EMP02613,1.2,Fail
INT29403,CAND00429,EMP09452,1.2,Fail
INT29404,CAND12085,EMP04208,1.7,Pass
INT29405,CAND02373,EMP02926,4.1,Fail
INT29406,CAND04218,EMP02381,2.0,Pass
INT29407,CAND11342,EMP09800,2.0,Fail
INT29408,CAND02262,EMP04090,3.0,Pass
INT29409,CAND11475,EMP03614,4.8,Fail
INT29410,CAND11521,EMP09578,1.4,Pass
INT29411,CAND06929,EMP01655,3.2,Fail
INT29412,CAND00644,EMP05039,2.1,Pass
INT29413,CAND09222,EMP05241,4.1,Fail
INT29414,CAND01856,EMP04327,2.1,Pass
INT29415,CAND00099,EMP08313,2.9,Fail
INT29416,CAND03048,EMP05330,2.1,Pass
INT29417,CAND04774,EMP00799,3.4,Pass
INT29418,CAND05316,EMP06097,2.4,Fail
INT29419,CAND07333,EMP05085,4.1,Fail
INT29420,CAND00755,EMP01436,3.7,Fail
INT29421,CAND13637,EMP06996,2.1,Pass
INT29422,CAND00975,EMP07344,3.8,Fail
INT29423,CAND04888,EMP05590,2.1,Fail
INT29424,CAND01569,EMP00564,1.5,Pass
INT29425,CAND07923,EMP02349,1.5,Pass
INT29426,CAND14985,EMP04240,3.1,Pass
INT29427,CAND07205,EMP02737,4.7,Pass
INT29428,CAND08623,EMP06687,2.3,Pass
INT29429,CAND00055,EMP08192,3.2,Fail
INT29430,CAND08326,EMP08228,2.5,Fail
INT29431,CAND14735,EMP03698,2.5,Pass
INT29432,CAND00986,EMP01490,2.4,Fail
INT29433,CAND03733,EMP09267,3.7,Fail
INT29434,CAND14860,EMP01371,4.1,Fail
INT29435,CAND01599,EMP02213,3.5,Fail
INT29436,CAND11806,EMP01220,3.8,Pass
INT29437,CAND01722,EMP09950,2.7,Pass
INT29438,CAND12892,EMP09225,1.5,Pass
INT29439,CAND13949,EMP04292,4.7,Fail
INT29440,CAND03590,EMP08304,4.3,Fail
INT29441,CAND14391,EMP03483,3.3,Fail
INT29442,CAND12993,EMP00030,4.3,Pass
INT29443,CAND01968,EMP05371,2.9,Fail
INT29444,CAND08632,EMP09712,4.2,Pass
INT29445,CAND02383,EMP07600,2.6,Pass
INT29446,CAND13664,EMP07955,4.5,Pass
INT29447,CAND13226,EMP03894,4.1,Pass
INT29448,CAND02502,EMP09418,4.2,Fail
INT29449,CAND04589,EMP08637,4.0,Pass
INT29450,CAND04452,EMP06964,4.0,Fail
INT29451,CAND03894,EMP07290,3.3,Pass
INT29452,CAND13952,EMP02589,4.1,Fail
INT29453,CAND08854,EMP08163,2.8,Pass
INT29454,CAND00117,EMP04768,4.2,Fail
INT29455,CAND14155,EMP04774,2.0,Pass
INT29456,CAND03237,EMP04314,4.4,Pass
INT29457,CAND05658,EMP05447,3.0,Fail
INT29458,CAND00424,EMP08611,2.0,Fail
INT29459,CAND05780,EMP06273,4.1,Fail
INT29460,CAND09401,EMP00735,3.8,Pass
INT29461,CAND07533,EMP07933,2.9,Pass
INT29462,CAND12959,EMP09344,4.3,Pass
INT29463,CAND02829,EMP09515,1.3,Fail
INT29464,CAND05576,EMP09102,3.4,Fail
INT29465,CAND07508,EMP03310,3.8,Pass
INT29466,CAND02316,EMP05874,3.4,Pass
INT29467,CAND02093,EMP07067,1.4,Pass
INT29468,CAND13748,EMP07384,1.7,Fail
INT29469,CAND09915,EMP06892,4.2,Pass
INT29470,CAND05908,EMP03902,5.0,Fail
INT29471,CAND08728,EMP00748,3.0,Fail
INT29472,CAND02891,EMP07340,3.7,Pass
INT29473,CAND02539,EMP07739,3.3,Pass
INT29474,CAND04708,EMP03404,1.2,Fail
INT29475,CAND02175,EMP02025,4.4,Fail
INT29476,CAND07507,EMP05480,1.7,Pass
INT29477,CAND14128,EMP02159,4.6,Fail
INT29478,CAND10467,EMP00284,3.1,Pass
INT29479,CAND07083,EMP05377,1.1,Pass
INT29480,CAND03089,EMP01247,2.9,Fail
INT29481,CAND03948,EMP08289,2.7,Pass
INT29482,CAND11365,EMP08305,4.2,Fail
INT29483,CAND09895,EMP08173,1.8,Pass
INT29484,CAND10898,EMP04796,2.5,Fail
INT29485,CAND11404,EMP00039,3.6,Fail
INT29486,CAND08077,EMP02784,1.7,Pass
INT29487,CAND00855,EMP03351,1.4,Fail
INT29488,CAND03559,EMP03550,4.7,Pass
INT29489,CAND04398,EMP05964,1.5,Fail
INT29490,CAND08555,EMP04355,4.2,Pass
INT29491,CAND06336,EMP06733,4.4,Fail
INT29492,CAND11455,EMP03889,5.0,Fail
INT29493,CAND08066,EMP04560,3.5,Pass
INT29494,CAND03436,EMP02757,2.0,Pass
INT29495,CAND03058,EMP06592,2.0,Pass
INT29496,CAND04766,EMP06387,2.4,Fail
INT29497,CAND09263,EMP04562,1.9,Fail
INT29498,CAND03235,EMP00146,3.2,Fail
INT29499,CAND09585,EMP06043,4.9,Pass
INT29500,CAND11829,EMP09613,4.1,Fail
INT29501,CAND11296,EMP05379,1.5,Pass
INT29502,CAND06141,EMP05307,3.3,Pass
INT29503,CAND14646,EMP04484,3.5,Pass
INT29504,CAND02077,EMP05089,3.9,Fail
INT29505,CAND12762,EMP07884,4.3,Pass
INT29506,CAND03046,EMP00611,3.0,Pass
INT29507,CAND08578,EMP02280,3.3,Fail
INT29508,CAND11529,EMP07227,3.0,Pass
INT29509,CAND10330,EMP09934,4.7,Pass
INT29510,CAND01311,EMP05249,5.0,Fail
INT29511,CAND08823,EMP03354,1.7,Fail
INT29512,CAND13165,EMP03358,3.2,Fail
INT29513,CAND03023,EMP05430,1.6,Fail
INT29514,CAND13442,EMP04448,4.2,Pass
INT29515,CAND13911,EMP04121,4.6,Pass
INT29516,CAND10654,EMP01776,3.1,Pass
INT29517,CAND07996,EMP06667,1.3,Pass
INT29518,CAND05811,EMP05654,3.9,Fail
INT29519,CAND12454,EMP01805,1.5,Pass
INT29520,CAND14001,EMP02246,4.0,Pass
INT29521,CAND09982,EMP05505,1.8,Pass
INT29522,CAND00880,EMP05781,3.9,Pass
INT29523,CAND05509,EMP04852,2.9,Fail
INT29524,CAND00004,EMP06397,1.2,Fail
INT29525,CAND03974,EMP06602,3.0,Fail
INT29526,CAND10563,EMP09330,3.0,Pass
INT29527,CAND06578,EMP09297,2.2,Fail
INT29528,CAND11811,EMP05134,2.5,Pass
INT29529,CAND04394,EMP06266,1.4,Pass
INT29530,CAND14809,EMP06802,1.4,Pass
INT29531,CAND05296,EMP07781,2.6,Pass
INT29532,CAND03285,EMP03896,1.7,Fail
INT29533,CAND10347,EMP02757,4.5,Pass
INT29534,CAND09206,EMP01411,1.5,Fail
INT29535,CAND09947,EMP07530,1.7,Fail
INT29536,CAND07338,EMP05623,4.3,Pass
INT29537,CAND01503,EMP00800,3.0,Pass
INT29538,CAND05205,EMP05322,1.3,Pass
INT29539,CAND04859,EMP08341,2.1,Fail
INT29540,CAND00006,EMP07330,3.5,Fail
INT29541,CAND07267,EMP08964,2.7,Fail
INT29542,CAND10562,EMP03541,1.3,Pass
INT29543,CAND14820,EMP04691,4.7,Pass
INT29544,CAND11058,EMP08989,3.9,Fail
INT29545,CAND10862,EMP01085,4.6,Pass
INT29546,CAND11120,EMP08679,3.0,Fail
INT29547,CAND14772,EMP00769,1.4,Fail
INT29548,CAND00081,EMP03719,4.4,Fail
INT29549,CAND09489,EMP01610,3.5,Pass
INT29550,CAND04222,EMP08779,2.5,Pass
INT29551,CAND14641,EMP01004,4.5,Pass
INT29552,CAND06080,EMP06626,1.8,Fail
INT29553,CAND02635,EMP04464,2.2,Fail
INT29554,CAND09274,EMP02859,3.9,Fail
INT29555,CAND04215,EMP03308,3.8,Fail
INT29556,CAND05947,EMP08459,1.9,Fail
INT29557,CAND10526,EMP06212,2.4,Pass
INT29558,CAND11177,EMP07670,2.6,Fail
INT29559,CAND00951,EMP02132,1.5,Fail
INT29560,CAND10148,EMP04122,1.7,Pass
INT29561,CAND09352,EMP07444,4.0,Pass
INT29562,CAND06392,EMP07571,4.3,Fail
INT29563,CAND08872,EMP09929,4.3,Fail
INT29564,CAND00604,EMP02413,1.3,Fail
INT29565,CAND12249,EMP02905,4.4,Fail
INT29566,CAND03578,EMP03625,3.5,Pass
INT29567,CAND05209,EMP09717,2.9,Fail
INT29568,CAND08375,EMP01914,4.7,Pass
INT29569,CAND01865,EMP01511,4.7,Fail
INT29570,CAND02781,EMP03354,3.4,Fail
INT29571,CAND06130,EMP02030,3.4,Fail
INT29572,CAND08296,EMP05236,2.3,Fail
INT29573,CAND04406,EMP00502,2.2,Fail
INT29574,CAND02367,EMP05823,1.1,Fail
INT29575,CAND01300,EMP06648,2.1,Pass
INT29576,CAND10469,EMP08257,3.4,Fail
INT29577,CAND01736,EMP09578,1.4,Pass
INT29578,CAND14120,EMP03596,2.2,Fail
INT29579,CAND09902,EMP01668,1.5,Pass
INT29580,CAND07418,EMP07967,2.9,Pass
INT29581,CAND14742,EMP00972,2.3,Fail
INT29582,CAND07364,EMP03703,3.0,Fail
INT29583,CAND00435,EMP04950,1.7,Pass
INT29584,CAND09907,EMP08137,4.8,Fail
INT29585,CAND01669,EMP03090,2.1,Fail
INT29586,CAND05398,EMP04628,4.8,Pass
INT29587,CAND11333,EMP05494,4.3,Pass
INT29588,CAND12990,EMP02938,4.7,Fail
INT29589,CAND01406,EMP03154,2.8,Fail
INT29590,CAND07782,EMP02075,4.4,Fail
INT29591,CAND12049,EMP01706,2.4,Pass
INT29592,CAND08801,EMP04245,4.5,Fail
INT29593,CAND09545,EMP05604,3.1,Pass
INT29594,CAND10497,EMP04057,5.0,Fail
INT29595,CAND13818,EMP07289,2.3,Fail
INT29596,CAND00093,EMP03994,3.5,Fail
INT29597,CAND11520,EMP02725,2.7,Fail
INT29598,CAND12835,EMP03118,4.2,Pass
INT29599,CAND11121,EMP02072,1.5,Pass
INT29600,CAND10218,EMP08663,2.9,Fail
INT29601,CAND09617,EMP03581,3.8,Pass
INT29602,CAND03825,EMP02199,1.4,Fail
INT29603,CAND03833,EMP01216,4.8,Fail
INT29604,CAND08250,EMP06518,4.4,Pass
INT29605,CAND11397,EMP00634,1.6,Pass
INT29606,CAND12978,EMP08068,1.9,Pass
INT29607,CAND08221,EMP07094,4.4,Pass
INT29608,CAND05065,EMP09729,2.8,Pass
INT29609,CAND13169,EMP08775,4.9,Fail
INT29610,CAND13121,EMP00533,1.5,Fail
INT29611,CAND01174,EMP07695,3.1,Pass
INT29612,CAND04151,EMP05922,4.2,Pass
INT29613,CAND13931,EMP08706,3.6,Pass
INT29614,CAND07591,EMP02420,2.0,Fail
INT29615,CAND11304,EMP07094,1.7,Fail
INT29616,CAND13506,EMP08871,4.5,Fail
INT29617,CAND00722,EMP08365,4.8,Fail
INT29618,CAND08739,EMP02983,2.8,Fail
INT29619,CAND13530,EMP05526,1.2,Fail
INT29620,CAND11715,EMP09254,2.6,Pass
